id,postid,votetypeid,creationdate,userid,bountyamount
27667,6474,2,1295712000,-2,-1
284582,79494,2,1386777600,-2,-1
362912,106404,2,1404921600,-2,-1
15320,3835,2,1287590400,-2,-1
206805,55119,3,1365004800,-2,-1
200973,52315,1,1363363200,-2,-1
77997,18725,2,1321804800,-2,-1
240645,41208,2,1374422400,-2,-1
30955,7207,2,1297612800,-2,-1
314989,88892,2,1393948800,-2,-1
3247,1032,2,1280419200,-2,-1
186285,47960,2,1358352000,-2,-1
54589,393,2,1309881600,-2,-1
94614,6980,2,1329667200,-2,-1
379852,113278,1,1408982400,-2,-1
318225,89865,2,1394640000,-2,-1
336881,96614,2,1399305600,-2,-1
117499,29008,2,1337788800,-2,-1
45522,9425,5,1305043200,930,-1
382188,113796,8,1409500800,3903,50
368941,423,2,1406131200,-2,-1
31765,7351,5,1297958400,3167,-1
46583,5284,2,1305561600,-2,-1
148867,36329,2,1347552000,-2,-1
298860,6203,2,1390924800,-2,-1
161789,20363,2,1350921600,-2,-1
239238,29127,2,1374076800,-2,-1
189501,48981,2,1359561600,-2,-1
199358,560,2,1362844800,-2,-1
34962,4978,5,1299600000,2970,-1
221108,349,2,1369238400,-2,-1
302464,857,2,1391443200,-2,-1
121640,30075,2,1339084800,-2,-1
144206,35268,2,1346169600,-2,-1
249527,67796,2,1376841600,-2,-1
287056,80300,2,1387555200,-2,-1
285986,79978,2,1387296000,-2,-1
276137,76163,2,1384358400,-2,-1
339295,16608,5,1399910400,40206,-1
324762,13686,5,1396281600,42454,-1
224549,60792,2,1370275200,-2,-1
326577,19181,2,1396800000,-2,-1
216942,58578,1,1368028800,-2,-1
315600,69120,3,1394035200,-2,-1
174246,1065,2,1354809600,-2,-1
176922,45505,2,1355587200,-2,-1
262692,71518,2,1380643200,-2,-1
86224,20844,1,1326124800,-2,-1
119923,29617,2,1338480000,-2,-1
166289,42960,2,1352131200,-2,-1
41986,9792,2,1303228800,-2,-1
373118,72272,2,1407168000,-2,-1
346782,100486,2,1401465600,-2,-1
137168,33776,2,1344182400,-2,-1
186148,423,5,1358352000,230,-1
228275,60856,5,1371225600,8694,-1
135599,33282,2,1343664000,-2,-1
379533,71260,5,1408896000,37253,-1
84864,20520,2,1325520000,-2,-1
249188,59363,2,1376755200,-2,-1
212312,56969,2,1366646400,-2,-1
370557,109865,1,1406563200,-2,-1
163291,21680,2,1351440000,-2,-1
232660,62855,1,1372435200,-2,-1
348496,100888,2,1401638400,-2,-1
308424,86896,2,1392566400,-2,-1
329762,93747,2,1397577600,-2,-1
243470,48755,2,1375113600,-2,-1
342263,99184,1,1400428800,-2,-1
295956,62968,2,1390320000,-2,-1
218980,59169,6,1368633600,-2,-1
331228,94392,2,1397923200,-2,-1
346356,57407,2,1401292800,-2,-1
356627,104335,5,1403452800,36229,-1
246096,66845,2,1375891200,-2,-1
234431,12262,5,1372867200,21521,-1
305902,1595,2,1392048000,-2,-1
160681,40693,2,1350489600,-2,-1
296790,83162,2,1390492800,-2,-1
10859,3024,2,1285257600,-2,-1
325601,4592,2,1396454400,-2,-1
149999,36112,16,1347638400,-2,-1
306852,86435,2,1392220800,-2,-1
233959,63222,2,1372780800,-2,-1
358993,104723,2,1403798400,-2,-1
69787,16770,2,1318176000,-2,-1
125652,30976,2,1340380800,-2,-1
348165,100780,2,1401638400,-2,-1
113042,27636,2,1336147200,-2,-1
105200,25681,2,1333382400,-2,-1
233256,15768,2,1372608000,-2,-1
360257,105514,2,1404230400,-2,-1
361972,63301,2,1404662400,-2,-1
305172,86065,2,1391961600,-2,-1
201468,15371,2,1363536000,-2,-1
310531,70164,2,1392998400,-2,-1
193558,50067,2,1360944000,-2,-1
375243,111569,2,1407772800,-2,-1
140929,34481,1,1345132800,-2,-1
287881,70984,3,1387987200,-2,-1
204886,48378,2,1364400000,-2,-1
156509,38870,15,1349625600,-2,-1
287350,80383,2,1387728000,-2,-1
163310,41450,2,1351440000,-2,-1
142415,31902,2,1345564800,-2,-1
171942,4273,2,1354118400,-2,-1
380584,109705,2,1409155200,-2,-1
249326,5253,2,1376841600,-2,-1
131014,32218,2,1342195200,-2,-1
264061,9670,2,1381075200,-2,-1
343661,99404,2,1400688000,-2,-1
215449,58083,2,1367596800,-2,-1
384219,1682,2,1410105600,-2,-1
260804,71143,2,1380124800,-2,-1
331833,94616,2,1398096000,-2,-1
66032,15708,2,1316188800,-2,-1
164801,41835,5,1351958400,5003,-1
137836,22828,2,1344355200,-2,-1
143943,35267,2,1346083200,-2,-1
189215,48748,1,1359475200,-2,-1
116330,28746,1,1337270400,-2,-1
127720,31489,1,1341158400,-2,-1
288255,80678,16,1388073600,-2,-1
320329,90504,2,1395158400,-2,-1
214192,396,5,1367164800,22468,-1
23090,5404,2,1292083200,-2,-1
236237,63869,2,1373385600,-2,-1
305639,86017,2,1392048000,-2,-1
229430,12745,2,1371571200,-2,-1
305604,52629,2,1392048000,-2,-1
144076,35269,2,1346169600,-2,-1
236783,64029,2,1373472000,-2,-1
360623,105535,1,1404316800,-2,-1
323619,91464,2,1395936000,-2,-1
112899,27791,2,1336060800,-2,-1
379213,52297,2,1408809600,-2,-1
7301,1963,5,1283184000,1077,-1
323982,91853,2,1396108800,-2,-1
270627,73978,2,1382976000,-2,-1
195190,34076,2,1361376000,-2,-1
68215,16263,2,1317312000,-2,-1
310757,26722,2,1393084800,-2,-1
272087,74473,2,1383408000,-2,-1
249787,35267,2,1376928000,-2,-1
319362,90173,2,1394899200,-2,-1
297081,62573,2,1390492800,-2,-1
333641,95363,2,1398528000,-2,-1
294512,82566,2,1389888000,-2,-1
347839,100645,2,1401465600,-2,-1
175268,45634,2,1355155200,-2,-1
63082,276,2,1314374400,-2,-1
173339,44999,5,1354464000,17230,-1
116633,28753,2,1337443200,-2,-1
335169,95972,2,1398873600,-2,-1
161249,40844,16,1350748800,-2,-1
47835,11173,2,1306166400,-2,-1
195124,2777,2,1361376000,-2,-1
133701,26088,5,1343059200,11032,-1
160684,37507,2,1350489600,-2,-1
42671,9916,2,1303660800,-2,-1
189114,44820,2,1359475200,-2,-1
257191,14571,2,1379260800,-2,-1
240980,65127,2,1374508800,-2,-1
103010,25109,2,1332432000,-2,-1
271645,74331,2,1383235200,-2,-1
110536,534,2,1335456000,-2,-1
152085,37879,2,1348416000,-2,-1
170395,2149,5,1353600000,8141,-1
14631,499,2,1287417600,-2,-1
325112,51996,2,1396368000,-2,-1
292795,81887,2,1389542400,-2,-1
385080,114927,2,1410278400,-2,-1
227911,61722,2,1371139200,-2,-1
128564,14472,2,1341417600,-2,-1
216284,51158,5,1367856000,4751,-1
304090,6301,2,1391702400,-2,-1
36660,8347,5,1300377600,81,-1
308860,86767,5,1392652800,14888,-1
260526,34585,2,1380038400,-2,-1
189816,49096,2,1359648000,-2,-1
326384,70024,2,1396713600,-2,-1
219106,44494,5,1368633600,1666,-1
243922,66140,2,1375200000,-2,-1
299471,83837,2,1391011200,-2,-1
63164,14875,1,1314460800,-2,-1
166924,24527,2,1352304000,-2,-1
131947,30477,2,1342454400,-2,-1
340201,71742,2,1400083200,-2,-1
335334,96024,1,1398960000,-2,-1
303083,46320,2,1391529600,-2,-1
135184,15462,2,1343577600,-2,-1
222007,60083,2,1369497600,-2,-1
119254,29207,2,1338307200,-2,-1
201876,52758,2,1363622400,-2,-1
199492,41025,2,1362931200,-2,-1
130254,2498,2,1341936000,-2,-1
161577,24689,2,1350835200,-2,-1
145165,24938,2,1346428800,-2,-1
115778,28414,2,1337097600,-2,-1
268323,73187,2,1382025600,-2,-1
330434,2691,2,1397664000,-2,-1
366900,125,5,1405612800,36229,-1
218967,40818,2,1368633600,-2,-1
365945,108131,2,1405440000,-2,-1
306031,423,5,1392048000,20920,-1
257516,70200,5,1379347200,8451,-1
235287,63551,2,1373126400,-2,-1
194884,26356,2,1361289600,-2,-1
156130,26145,2,1349452800,-2,-1
207995,55352,1,1365436800,-2,-1
144349,31,5,1346169600,13664,-1
364136,33812,5,1404921600,37722,-1
331927,62143,2,1398096000,-2,-1
85770,20738,2,1325952000,-2,-1
360022,77018,5,1404144000,42632,-1
195827,50719,2,1361635200,-2,-1
223902,51416,2,1370016000,-2,-1
48269,11251,2,1306339200,-2,-1
73724,17668,3,1319731200,-2,-1
244705,28003,5,1375459200,27298,-1
354739,103651,16,1402934400,-2,-1
336176,77752,2,1399219200,-2,-1
88679,21417,2,1327334400,-2,-1
229839,594,5,1371657600,18528,-1
247844,67357,2,1376409600,-2,-1
343996,7114,2,1400774400,-2,-1
142959,34786,1,1345737600,-2,-1
271698,74312,2,1383235200,-2,-1
187143,48159,2,1358697600,-2,-1
133213,32616,2,1342972800,-2,-1
383804,114515,2,1409932800,-2,-1
286182,80056,2,1387296000,-2,-1
216663,58467,2,1367942400,-2,-1
14046,1337,5,1286985600,1515,-1
97982,23949,2,1330531200,-2,-1
333317,95241,2,1398355200,-2,-1
128452,97,2,1341331200,-2,-1
302724,85380,2,1391443200,-2,-1
183766,10510,5,1357920000,16738,-1
328528,34922,2,1397232000,-2,-1
358212,104713,2,1403712000,-2,-1
216595,58453,2,1367942400,-2,-1
324959,68488,2,1396368000,-2,-1
169705,6234,5,1353340800,13543,-1
305619,86049,2,1392048000,-2,-1
212153,56893,2,1366646400,-2,-1
240510,61756,2,1374422400,-2,-1
228457,61553,5,1371225600,17230,-1
375080,94888,2,1407772800,-2,-1
245500,66677,3,1375718400,-2,-1
186892,48069,1,1358611200,-2,-1
236780,64028,2,1373472000,-2,-1
183614,47484,2,1357833600,-2,-1
49999,9446,2,1307376000,-2,-1
337212,96805,2,1399392000,-2,-1
118176,3814,2,1337961600,-2,-1
183135,47366,2,1357747200,-2,-1
84342,20366,5,1325088000,7837,-1
33370,7700,2,1298908800,-2,-1
364454,13789,2,1405008000,-2,-1
187133,48143,6,1358697600,-2,-1
230330,61741,1,1371744000,-2,-1
243653,66053,16,1375113600,-2,-1
367561,11691,5,1405872000,36229,-1
136829,33685,2,1344096000,-2,-1
309953,87342,2,1392825600,-2,-1
180232,19614,2,1357142400,-2,-1
305908,86035,2,1392048000,-2,-1
200108,52053,2,1363104000,-2,-1
117994,29129,2,1337875200,-2,-1
383999,17148,2,1410019200,-2,-1
337042,6502,5,1399392000,22088,-1
231259,17304,2,1372089600,-2,-1
252319,18214,2,1377619200,-2,-1
228977,61838,2,1371398400,-2,-1
164285,16985,2,1351785600,-2,-1
279257,77706,2,1385395200,-2,-1
262256,71580,2,1380556800,-2,-1
226179,61266,2,1370707200,-2,-1
265278,555,5,1381420800,27813,-1
171667,35137,2,1354032000,-2,-1
116640,28759,2,1337443200,-2,-1
200945,28364,2,1363363200,-2,-1
364369,107451,2,1405008000,-2,-1
229674,62125,2,1371571200,-2,-1
211144,10739,2,1366300800,-2,-1
330342,94138,2,1397664000,-2,-1
262590,71641,2,1380643200,-2,-1
198226,7144,2,1362499200,-2,-1
220979,58059,2,1369152000,-2,-1
272695,74671,2,1383667200,-2,-1
229356,62063,2,1371571200,-2,-1
10410,475,2,1284998400,-2,-1
154800,38451,2,1349193600,-2,-1
317194,20714,2,1394380800,-2,-1
293161,21555,2,1389628800,-2,-1
21574,5049,2,1291132800,-2,-1
272421,56832,5,1383580800,22228,-1
134057,33016,2,1343145600,-2,-1
279997,28390,2,1385568000,-2,-1
153525,6928,2,1348848000,-2,-1
192819,49897,2,1360684800,-2,-1
146938,32362,2,1347033600,-2,-1
334333,95511,2,1398700800,-2,-1
288950,80899,2,1388332800,-2,-1
136853,33692,2,1344096000,-2,-1
166250,8251,2,1352131200,-2,-1
202390,44069,2,1363795200,-2,-1
186600,26605,2,1358438400,-2,-1
377196,109207,2,1408291200,-2,-1
279490,77834,2,1385481600,-2,-1
181059,47031,2,1357315200,-2,-1
166881,43163,2,1352304000,-2,-1
365793,108079,2,1405353600,-2,-1
273114,74825,2,1383753600,-2,-1
162842,41320,5,1351267200,1352,-1
334415,22544,2,1398700800,-2,-1
89690,21870,2,1327766400,-2,-1
151539,37504,2,1348156800,-2,-1
326196,92646,2,1396627200,-2,-1
254756,69328,3,1378310400,-2,-1
62298,14652,2,1313942400,-2,-1
315565,14239,2,1394035200,-2,-1
78346,18806,2,1321977600,-2,-1
263767,71466,5,1380988800,8694,-1
258077,46264,2,1379433600,-2,-1
369054,109210,5,1406131200,25273,-1
343601,99667,2,1400688000,-2,-1
67038,12453,5,1316707200,1327,-1
74428,17842,2,1320163200,-2,-1
364975,17148,2,1405180800,-2,-1
211466,56657,2,1366387200,-2,-1
12595,2574,2,1286380800,-2,-1
180235,46850,2,1357142400,-2,-1
298835,56160,2,1390838400,-2,-1
370057,7933,2,1406476800,-2,-1
300940,83136,2,1391356800,-2,-1
370741,109784,2,1406649600,-2,-1
314859,14955,2,1393948800,-2,-1
171958,44594,1,1354118400,-2,-1
164107,41687,2,1351699200,-2,-1
150495,37440,2,1347897600,-2,-1
207459,55273,2,1365264000,-2,-1
115057,28348,2,1336838400,-2,-1
319621,90312,2,1394985600,-2,-1
113737,27958,5,1336406400,11116,-1
51918,9904,5,1308499200,5003,-1
205532,54740,5,1364659200,4485,-1
220234,55699,2,1369065600,-2,-1
283239,35956,2,1386518400,-2,-1
292162,81871,2,1389369600,-2,-1
179225,46561,2,1356451200,-2,-1
185365,47711,2,1358179200,-2,-1
176752,45910,6,1355500800,-2,-1
150002,36345,2,1347638400,-2,-1
323749,91767,2,1395936000,-2,-1
367087,7410,2,1405699200,-2,-1
342711,99171,5,1400515200,35434,-1
354098,103418,2,1402761600,-2,-1
34688,7948,5,1299513600,449,-1
383831,114517,2,1409932800,-2,-1
141983,2344,5,1345478400,8041,-1
309577,87209,2,1392825600,-2,-1
343089,99439,2,1400601600,-2,-1
134082,33008,2,1343145600,-2,-1
312604,88089,2,1393430400,-2,-1
139908,34339,2,1344960000,-2,-1
61310,14400,2,1313510400,-2,-1
41189,9576,2,1302796800,-2,-1
244817,66429,2,1375545600,-2,-1
345832,7111,5,1401206400,4812,-1
41484,9656,2,1303056000,-2,-1
207503,26098,2,1365264000,-2,-1
282434,5732,2,1386259200,-2,-1
187001,726,5,1358611200,3345,-1
366888,108466,2,1405612800,-2,-1
272709,3559,5,1383667200,22228,-1
213517,57371,2,1366905600,-2,-1
74117,17733,2,1319990400,-2,-1
154035,5056,5,1349020800,13765,-1
29037,6816,2,1296576000,-2,-1
246506,66945,5,1375977600,27403,-1
199862,51958,2,1363017600,-2,-1
268736,19715,5,1382198400,28815,-1
134048,32999,2,1343145600,-2,-1
127857,31222,1,1341158400,-2,-1
323000,4700,5,1395763200,12097,-1
49901,11624,2,1307289600,-2,-1
293477,13317,2,1389628800,-2,-1
157669,166,5,1349798400,14730,-1
339283,97559,2,1399910400,-2,-1
130381,16695,2,1341936000,-2,-1
267409,72881,2,1381766400,-2,-1
172153,44445,5,1354118400,10926,-1
234275,1368,2,1372867200,-2,-1
240672,65047,3,1374422400,-2,-1
31346,7295,2,1297785600,-2,-1
128373,29576,2,1341331200,-2,-1
384027,58466,2,1410019200,-2,-1
326486,92743,2,1396713600,-2,-1
299015,83636,2,1390924800,-2,-1
271340,73964,2,1383148800,-2,-1
201840,1595,2,1363622400,-2,-1
329838,93975,2,1397577600,-2,-1
332676,94983,2,1398268800,-2,-1
364443,59654,2,1405008000,-2,-1
224412,60767,2,1370188800,-2,-1
267507,47980,2,1381852800,-2,-1
84196,20303,2,1325001600,-2,-1
239981,64925,11,1374249600,-2,-1
281314,78363,2,1386000000,-2,-1
130321,32114,2,1341936000,-2,-1
69965,16799,1,1318262400,-2,-1
193413,27417,5,1360857600,4553,-1
141804,29926,2,1345478400,-2,-1
155912,2492,2,1349366400,-2,-1
247734,67303,2,1376323200,-2,-1
170787,15211,2,1353772800,-2,-1
218915,23035,2,1368547200,-2,-1
145072,7590,2,1346428800,-2,-1
134578,33130,2,1343232000,-2,-1
53184,12321,3,1308844800,-2,-1
379321,113085,2,1408809600,-2,-1
13203,3407,2,1286726400,-2,-1
282843,78852,2,1386345600,-2,-1
29040,5905,2,1296576000,-2,-1
240819,19414,2,1374508800,-2,-1
48760,11374,2,1306684800,-2,-1
189710,24751,5,1359648000,1538,-1
151090,6701,2,1348070400,-2,-1
327337,93089,2,1396886400,-2,-1
61307,6692,2,1313510400,-2,-1
385807,115219,2,1410451200,-2,-1
58814,13789,2,1312300800,-2,-1
119619,29597,2,1338393600,-2,-1
344564,99965,2,1400947200,-2,-1
176852,46020,2,1355587200,-2,-1
353851,103346,2,1402675200,-2,-1
131152,10824,2,1342281600,-2,-1
376174,29550,2,1408032000,-2,-1
175227,45601,2,1355068800,-2,-1
175732,10011,2,1355241600,-2,-1
121168,29912,5,1338998400,6884,-1
262791,30129,2,1380729600,-2,-1
112529,14000,2,1335974400,-2,-1
359614,10540,2,1404057600,-2,-1
382640,114155,2,1409673600,-2,-1
379975,878,2,1408982400,-2,-1
175685,45724,15,1355241600,-2,-1
141714,34752,1,1345478400,-2,-1
13954,3597,2,1286985600,-2,-1
173273,21211,1,1354464000,-2,-1
331332,94446,2,1398009600,-2,-1
119108,29453,2,1338307200,-2,-1
52428,12240,2,1308672000,-2,-1
344989,100043,3,1401033600,-2,-1
118802,9506,5,1338220800,6538,-1
329550,5358,2,1397491200,-2,-1
193364,50041,5,1360857600,805,-1
232220,35447,2,1372262400,-2,-1
267274,72850,2,1381766400,-2,-1
304048,73537,5,1391702400,25180,-1
187939,30100,1,1359043200,-2,-1
315804,89115,1,1394121600,-2,-1
150595,37496,2,1347897600,-2,-1
353056,99306,2,1402416000,-2,-1
178703,45956,2,1356192000,-2,-1
356249,103847,2,1403280000,-2,-1
299413,841,5,1391011200,34623,-1
138719,13698,2,1344614400,-2,-1
145994,31518,2,1346774400,-2,-1
235248,58433,2,1373126400,-2,-1
362045,106083,2,1404662400,-2,-1
124466,30714,2,1340035200,-2,-1
153565,37868,15,1348848000,-2,-1
225746,61134,2,1370534400,-2,-1
205335,47252,2,1364486400,-2,-1
380180,113380,2,1409068800,-2,-1
244732,66450,2,1375459200,-2,-1
215929,58196,1,1367769600,-2,-1
123345,23391,5,1339689600,11496,-1
335260,95996,2,1398873600,-2,-1
152539,37761,2,1348588800,-2,-1
125175,30825,2,1340208000,-2,-1
146887,35896,2,1347033600,-2,-1
163650,41528,16,1351612800,-2,-1
186161,30604,2,1358352000,-2,-1
373191,110817,2,1407254400,-2,-1
220241,59569,2,1369065600,-2,-1
242814,65824,16,1374940800,-2,-1
199951,30837,2,1363017600,-2,-1
291663,81736,2,1389196800,-2,-1
244897,10714,3,1375545600,-2,-1
334249,95592,2,1398700800,-2,-1
262305,71574,2,1380556800,-2,-1
355373,103848,2,1403107200,-2,-1
305496,83456,2,1391961600,-2,-1
213126,56504,2,1366819200,-2,-1
209575,53105,2,1365782400,-2,-1
151688,37775,2,1348243200,-2,-1
138924,34085,2,1344700800,-2,-1
35251,8135,2,1299686400,-2,-1
274907,76093,3,1384012800,-2,-1
192631,4407,5,1360598400,19879,-1
245890,726,2,1375804800,-2,-1
146015,35536,1,1346774400,-2,-1
356378,104273,1,1403366400,-2,-1
269977,26458,2,1382630400,-2,-1
253384,47782,2,1377964800,-2,-1
114150,26868,2,1336492800,-2,-1
333027,94823,2,1398355200,-2,-1
113727,27993,1,1336406400,-2,-1
359007,105068,2,1403798400,-2,-1
121229,29923,1,1338998400,-2,-1
172842,44904,2,1354377600,-2,-1
340059,97802,2,1400083200,-2,-1
47792,5425,2,1306080000,-2,-1
130680,32180,15,1342022400,-2,-1
107256,26250,2,1334160000,-2,-1
233668,60872,2,1372694400,-2,-1
294062,57887,2,1389801600,-2,-1
314316,13314,5,1393862400,35099,-1
103593,25331,2,1332777600,-2,-1
80334,9525,2,1322928000,-2,-1
178530,41828,16,1356105600,-2,-1
198671,27382,2,1362585600,-2,-1
238658,64191,2,1373990400,-2,-1
85565,20583,2,1325779200,-2,-1
39782,9298,2,1302105600,-2,-1
177071,45998,2,1355673600,-2,-1
364795,107712,2,1405094400,-2,-1
193851,12262,2,1361030400,-2,-1
206802,55124,2,1365004800,-2,-1
181783,9016,2,1357574400,-2,-1
244108,66224,2,1375286400,-2,-1
288386,80722,2,1388160000,-2,-1
147140,35965,2,1347120000,-2,-1
201860,30392,2,1363622400,-2,-1
23825,5560,2,1292428800,-2,-1
105622,25876,2,1333555200,-2,-1
225514,14591,2,1370448000,-2,-1
368911,35495,5,1406131200,40501,-1
168441,43614,2,1352908800,-2,-1
147290,35957,2,1347206400,-2,-1
30575,5,2,1297440000,-2,-1
239549,64842,2,1374163200,-2,-1
314087,30323,2,1393776000,-2,-1
71226,17128,2,1318780800,-2,-1
27028,6301,2,1295280000,-2,-1
84514,11758,2,1325260800,-2,-1
115605,28478,2,1337011200,-2,-1
371809,110343,2,1406908800,-2,-1
383878,114547,2,1409932800,-2,-1
26915,6317,2,1295193600,-2,-1
313396,88357,2,1393603200,-2,-1
148595,36247,2,1347465600,-2,-1
166583,33786,2,1352217600,-2,-1
298961,82745,2,1390924800,-2,-1
133560,32847,2,1343059200,-2,-1
248970,10079,5,1376668800,21919,-1
187260,48028,5,1358784000,1934,-1
177457,46210,2,1355846400,-2,-1
337784,97031,2,1399564800,-2,-1
359184,105125,2,1403884800,-2,-1
94967,726,5,1329753600,8507,-1
254486,14500,2,1378224000,-2,-1
307876,6976,2,1392480000,-2,-1
380504,111097,2,1409068800,-2,-1
348485,100907,16,1401638400,-2,-1
237307,64177,2,1373558400,-2,-1
174707,35076,2,1354982400,-2,-1
127940,31539,2,1341158400,-2,-1
206621,55130,2,1365004800,-2,-1
59598,13992,2,1312732800,-2,-1
210430,56300,2,1366041600,-2,-1
314156,88608,2,1393776000,-2,-1
9794,2715,5,1284566400,159,-1
280593,78176,11,1385827200,-2,-1
303265,30782,2,1391616000,-2,-1
179070,17631,2,1356364800,-2,-1
44370,10375,2,1304611200,-2,-1
319177,90152,2,1394899200,-2,-1
153128,6941,2,1348761600,-2,-1
223125,2239,2,1369843200,-2,-1
206631,19051,2,1365004800,-2,-1
315624,88807,2,1394035200,-2,-1
376417,112049,2,1408032000,-2,-1
200385,29713,2,1363190400,-2,-1
5952,6,2,1282147200,-2,-1
254068,66586,2,1378137600,-2,-1
23479,1870,2,1292256000,-2,-1
321632,48465,2,1395504000,-2,-1
5679,370,2,1281974400,-2,-1
354875,53023,1,1402934400,-2,-1
332642,1595,2,1398268800,-2,-1
344708,100014,2,1400947200,-2,-1
231857,57428,2,1372176000,-2,-1
367852,104840,2,1405958400,-2,-1
6615,1726,2,1282665600,-2,-1
377586,112446,1,1408377600,-2,-1
323317,12036,2,1395849600,-2,-1
73478,17466,2,1319644800,-2,-1
208028,55577,2,1365436800,-2,-1
221618,59945,2,1369324800,-2,-1
95442,23363,2,1329580800,-2,-1
316390,89311,5,1394208000,12814,-1
64995,15223,5,1315584000,5003,-1
309754,87294,2,1392825600,-2,-1
205181,54508,5,1364486400,4812,-1
284050,79293,2,1386691200,-2,-1
169344,40403,2,1353254400,-2,-1
288332,7,5,1388160000,16097,-1
225063,60903,2,1370361600,-2,-1
332608,94991,2,1398268800,-2,-1
376422,112055,16,1408032000,-2,-1
163756,41597,2,1351612800,-2,-1
308537,86885,2,1392566400,-2,-1
320051,90475,2,1395072000,-2,-1
265069,72439,2,1381334400,-2,-1
332776,95053,2,1398268800,-2,-1
42287,9867,5,1303401600,4258,-1
289471,81041,2,1388592000,-2,-1
270512,72685,2,1382889600,-2,-1
372319,110491,2,1406995200,-2,-1
314099,88496,2,1393776000,-2,-1
302520,84057,2,1391443200,-2,-1
285388,6853,2,1387123200,-2,-1
173193,1744,2,1354464000,-2,-1
287100,79163,2,1387641600,-2,-1
292231,2289,2,1389369600,-2,-1
261329,71274,2,1380211200,-2,-1
198243,51448,3,1362499200,-2,-1
99602,24252,2,1331222400,-2,-1
383150,114305,2,1409760000,-2,-1
90153,21962,2,1327939200,-2,-1
135171,33193,3,1343491200,-2,-1
186211,510,2,1358352000,-2,-1
260183,70943,2,1379952000,-2,-1
50393,11574,2,1307548800,-2,-1
220802,59716,2,1369152000,-2,-1
16592,4051,2,1288195200,-2,-1
228519,5451,2,1371312000,-2,-1
245152,34613,5,1375632000,14294,-1
131566,32405,2,1342368000,-2,-1
324409,91995,2,1396195200,-2,-1
339793,97709,2,1399996800,-2,-1
95382,23317,2,1329840000,-2,-1
148033,11362,2,1347379200,-2,-1
126371,5373,2,1340640000,-2,-1
34423,7943,2,1299427200,-2,-1
230813,62424,2,1371916800,-2,-1
360661,76719,2,1404316800,-2,-1
366200,94048,2,1405440000,-2,-1
234800,63439,2,1372953600,-2,-1
306515,86323,2,1392134400,-2,-1
207729,55496,2,1365350400,-2,-1
291692,81584,2,1389196800,-2,-1
299535,83856,2,1391011200,-2,-1
170654,7953,2,1353686400,-2,-1
241310,65367,2,1374595200,-2,-1
353953,70169,16,1402675200,-2,-1
65505,15538,2,1315929600,-2,-1
323229,91555,2,1395849600,-2,-1
212387,56946,2,1366646400,-2,-1
279005,77661,2,1385308800,-2,-1
316742,89390,2,1394294400,-2,-1
315888,51753,2,1394121600,-2,-1
336083,95664,2,1399132800,-2,-1
251002,7306,2,1377273600,-2,-1
