id,creationdate,postid,relatedpostid,linktypeid
2555782,1374135176,64714,39042,1
2391351,1363990091,53014,3112,1
2744119,1385062426,77317,31488,1
2820726,1389620813,76234,81754,1
2808514,1388995355,81396,9778,1
3027291,1399369498,96639,69407,3
3120069,1402282755,101401,20836,1
375168,1299927695,8185,7376,1
1525193,1333430275,25495,22731,1
1457740,1329585628,23091,23068,1
1532040,1333830754,25992,2272,1
861015,1311754626,13556,13259,1
2804157,1388734368,81123,81136,1
1960126,1354617133,45123,21718,1
1345435,1321105736,18300,18294,1
3332074,1409627463,114043,48425,1
2898168,1393653081,88349,88011,1
2870031,1392216375,86351,82532,1
3163517,1404185638,105309,4272,1
3233367,1406017697,108641,46185,1
1379877,1323759714,19705,10897,1
2891703,1393350102,87881,2691,1
3035168,1399754437,97228,96739,1
3133957,1402909961,103569,2492,1
2258668,1361127797,48261,43471,3
1948595,1354156528,44682,4219,1
2783729,1387352426,79968,9590,3
810,819,197,749,255
2517405,1371753377,61179,57044,3
2269958,1361504636,50601,50598,1
2835864,1390484608,83146,33315,3
3238176,1406194370,109243,3383,1
2603970,1377004304,67782,44475,3
2682163,1381543491,12002,72573,1
3340739,1410302190,114928,32285,1
2674449,1381121742,72129,269,1
3152579,1403661707,104040,55742,1
2575733,1375262766,50798,8335,1
2888645,1393222475,87435,23994,1
2255205,1360986647,50121,44279,1
1801369,1347653118,29781,25690,1
3047109,1400222159,98961,213,1
2698285,1382424379,73455,46164,1
1378008,1323613459,19571,14088,1
1947437,1354111165,44583,6493,1
2828807,1390064652,82700,31366,1
1155386,1317010199,16050,2131,1
2565803,1374714102,65537,16985,1
2619401,1377963576,62291,58923,1
3262077,1407269465,110827,110813,1
2840575,1390790219,83450,83459,1
3251382,1406773849,64938,46229,1
2182156,1359189499,48587,28437,1
3121761,1402355392,102720,2691,1
2926324,1394892856,90129,5026,3
1223015,1317980766,16680,5845,1
3125200,1402472637,102835,51780,1
3082103,1401622232,100772,11182,1
1532793,1333885729,26014,24077,1
2680763,1381458482,72482,29781,1
3268915,1407585475,91799,31177,1
934,209,351,413,424
2464436,1368486834,58948,17121,1
780,235,204,762,48
2392153,1364029283,53079,17349,1
2766436,1386355114,78828,71260,1
3056868,1400658830,69882,68106,1
3040932,1400002974,97600,18112,1
2258646,1361127797,46737,32419,3
2782478,1387279173,79934,1576,1
2398937,1364299229,53333,10510,3
2759109,1385978969,78328,33197,1
1783446,1346818729,35711,32781,1
2740415,1384854115,77001,14500,3
3102026,1401950187,101300,41438,1
3356577,1410573084,104882,104565,1
2953298,1396126729,91715,726,1
1502570,1332168861,24906,213,1
2820358,1389606817,82142,8071,3
2933235,1395213578,78606,87321,1
2319867,1362477844,51398,6563,3
2258663,1361127797,47951,18599,3
1580359,1336454926,28003,24244,1
3156057,1403793345,104941,45897,1
3095595,1401850454,100926,86769,1
3327435,1409381634,113766,80611,1
1445320,1328824473,22566,4284,1
2815853,1389349148,81849,56971,1
2513478,1371479605,61972,10407,1
2967670,1396794858,92720,41227,1
2846900,1391065617,83868,65390,1
3251477,1406777745,64938,18112,1
2833606,1390364671,82996,80399,1
2907969,1394029311,82447,51062,1
2865545,1391964560,86001,80888,1
853,461,823,378,880
2495202,1370303557,60817,56066,1
2947392,1395858166,91495,91493,3
2905123,1393927554,88722,41070,1
2414107,1365337288,55423,55168,1
2886608,1393083871,87538,52877,1
2673631,1381081114,72025,71591,1
3038262,1399889484,97411,31096,1
2926444,1394897537,90128,87502,1
1392126,1324812056,20196,9918,1
2275987,1361722464,50623,29479,1
2795187,1388105734,80618,23938,3
2682119,1381538512,58708,60994,1
2895968,1393520185,88169,17294,1
2760243,1386039055,67236,78079,1
2568839,1374872391,65680,64678,1
398667,1301036247,8769,3947,1
2354537,1362952232,51736,15784,1
2914616,1394390681,88831,89353,1
2876260,1392560018,86788,15427,1
2401834,1364370848,53151,53324,1
2432392,1366786550,57088,29116,1
2972041,1396945093,93045,92120,1
259772,1295464280,6400,6308,1
2893016,1393404819,87981,46229,1
1411248,1326422256,9171,17581,1
2252510,1360880950,50030,31326,1
3259529,1407159011,110025,96644,1
701,483,824,4,966
2872655,1392345062,86566,72453,1
2738231,1384730648,74054,72573,1
3266994,1407460784,94716,30303,3
3259409,1407152430,110597,107597,1
2892729,1393397317,45165,13197,1
2419602,1365699230,55872,27724,1
3015692,1398777993,45502,95713,1
2884624,1392951671,87101,48786,1
2775422,1386838187,79415,414,1
2280443,1361854956,50798,5960,1
2361532,1363058563,51985,51921,1
89036,1287530084,1015,3661,1
1537254,1334118461,26257,21214,1
2950731,1396006753,91746,62092,3
719,263,761,691,348
2369843,1363207916,51982,12262,1
2890054,1393285382,87514,22504,1
3303882,1408240729,112174,102630,1
3035510,1399771976,97182,30397,1
2131746,1358319052,47860,47707,1
2488101,1369830915,60371,45182,1
2544645,1373479937,57284,59683,1
3085788,1401681241,100808,21843,1
3149575,1403524293,104444,104139,3
3025442,1399287201,96355,24385,1
577160,1305148558,10687,534,1
2798498,1388337862,52897,3038,1
2977227,1397142535,93369,88323,1
3020548,1399018261,96105,52089,1
959366,1313482301,14351,14237,1
2771259,1386617670,7134,31,1
2767825,1386437614,78898,63863,1
2522921,1372148146,62545,31,1
2416459,1365493142,55571,16947,1
1849801,1349957089,39214,2492,1
1668207,1341172146,31440,21896,1
2849848,1391236415,84079,23617,1
2258385,1361127797,20040,12386,3
2766218,1386345712,78711,4220,1
1693304,1342507466,32463,29563,1
2474374,1369036970,59526,16608,3
2258405,1361127797,22400,19120,3
2757780,1385902219,78226,46019,1
2838501,1390654929,57286,76815,1
1640446,1339675992,30476,14558,1
3025597,1399291007,96371,14210,1
3168144,1404356159,53,105592,1
2847360,1391087350,83914,24227,1
2667836,1380745794,71747,48317,1
3050661,1400413944,99174,9131,1
2502084,1370745208,58272,43779,1
2563944,1374625375,65258,65375,1
2648561,1379678786,70605,47749,3
1475676,1330493162,23830,3,1
1493418,1331622896,24572,24380,1
2408942,1364922708,54695,37729,1
3197635,1405201929,107758,17336,1
2667328,1380716772,71701,71448,1
3142473,1403258107,18450,67204,1
2830874,1390195407,82786,46856,3
2134944,1358385827,47900,3921,1
3166891,1404304022,105570,66850,1
2002056,1356595128,46608,46597,1
2946447,1395811885,91432,961,1
2497675,1370436562,61002,40907,3
1500176,1332017390,24827,22066,1
1958526,1354553545,45050,29271,1
2493650,1370223654,60718,11009,1
2771309,1386620659,18383,64659,1
862,621,865,888,103
1848543,1349919785,15900,6421,1
367530,1299573111,8025,1773,1
3161829,1404118507,105260,81975,1
3040432,1399982213,97564,43159,1
2772154,1386666587,11691,10540,1
3130247,1402687289,103345,12261,1
2572433,1375084878,65919,59152,1
3177758,1404736419,105985,29400,1
1324652,1319607983,17468,17510,1
427,492,433,356,891
3132833,1402858742,103506,25690,1
3266409,1407427055,94716,30303,1
3048131,1400271737,97858,22718,1
2557186,1374219102,64825,27750,1
1674824,1341489634,31723,2492,1
3245729,1406537055,109708,40876,1
3152366,1403654839,104664,15958,1
653,345,244,138,886
1424008,1327431393,21658,21595,1
1692541,1342463617,32419,7261,1
2528866,1372549654,62941,62535,1
2527659,1372451358,62880,28730,1
1739934,1344839568,19491,22718,1
2341997,1362761147,51732,20836,1
2374745,1363280412,52224,1576,1
3021109,1399044304,96164,90417,1
3053150,1400536436,99344,97938,1
3058785,1400726232,99667,21592,1
3222460,1405506884,108199,79905,1
1514264,1332788627,25333,25322,1
2376785,1363343767,52063,18208,1
3098556,1401889412,101073,101181,1
2613547,1377603445,68457,22346,3
2904710,1393918226,88711,3947,1
3338213,1409935701,114481,113759,1
2628763,1378486098,69352,69418,1
2283185,1361899960,50901,13262,1
2866164,1392002766,86057,125,1
1154,1283235810,2171,216,1
2539523,1373236662,63604,12209,1
124142,1289207243,4175,4312,1
2713945,1383388133,74391,35955,1
3263899,1407331245,110943,55930,1
2967955,1396809828,92750,79843,1
2247514,1360723736,49867,5387,1
2598219,1376635343,67571,13054,1
3141644,1403231391,104101,95839,1
2574989,1375234425,66099,51718,1
2864724,1391930232,85944,2391,1
2664933,1380603354,71489,31366,1
3148160,1403482449,104347,103345,1
1783576,1346826241,14045,35609,1
2780483,1387177532,79817,37732,1
2667853,1380747446,71771,31,3
2608697,1377321400,68197,612,1
1734661,1344541620,34028,32419,1
1457493,1329570663,23090,17186,1
2841873,1390855817,83512,2374,1
3111482,1402073213,101471,28029,1
2879176,1392703581,87003,38856,1
2601508,1376841417,67443,12232,1
2854394,1391445549,78828,84314,1
3174991,1404645543,105977,57240,1
2984238,1397468479,93748,55805,1
3156709,1403830896,104725,25966,1
1459457,1329713358,23152,3640,1
3236724,1406146658,109142,5135,1
3322451,1409124607,113428,29781,1
2179485,1359122567,48545,20836,1
2472624,1368937658,59434,55501,1
2884813,1392962694,86923,33413,1
1767393,1346065304,13850,24720,1
2764137,1386246995,78663,69461,1
2178059,1359090169,48485,32419,1
3340704,1410118954,114610,5750,1
2831364,1390223346,82857,22718,1
3269874,1407673701,111192,89734,1
1932067,1353498309,44139,29051,1
2624431,1378264260,69164,69125,1
2925280,1394841564,90098,35129,1
2738843,1384767752,76906,21933,1
2511001,1371316120,61842,17111,1
3224871,1405601818,108248,79114,1
2969542,1396859628,92881,3238,1
2969831,1396865712,92903,91402,1
3146610,1403395313,104277,103989,1
2594410,1376402741,67343,2691,1
3323443,1409180974,113525,104402,1
2162605,1358863647,47816,48107,1
2978879,1397207424,93481,26271,1
2258486,1361127797,31672,1444,3
2531194,1372716771,48703,55929,1
1946697,1354089140,44527,32188,1
2387282,1363792108,52825,34636,1
2462150,1368381383,58709,52067,1
2525991,1372334485,62771,3614,1
3020649,1399021346,96005,76590,1
2582656,1375705933,66610,30526,1
195354,1292522671,5560,3194,1
2809983,1389070281,81414,1142,1
1841804,1349628161,38820,36,1
2862276,1391783579,85834,18538,1
2957204,1396306062,92095,91961,1
2845795,1391013315,52436,81225,1
2975347,1397077027,93263,89560,1
3259775,1407170678,110613,93540,3
2745503,1385142832,77270,2306,1
1695791,1342601086,32389,539,1
3290734,1407953512,111792,28178,1
3140590,1403173973,104047,18438,1
2809089,1389021334,81418,80856,1
2865043,1391944507,85916,7977,1
2652417,1379931177,70824,61906,3
2888593,1393219723,87650,41123,1
3320188,1409014962,113263,82197,1
2946713,1395820407,91442,31657,3
474,554,960,652,638
3009558,1398418587,95214,74810,1
2579907,1375541072,66448,62695,1
2258546,1361127797,35754,11009,3
247213,1294929239,6151,3006,1
2951960,1396060965,91799,51456,3
2648063,1379646274,70558,49762,1
1445321,1328824473,22566,19102,1
1800736,1347620255,36281,1142,1
2775500,1386844216,79447,9898,1
2258647,1361127797,46737,46720,3
2415089,1365396725,55446,55444,3
3233844,1406033143,108911,95667,1
2439635,1367229806,57600,44139,3
2881145,1392783473,87141,2691,1
1690338,1342351697,31629,4544,1
2955955,1396247161,92001,91903,1
3248236,1406645183,97257,83131,1
1676550,1341575120,31804,31771,1
2398302,1364284667,53096,27750,1
2381210,1363561627,52536,18603,1
2112063,1357971326,47568,11956,1
3105031,1401987144,101358,74817,1
2136476,1358418670,38004,38530,1
2941764,1395581156,91089,67543,1
1359271,1322178172,18913,15287,1
3008035,1398333246,95072,93336,1
2517010,1371721952,62208,18028,1
3150604,1403573943,104487,66448,3
2276033,1361724034,726,49123,1
678,558,300,222,820
2835711,1390478995,83157,80190,1
2962070,1396514625,92394,91473,1
838164,1311137953,13131,1475,1
2657010,1380169271,71065,47771,1
3274361,1407856752,111644,16533,1
2567124,1374771304,65489,61715,1
1742203,1344947612,18241,7429,1
2401877,1364371020,53357,16921,1
3028643,1399438754,96749,95642,1
1824181,1348757024,16178,32653,1
2786148,1387493820,80206,46226,1
2588990,1376059595,65292,63152,1
2671115,1380926023,71961,71519,1
2909037,1394089365,89032,78828,1
2555203,1374108604,64676,52517,1
3230100,1405859404,108616,82300,1
2934061,1395234302,90622,11182,1
3327436,1409381634,113766,81789,1
2730605,1384258818,76265,76375,1
2399264,1364308682,52646,53380,1
1819617,1348562529,37951,25359,1
3249874,1406709473,110006,68834,1
2650781,1379847823,70703,11009,1
2430147,1366619519,56875,9131,3
2498178,1370473954,61003,8453,1
2833625,1390365049,83007,3911,1
3183034,1404917668,106395,33776,1
2455199,1368018706,58514,24467,1
3006144,1398243462,94886,44382,1
1479053,1330699965,24023,15958,1
62187,1286096304,3276,2957,1
2487735,1369811850,60345,44992,3
2771239,1386616524,79150,45889,1
1860537,1350465823,40598,36247,1
2435439,1366967951,57345,577,1
771,220,59,304,354
3233995,1406038786,108927,108508,1
3303529,1408216926,112163,41182,1
583,882,273,780,914
3060525,1400789967,97796,99777,1
3181077,1404852997,106283,31,1
2930748,1395106403,90380,3287,1
2879640,1392716931,86912,22479,1
2610169,1377429181,68299,4220,3
3329083,1409473688,113877,3734,1
2844068,1390948939,83687,41419,1
2140930,1358501519,47969,1576,1
2752464,1385548433,77844,58042,1
2988976,1397659263,94061,13314,1
2905721,1393945529,88781,86917,1
3234163,1406044136,108945,72782,1
2569735,1374923551,65765,6181,1
2864628,1391923796,85951,14500,3
2485302,1369676853,60174,26450,1
2841563,1390832500,83517,72790,1
2914957,1394405452,89401,83512,1
2827456,1389967477,82387,82642,1
1856666,1350286800,40399,3395,1
3050662,1400413944,99174,33433,1
1744876,1345085584,34379,20918,1
3175847,1404682942,106016,51718,1
2901815,1393812689,88536,87198,1
3028234,1399422612,96715,19126,1
2408886,1364917064,54975,44475,1
2853095,1391394110,84229,6,3
3133878,1402908327,103549,103539,1
2536390,1373007976,63391,138,1
3258480,1407112130,110508,22329,1
2411212,1365091235,55031,1595,1
2702712,1382676656,73757,20836,1
3169045,1404380495,105704,105600,1
1493485,1331624150,24572,20553,1
1334326,1320202623,17827,2476,1
3318636,1408941484,113108,38700,1
646,80,627,844,66
2787116,1387556210,80279,170,1
1780635,1346673219,35622,97,1
2181298,1359172288,48547,44840,1
1625798,1338883499,29835,20558,1
1847233,1349866533,39125,31841,1
3014059,1398709795,95598,26197,1
3039467,1399949825,97471,64877,1
2126055,1358234735,47769,47698,1
2769568,1386533704,79032,44632,1
2933484,1395219977,90593,20836,3
2866519,1392024587,86100,71260,3
2916507,1394458667,89524,88588,1
2504403,1370875730,61398,16997,1
2586949,1375951763,66782,66823,1
3251464,1406777611,110122,50160,1
1872435,1351015768,41078,12262,1
2783367,1387334577,79998,13655,1
2258374,1361127797,19083,8107,3
3003055,1398073856,94581,89474,1
3341576,1410394776,115071,31641,1
2843008,1390906780,83554,49443,1
256,692,401,473,816
2943445,1395663007,91118,35711,1
2480239,1369356576,59910,9751,1
1801095,1347632821,36279,18167,1
483790,1302851639,9587,9508,1
2473390,1368974765,59461,3961,3
1338509,1320553899,17961,17480,1
2647363,1379600127,41934,12151,3
2898742,1393677057,88368,88083,3
3149251,1403513007,104426,73629,1
2165935,1358938727,48367,11220,1
3246461,1406565024,109712,64033,1
1849640,1349952261,39224,14483,1
3130763,1402722796,103345,62291,1
1695360,1342590388,32527,27436,1
2531880,1372753473,63137,62815,1
2906690,1393983820,88861,88859,1
2629067,1378501578,69422,2391,1
2645712,1379506802,70403,66825,1
2071915,1357321888,46989,31679,1
2602008,1376881210,67736,4371,1
2901476,1393800337,88537,77287,1
3310132,1408516167,112631,12787,1
189,891,711,548,138
1668972,1341210027,31501,31352,1
2034704,1357040719,46806,20438,1
3124836,1402462199,18281,92394,1
1739778,1344835809,34209,24077,1
3181440,1404869400,106302,21078,1
905274,1312460444,13869,7357,1
3142859,1403273822,104194,102892,1
2964956,1396655496,90257,11296,1
2666562,1380680068,71674,31513,1
2602238,1376891742,67748,2691,1
2788288,1387659321,65276,71519,1
2945243,1395750866,91253,3958,1
688,74,750,455,423
2892731,1393397523,87930,61510,3
2529985,1372633169,62983,56306,1
3268668,1407578633,111297,77622,1
1978849,1355378894,44643,11457,1
1378006,1323613459,19571,4544,1
3171817,1404479913,105681,105439,1
2836976,1390554437,83193,15448,3
2867056,1392049651,85666,63922,1
1060735,1315316425,15266,12251,1
1690931,1342388659,32319,1576,1
462,873,330,172,449
2423244,1366056906,56213,20836,1
2517628,1371773894,61015,37732,1
3282867,1407937842,111463,52945,1
2422549,1366006545,56152,52058,1
2494585,1370258308,60785,9137,3
2837894,1390621218,83307,77692,1
3324206,1409219346,113598,27724,3
980,941,227,518,586
1957730,1354523833,44981,97,1
2930307,1395078481,90331,20101,1
2739789,1384824789,76967,11602,1
2659140,1380263673,71252,25068,1
2881236,1392792480,87141,35185,1
2603249,1376966367,67800,9358,3
3245911,1406542500,109703,35071,1
3068332,1401178655,100175,50537,1
2729265,1384187028,76248,76258,3
2531395,1372729803,63113,4756,1
2990450,1397720026,93939,14483,1
2572474,1375086651,65918,2374,1
2617979,1377858554,68793,414,1
2466043,1368557233,59058,34493,1
2993922,1397913479,94395,12262,1
1706272,1343124684,32893,20836,1
2562366,1374548555,64924,2717,3
1915031,1352795336,43499,41745,1
2808513,1388995355,81396,10122,1
2606065,1377150197,58435,6865,1
2512608,1371439171,61905,2492,1
2868416,1392129573,86269,14500,1
2773659,1386745843,79056,63863,1
2640796,1379252260,70088,36027,1
467,488,756,445,91
1369517,1322984056,19322,18658,1
2258523,1361127797,33955,4220,3
565,890,900,717,4
3232945,1406007443,30818,68077,1
2417197,1365550923,55662,55571,1
2518114,1371803318,62281,21825,3
1073099,1315539039,15361,11887,1
2761996,1386136956,77528,78435,1
2676222,1381210345,72225,38201,1
2873618,1392388145,86641,14500,3
1960131,1354617388,45123,36309,1
2709908,1383133434,74161,10810,1
3013743,1398689504,95570,34636,3
2972067,1396945353,93042,24720,3
2495203,1370303557,60817,59085,1
2253368,1360912895,50017,11628,1
2867939,1392106227,86220,37587,1
2818847,1389538742,79852,78828,1
2692729,1382092940,72809,63386,1
2296919,1362063394,51084,46389,1
2905114,1393927297,88630,20523,1
2621451,1378105577,68150,10234,1
2668897,1380797458,71832,21282,1
2467797,1368642191,58201,24604,1
2943742,1395674475,91232,40876,1
626704,1306748017,11277,4445,1
1675672,1341542329,31755,28671,1
2521602,1372064977,62338,45588,3
2814482,1389279225,81769,51718,1
3166273,1404285769,105545,16921,3
3163075,1404173391,105370,47771,1
3053028,1400526613,62466,67571,1
