id,posttypeid,creationdate,score,viewcount,owneruserid,answercount,commentcount,favoritecount,lasteditoruserid
23326,2,1329901007,6,-1,1909,-1,1,-1,1909
54583,2,1364471794,9,-1,919,-1,1,-1,-2
100453,1,1401325162,1,140,21674,2,0,-1,-2
7325,2,1297911337,0,-1,3291,-1,0,-1,-2
22674,2,1329002383,2,-1,7972,-1,0,-1,-2
80943,1,1388483397,1,997,36760,3,0,1,22311
63023,1,1372657834,1,67,25759,1,1,-1,22047
66442,5,1375521175,0,-1,22468,-1,0,-1,22468
66252,2,1375336799,1,-1,25965,-1,0,-1,25965
96256,1,1399120655,0,24,28070,0,2,-1,-2
79795,1,1387165197,2,32,35002,0,2,-1,35002
94775,2,1398176254,1,-1,5758,-1,1,-1,-2
27623,2,1336020232,2,-1,179,-1,0,-1,-2
97041,2,1399608185,4,-1,4253,-1,0,-1,-2
68538,1,1377657673,2,74,25867,1,0,1,17230
93254,2,1397058263,2,-1,13138,-1,0,-1,13138
55250,1,1365145841,3,69,14839,1,1,-1,-2
34890,1,1345634995,0,487,13510,0,3,-1,-2
32283,2,1342239694,1,-1,6248,-1,1,-1,6248
97421,2,1399897117,17,-1,919,-1,5,-1,-2
90894,2,1395388370,2,-1,7290,-1,2,-1,-2
18771,1,1321943949,10,1597,7535,10,3,3,8238
37448,2,1347887651,1,-1,7071,-1,1,-1,-2
96196,1,1399081562,0,54,37976,2,1,-1,88
63045,2,1372674182,0,-1,1764,-1,2,-1,-2
33184,2,1343369764,4,-1,686,-1,11,-1,10849
14586,1,1313911711,5,154,3700,2,0,-1,3700
66015,1,1375165274,0,50,28509,0,7,-1,28509
105822,1,1404464823,1,31,49523,0,4,-1,-2
25979,2,1333690305,1,-1,10322,-1,0,-1,-2
68784,1,1377847763,2,60,29727,0,0,1,26338
41743,2,1351823619,1,-1,14289,-1,0,-1,-2
101490,2,1402075666,1,-1,13818,-1,0,-1,-2
79423,2,1386797412,1,-1,36004,-1,0,-1,-2
65064,1,1374421423,2,235,25488,0,1,-1,-2
25295,1,1332749328,3,170,10100,1,0,1,88
93334,1,1397113655,1,11,43557,0,0,-1,-2
112456,2,1408425402,4,-1,20587,-1,1,-1,20587
79500,1,1386852541,1,108,30761,2,0,-1,-2
30573,1,1339814707,6,409,3856,1,1,-1,930
61230,1,1370680666,9,3231,14188,3,0,1,21054
63692,2,1373288738,3,-1,17230,-1,3,-1,-2
63280,2,1372855244,1,-1,27610,-1,1,-1,-2
114804,2,1410225070,1,-1,36545,-1,0,-1,-2
16354,2,1317533088,10,-1,25,-1,2,-1,-2
107439,2,1404955127,1,-1,16709,-1,0,-1,-2
39247,2,1349961309,5,-1,11981,-1,3,-1,-2
31093,2,1340622919,3,-1,159,-1,1,-1,-2
97011,1,1399588838,0,35,32438,0,0,-1,-2
93074,2,1396957423,2,-1,43289,-1,5,-1,43289
9241,2,1302022208,3,-1,3911,-1,8,-1,3911
62698,4,1372285700,0,-1,805,-1,0,-1,805
86359,1,1392193627,3,47,15997,0,1,-1,919
41852,1,1352002455,2,1383,16515,2,0,-1,183
9618,2,1302951436,0,-1,11954,-1,0,-1,-2
47932,1,1358386119,0,44,19766,0,2,-1,686
22570,2,1328824472,9,-1,7290,-1,5,-1,7290
61674,2,1371108203,1,-1,26814,-1,0,-1,582
72667,2,1381643826,2,-1,196,-1,5,-1,-2
96942,1,1399535559,0,29,45215,1,0,1,32036
99050,1,1400288121,0,22,45701,1,0,-1,-2
95583,2,1398697888,3,-1,44451,-1,1,-1,-2
70531,2,1379591169,0,-1,30486,-1,1,-1,7290
16960,2,1318494400,3,-1,4505,-1,3,-1,-2
35810,2,1346938387,0,-1,226,-1,1,-1,-2
52853,1,1363778095,2,291,16527,3,0,-1,16527
86051,1,1391998854,1,60,31221,1,0,-1,-2
24404,2,1331293000,6,-1,930,-1,2,-1,930
97787,2,1400088759,3,-1,13138,-1,0,-1,13138
65035,1,1374401073,4,453,28293,2,3,-1,7290
21375,1,1327016597,1,82,8635,2,4,-1,-2
87148,2,1392786242,0,-1,4864,-1,0,-1,4864
51370,1,1362455217,3,744,9671,2,2,1,-2
88845,2,1393968601,0,-1,41348,-1,1,-1,-2
90906,1,1395393849,2,144,42346,1,2,1,7290
103962,2,1403137353,6,-1,48637,-1,1,-1,48637
2753,2,1284643936,12,-1,795,-1,1,-1,-2
65038,2,1374402497,0,-1,3919,-1,0,-1,-2
5538,2,1292422146,13,-1,919,-1,0,-1,-2
105169,1,1404000399,0,13,49194,0,0,-1,-2
28837,2,1337524696,2,-1,7555,-1,1,-1,-2
52827,2,1363765352,0,-1,4829,-1,1,-1,-2
55417,2,1365333784,0,-1,17230,-1,4,-1,17230
56964,1,1366698718,0,279,24411,0,12,-1,7290
83196,2,1390500863,1,-1,159,-1,0,-1,-2
97348,1,1399858416,1,25,45412,0,0,-1,-2
43670,2,1352968243,1,-1,8580,-1,1,-1,930
114454,1,1409899869,0,14,45941,0,0,-1,-2
115228,1,1410488937,0,22,55674,1,1,-1,-2
80414,2,1387785868,2,-1,36381,-1,0,-1,-2
12675,1,1309855758,2,86,3052,1,0,1,88
46400,2,1356085240,3,-1,4598,-1,0,-1,-2
16866,2,1318331135,7,-1,5862,-1,8,-1,5862
34883,1,1345630667,1,179,13506,0,0,-1,930
97098,1,1399633157,10,412,42170,4,1,6,805
35180,2,1346056552,1,-1,7172,-1,0,-1,-2
29047,1,1337789578,0,65,11453,1,0,-1,-2
113343,2,1409055940,0,-1,279,-1,0,-1,-2
109747,1,1406547471,7,297,39663,3,19,3,39663
2114,2,1282732635,11,-1,495,-1,4,-1,-2
115316,1,1410539504,1,20,55714,0,3,-1,36229
48770,2,1359428210,11,-1,7486,-1,2,-1,5739
58561,1,1368077630,0,114,1643,1,0,-1,1643
47873,2,1358326423,6,-1,16297,-1,1,-1,-2
4312,1,1289192639,0,905,1614,2,1,-1,88
109130,1,1406137284,2,28,52676,1,1,-1,-2
65455,1,1374661630,0,74,25074,1,0,-1,6029
89500,2,1394444405,0,-1,10044,-1,0,-1,-2
61053,2,1370500144,2,-1,25212,-1,1,-1,-2
21930,2,1327868101,3,-1,5739,-1,2,-1,-2
55098,1,1365003640,3,242,5176,0,3,-1,2970
47076,2,1357442038,8,-1,1352,-1,3,-1,-2
52385,1,1363361058,1,356,16204,2,1,-1,7290
106075,1,1404719455,2,73,26967,2,3,-1,-2
54759,2,1364649925,3,-1,686,-1,0,-1,-2
91800,1,1396054862,1,313,175,3,2,3,175
37589,1,1348037883,11,702,9055,10,4,4,9055
94380,2,1397903265,1,-1,17908,-1,0,-1,-2
82793,2,1390168776,1,-1,28732,-1,0,-1,-2
91865,2,1396112857,11,-1,805,-1,0,-1,805
52720,2,1363681550,0,-1,10530,-1,5,-1,-2
28692,1,1337260514,2,219,3438,0,9,1,3438
88981,1,1394041550,2,14,41408,0,0,-1,805
26168,2,1334016793,3,-1,264,-1,1,-1,264
77627,1,1385362337,3,206,30701,2,0,1,30701
23951,1,1330592374,2,684,9542,3,0,-1,2116
93158,1,1397011515,0,40,43458,0,1,-1,0
103581,2,1402911448,0,-1,48454,-1,2,-1,-2
57490,5,1367123471,0,-1,686,-1,0,-1,686
82330,2,1389757691,3,-1,6920,-1,2,-1,-2
73874,2,1382855649,2,-1,28746,-1,2,-1,-2
52960,2,1363882566,2,-1,12008,-1,2,-1,-2
111406,2,1407687734,1,-1,805,-1,0,-1,-2
76729,1,1384576522,0,28,34857,0,0,-1,34857
9425,1,1302494893,11,16696,3597,1,4,5,183
74186,1,1383143132,0,47,32112,1,0,-1,-2
18069,2,1320697637,1,-1,4737,-1,4,-1,-2
115218,1,1410479980,0,6,55667,0,0,-1,-2
22848,2,1329198597,1,-1,9234,-1,3,-1,-2
74150,1,1383125272,1,57,32102,1,0,-1,4598
49549,1,1360247021,1,673,17778,0,3,-1,930
109983,1,1406693949,1,21,53092,1,0,-1,1352
109486,2,1406370643,2,-1,52432,-1,5,-1,52432
85394,2,1391491699,1,-1,12436,-1,0,-1,-2
46027,2,1355640985,1,-1,3382,-1,2,-1,3382
88178,1,1393498100,0,35,41028,1,0,-1,-2
8680,2,1300870509,1,-1,3834,-1,0,-1,-2
54550,1,1364451916,1,58,1005,2,1,-1,1005
68914,2,1378014498,1,-1,10479,-1,0,-1,-2
18764,1,1321936415,0,1317,7532,2,1,-1,1036
28262,1,1336712415,6,277,7795,2,11,2,1390
99113,1,1400337395,1,30,27779,1,0,-1,-2
31416,1,1340988605,2,333,11748,2,1,-1,4856
111891,2,1408005803,5,-1,44269,-1,4,-1,44269
86818,1,1392580584,2,97,-2,1,7,-1,-2
66447,1,1375523295,3,149,20917,1,2,2,20917
51940,2,1363002568,3,-1,919,-1,3,-1,-2
6814,1,1296630462,9,2823,-2,2,5,6,919
41455,2,1351518651,4,-1,7071,-1,0,-1,7071
38748,2,1349430838,1,-1,10500,-1,0,-1,-2
85956,2,1391918993,6,-1,32036,-1,0,-1,-2
40911,5,1350834960,0,-1,7290,-1,0,-1,7290
33996,1,1344500637,2,549,11475,2,0,-1,-2
39132,1,1349869750,3,171,12329,1,3,1,-2
63931,1,1373454595,1,97,26629,2,4,-1,26629
38845,2,1349604998,0,-1,14203,-1,0,-1,-2
41387,2,1351448691,1,-1,16335,-1,4,-1,7290
92837,2,1396845010,4,-1,686,-1,0,-1,-2
90375,2,1395079759,0,-1,41680,-1,0,-1,-2
83603,2,1390888125,0,-1,27915,-1,0,-1,-2
61271,2,1370745004,0,-1,7828,-1,2,-1,-2
65901,1,1374097807,1,556,4581,1,0,-1,6029
20106,1,1324443241,1,483,22,0,6,-1,-2
17557,1,1319589548,1,155,7064,1,0,-1,183
71797,1,1380778050,5,94,13999,1,0,1,13999
92633,2,1396672762,10,-1,1352,-1,0,-1,-2
52066,2,1363136320,2,-1,3277,-1,0,-1,9320
1072,2,1280582575,4,-1,603,-1,3,-1,-2
115066,2,1410380564,0,-1,49209,-1,1,-1,-2
29483,2,1338355939,13,-1,10849,-1,3,-1,-2
29962,1,1339024874,5,1045,11794,1,3,2,88
63713,2,1373305748,1,-1,601,-1,1,-1,7290
107465,2,1404971862,1,-1,42062,-1,2,-1,-2
94429,2,1397963562,2,-1,17908,-1,0,-1,-2
57609,1,1367229507,0,97,13561,0,3,-1,805
58201,1,1367750442,2,399,25267,1,2,-1,7290
64580,2,1374032579,2,-1,13254,-1,2,-1,-2
109107,2,1406126211,4,-1,17908,-1,0,-1,9964
49543,1,1360243569,2,123,7928,1,0,0,7928
4285,2,1289103930,1,-1,30,-1,0,-1,-2
101125,1,1401861693,0,23,46697,0,5,0,-2
31963,2,1341838820,1,-1,11032,-1,2,-1,-2
6406,2,1295487385,2,-1,2116,-1,4,-1,-2
33335,1,1343623589,3,179,10064,0,1,1,-2
73962,1,1382951209,0,59,17812,2,3,-1,-2
80950,2,1388494763,1,-1,900,-1,0,-1,-2
43750,2,1353051547,1,-1,4598,-1,0,-1,-2
50151,1,1361022915,5,1808,19801,2,0,1,805
98969,2,1400224666,2,-1,979,-1,2,-1,979
46685,1,1356765287,5,1060,13600,1,0,2,88
83362,2,1390678454,0,-1,37928,-1,2,-1,-2
103027,1,1402478673,3,32,2798,0,1,2,-2
33152,1,1343333588,3,158,12897,0,1,-1,7290
9446,1,1302521859,3,1514,4119,0,4,1,183
24815,1,1331987639,3,276,9926,1,0,1,9926
51321,1,1362412937,3,909,3899,1,6,1,3277
5363,1,1291980104,5,469,2329,1,7,2,930
20121,1,1324458504,2,167,3310,2,2,-1,3310
36224,2,1347497545,1,-1,8402,-1,0,-1,-2
72616,2,1381551583,4,-1,8076,-1,3,-1,-2
100799,1,1401632454,0,32,46481,1,2,-1,32036
37947,1,1348533672,0,172,8114,1,8,-1,8114
21498,4,1327215874,0,-1,449,-1,0,-1,449
87145,1,1392784419,0,64,40550,0,4,-1,-2
34789,1,1345537483,4,1406,13477,2,1,-1,930
47719,1,1358181282,1,662,9136,0,4,-1,-2
64138,2,1373604229,2,-1,13254,-1,3,-1,-2
72469,1,1381395501,2,106,31342,0,0,-1,-2
81855,2,1389349144,1,-1,35099,-1,1,-1,-2
45788,1,1355315237,6,231,17758,2,0,3,88
106174,2,1404790799,0,-1,9619,-1,0,-1,-2
2536,2,1284093189,19,-1,930,-1,0,-1,930
16604,1,1317887018,2,252,6683,1,5,-1,0
90226,2,1394978110,0,-1,41270,-1,0,-1,-2
63731,2,1373327071,3,-1,23853,-1,1,-1,23853
85413,2,1391502921,2,-1,36682,-1,0,-1,17230
93071,1,1396956372,1,55,28345,0,2,-1,28345
49909,2,1360737263,2,-1,5739,-1,3,-1,-2
29286,1,1338162491,2,349,10385,2,1,-1,-2
9337,2,1302205269,8,-1,183,-1,0,-1,-2
111908,1,1408013017,3,47,13764,2,5,-1,13764
80290,2,1387581319,12,-1,26338,-1,3,-1,26338
76562,2,1384406370,1,-1,8076,-1,2,-1,-2
48278,2,1358852696,0,-1,16853,-1,5,-1,-2
30746,2,1340087528,5,-1,4856,-1,9,-1,4856
69821,2,1378939454,-1,-1,1640,-1,4,-1,-2
52678,2,1363660446,2,-1,805,-1,6,-1,805
5461,1,1292271566,1,158,1750,1,6,-1,1750
5719,2,1293095100,1,-1,-2,-1,0,-1,-2
90656,1,1395250916,3,230,41765,1,1,-1,8960
109724,1,1406537997,1,32,41307,1,0,-1,-2
102601,1,1402228445,1,84,47963,1,1,0,32036
80739,1,1388220562,0,59,7761,1,0,-1,-2
86614,1,1392371608,3,57,9816,0,0,0,-2
20759,2,1326000706,3,-1,8076,-1,7,-1,8076
82982,1,1390337396,3,73,16319,1,4,-1,-2
43219,2,1352431960,5,-1,13804,-1,13,-1,-2
111450,2,1407734350,3,-1,1739,-1,6,-1,-2
68380,1,1377526602,0,178,17301,0,6,-1,27581
48697,2,1359353080,1,-1,2392,-1,0,-1,-2
24301,2,1331152433,2,-1,5055,-1,6,-1,-2
70296,1,1379414074,4,223,30287,3,0,1,919
70640,2,1379717348,1,-1,11756,-1,2,-1,-2
11485,1,1306994369,0,187,1979,1,5,-1,2116
109954,2,1406678298,0,-1,18535,-1,1,-1,-2
60377,2,1369826967,1,-1,24498,-1,2,-1,-2
85923,1,1391875459,1,70,39755,1,2,-1,7290
88623,2,1393849598,1,-1,4041,-1,0,-1,-2
60244,1,1369725075,0,150,26091,1,0,-1,-2
38201,1,1348820687,0,1192,14125,2,1,-1,-2
14948,1,1314607705,0,1203,5808,3,5,1,5808
102595,1,1402222282,1,70,47959,1,0,2,47959
33012,2,1343198995,1,-1,4495,-1,0,-1,-2
65111,1,1374466437,1,86,28320,1,0,-1,-2
63835,1,1373374369,1,62,24230,0,4,-1,22047
87483,1,1393030369,0,80,40709,1,2,-1,-2
46592,1,1356565723,2,269,18059,2,0,1,-2
45795,2,1355321931,0,-1,601,-1,0,-1,-2
33459,2,1343778249,12,-1,8507,-1,1,-1,8507
48115,1,1358639728,1,67,6961,0,0,-1,-2
63943,1,1373461011,2,187,27874,4,8,-1,27874
41905,2,1352083621,12,-1,805,-1,2,-1,805
101120,1,1401859098,0,43,16609,0,2,-1,16609
59261,1,1368737160,1,75,23933,0,0,-1,23933
41804,2,1351914402,2,-1,14667,-1,4,-1,14667
115198,1,1410461363,1,37,55658,1,0,-1,6633
31686,1,1341469819,3,296,12424,1,3,-1,4856
103855,1,1403075209,0,16,14434,0,0,-1,-2
81367,2,1388912392,1,-1,25433,-1,2,-1,-2
69769,1,1378887501,1,49,26997,0,2,-1,26997
105724,1,1404388080,0,36,49469,1,0,-1,32036
40944,4,1350877346,0,-1,-2,-1,0,-1,-2
35366,1,1346199075,2,311,7968,1,0,-1,-2
64890,2,1374236839,0,-1,28236,-1,2,-1,-2
87314,1,1392883777,0,46,40619,0,2,-1,88
31691,2,1341473061,10,-1,919,-1,4,-1,919
64126,1,1373593950,1,139,25113,0,0,1,-2
59297,1,1368765499,2,774,25729,0,2,-1,-2
31454,1,1341067721,5,4414,12334,2,3,-1,930
29494,2,1338365390,2,-1,11032,-1,0,-1,-2
80940,1,1388479236,0,25,17128,0,0,-1,17128
77971,1,1385626386,1,80,900,2,1,1,-2
93308,1,1397100708,0,137,35678,0,1,-1,-2
79439,5,1386811220,0,-1,26338,-1,0,-1,805
48773,1,1359431008,0,87,18549,1,0,-1,18549
111083,2,1407405539,18,-1,14188,-1,3,-1,14188
91562,1,1395901718,1,60,38348,2,1,-1,-2
20640,2,1325764143,2,-1,8360,-1,0,-1,930
62772,2,1372332556,1,-1,24137,-1,0,-1,22047
45308,2,1354797840,1,-1,4344,-1,0,-1,-2
48831,2,1359473810,1,-1,805,-1,1,-1,-2
83022,1,1390374510,2,967,21720,2,5,3,21720
3363,2,1286344852,18,-1,930,-1,3,-1,930
101337,2,1401965373,0,-1,46794,-1,1,-1,-2
99755,1,1400763841,0,27,41003,0,0,-1,-2
69919,1,1379019213,1,168,30192,1,0,1,30192
44146,1,1353505211,2,333,17042,4,2,1,805
94765,2,1398168796,1,-1,9394,-1,0,-1,9394
52030,2,1363096723,4,-1,14675,-1,0,-1,-2
87791,2,1393296744,0,-1,36545,-1,0,-1,-2
31599,2,1341324502,0,-1,11032,-1,0,-1,2970
76597,2,1384429018,1,-1,6248,-1,5,-1,6248
31234,2,1340788127,4,-1,795,-1,2,-1,-2
14889,1,1314447444,1,114,4966,0,4,-1,4966
57382,1,1366985722,1,370,24915,1,0,-1,-2
69930,1,1379034229,1,138,30252,0,8,-1,30252
89151,1,1394169774,0,28,41500,1,2,-1,-2
67143,1,1376281022,2,44,29057,0,4,-1,29057
111845,2,1407990316,3,-1,54076,-1,1,-1,54076
79351,1,1386748289,2,178,36040,1,11,3,36040
89948,1,1394723797,0,12,30956,0,2,-1,30956
77774,1,1385473636,1,61,24000,1,1,-1,24000
63413,4,1372981987,0,-1,805,-1,0,-1,805
4869,2,1290559977,1,-1,-2,-1,0,-1,-2
48197,2,1358754450,4,-1,7250,-1,3,-1,-2
20363,2,1325148875,6,-1,887,-1,5,-1,887
55321,1,1365232838,0,253,8686,1,2,1,-2
49272,1,1360006909,13,686,20463,2,1,1,-2
64134,1,1373602234,2,78,24488,2,1,-1,23853
69430,1,1378506691,0,305,30022,0,2,-1,30022
97583,2,1399990468,0,-1,42728,-1,0,-1,-2
74718,1,1383679401,5,209,31334,1,9,1,31334
40386,2,1350202238,1,-1,686,-1,6,-1,-2
33196,2,1343376795,4,-1,686,-1,0,-1,-2
96585,1,1399348969,0,104,16570,1,0,-1,-2
60814,2,1370295556,5,-1,858,-1,0,-1,858
61949,1,1371458174,1,149,25973,0,0,1,22047
87738,2,1393257059,4,-1,805,-1,2,-1,805
103752,1,1403006453,1,25,48537,1,0,-1,-2
67450,2,1376506844,0,-1,1126,-1,0,-1,-2
113706,1,1409294210,1,29,31466,0,7,-1,48148
69529,2,1378661016,4,-1,7555,-1,0,-1,-2
78062,1,1385705165,0,53,28281,0,0,-1,-2
12398,1,1309156482,11,91848,5192,2,2,7,930
77383,2,1385114466,1,-1,35131,-1,3,-1,-2
112066,2,1408101873,5,-1,49398,-1,2,-1,49398
82801,2,1390181838,3,-1,36682,-1,0,-1,-2
111082,2,1407405356,4,-1,52220,-1,0,-1,805
66534,2,1375620438,1,-1,14860,-1,0,-1,-2
109434,1,1406334968,0,36,52843,0,6,-1,-2
51403,1,1362479600,6,396,21167,1,0,2,-2
66727,1,1375844431,0,75,28664,1,0,-1,-2
94686,1,1398139826,1,74,44105,1,6,-1,27403
22849,1,1329231738,1,225,4013,1,3,-1,4013
97644,2,1400025147,1,-1,2631,-1,0,-1,2631
66729,2,1375846415,1,-1,6029,-1,0,-1,-2
85447,2,1391521608,5,-1,805,-1,6,-1,805
110677,2,1407200249,10,-1,805,-1,2,-1,805
77626,1,1385361873,0,41,35295,0,0,-1,22047
93020,1,1396937023,1,84,27779,1,0,1,-2
104431,2,1403513321,1,-1,45605,-1,2,-1,45605
33891,2,1344348397,2,-1,919,-1,8,-1,-2
9158,2,1301891715,8,-1,3805,-1,1,-1,-2
44635,2,1354106882,3,-1,1352,-1,6,-1,-2
32897,2,1343098615,4,-1,12265,-1,5,-1,12265
52242,2,1363266557,1,-1,892,-1,0,-1,-2
85740,2,1391743718,0,-1,2116,-1,1,-1,2116
97455,1,1399929342,0,40,42769,2,1,-1,-2
61636,2,1371086966,4,-1,10849,-1,2,-1,10849
100594,1,1401420475,2,69,9162,1,2,1,-2
10594,1,1304990590,3,1733,4544,2,6,1,4544
104260,1,1403358177,0,31,30733,0,2,-1,6479
17613,2,1319680758,1,-1,7086,-1,0,-1,-2
85774,1,1391760052,1,44,28856,0,0,-1,-2
100984,1,1401763404,0,19,46632,0,1,-1,-2
44417,1,1353886304,2,73,17182,0,0,-1,-2
74624,2,1383621370,2,-1,24749,-1,0,-1,-2
35637,1,1346684605,1,48,13808,0,7,-1,13808
84278,1,1391406142,0,47,36144,0,0,-1,-2
52262,2,1363274726,2,-1,13818,-1,2,-1,-2
52084,2,1363129825,4,-1,21939,-1,2,-1,21939
82063,2,1389568798,6,-1,7250,-1,2,-1,7250
111055,2,1407395768,1,-1,28520,-1,6,-1,-2
82609,2,1389944477,1,-1,28705,-1,0,-1,-2
50506,2,1361413145,8,-1,10675,-1,2,-1,10675
87191,1,1392805058,0,30,40563,0,1,-1,603
114653,1,1410104651,0,17,40014,0,5,-1,40014
59022,2,1368529148,1,-1,8120,-1,2,-1,805
69385,1,1378452734,0,147,29996,1,1,1,22047
50554,1,1361440859,1,133,21118,0,0,-1,19879
34328,2,1344955278,10,-1,10849,-1,1,-1,-2
31215,1,1340762687,7,382,-2,3,4,1,930
24488,1,1331476367,2,3294,9649,1,6,2,88
100304,1,1401236679,0,44,43405,2,0,-1,7290
108381,1,1405629188,0,72,52313,0,1,-1,-2
49510,1,1360224286,0,233,4746,0,2,-1,-2
56674,2,1366434738,1,-1,686,-1,0,-1,-2
58154,1,1367707054,1,76,20793,1,1,-1,-2
35389,2,1346326620,2,-1,13712,-1,0,-1,22047
69468,2,1378559321,5,-1,7828,-1,9,-1,7828
45685,1,1355231488,2,517,17725,2,1,-1,3826
62894,5,1372471945,0,-1,805,-1,0,-1,805
76434,1,1384309073,0,50,30433,1,0,-1,22311
67611,2,1376656258,9,-1,4253,-1,3,-1,-2
67657,2,1376765861,3,-1,5339,-1,0,-1,5339
51815,2,1362856135,0,-1,805,-1,0,-1,805
63078,1,1372690973,1,44,4301,0,0,-1,4301
41866,2,1352024282,1,-1,2669,-1,1,-1,-2
109280,1,1406213677,0,109,52756,1,0,-1,52756
12347,2,1308998786,2,-1,2775,-1,0,-1,-2
80985,1,1388558252,1,324,36775,2,0,-1,-2
41383,1,1351431346,1,556,16333,1,0,-1,-2
33827,2,1344301266,5,-1,2036,-1,4,-1,-2
113970,2,1409556555,0,-1,55035,-1,0,-1,-2
