id,postid,score,creationdate,userid
104064,53274,0,1364221366,858
138088,71227,0,1380255847,30351
193884,99771,0,1401151107,3172
168797,86521,0,1392315437,22356
26702,14892,0,1314532871,6003
119010,62032,0,1371594356,3277
150991,77039,0,1384965643,20790
201436,104236,0,1403354745,31275
90913,46776,0,1357063099,12357
204786,105619,0,1404638152,36229
115636,60332,0,1369798081,24972
35905,19746,2,1324041532,7224
134457,69380,0,1378691081,805
60436,31136,0,1340714626,10914
79691,40884,2,1350805872,7290
76189,34389,0,1349338887,4812
70340,35157,0,1346046641,919
60130,26098,0,1340568621,7290
111412,58013,0,1367551006,25199
62213,31860,0,1341711303,8402
189760,97433,0,1399907210,17661
93627,48165,0,1358756061,19869
188610,96741,1,1399460293,9808
117953,61498,0,1371003171,805
177862,90721,0,1395380330,40967
70916,35375,0,1346313519,919
213209,80317,0,1407459747,35398
161056,81846,0,1389611098,21654
167339,85765,4,1391758529,919
9291,6044,0,1294375415,1540
123217,63978,1,1373483513,4829
184902,94723,0,1398155349,919
17087,10002,0,1303835027,3874
140212,71284,0,1381210533,25212
91439,47069,0,1357479565,11981
178340,74668,0,1395599900,805
16568,9746,0,1303199801,333
129167,66847,0,1376011215,27403
163288,83270,0,1390593021,805
220732,115000,0,1410372259,53154
153980,78546,0,1386145707,31420
133372,68834,0,1378169558,17230
17800,10400,0,1304653022,1763
3046,2473,0,1284036761,930
99486,50774,0,1361793753,21064
152460,77888,0,1385562846,10416
164387,83612,0,1391006139,8013
89114,44819,0,1355473455,17293
4553,3405,4,1286477113,71
53216,28424,0,1336964175,10474
103046,52783,0,1363629204,11523
20661,11945,2,1308121066,2645
103676,52972,0,1363990738,805
128219,66273,0,1375469409,26471
140163,72215,0,1381194345,14803
110020,57191,1,1366867121,805
95363,49246,0,1359971420,20326
127276,65866,1,1375070866,1036
109730,57023,0,1366746257,805
137667,70987,0,1380080272,23853
123560,64103,2,1373580457,11411
196298,100955,2,1401750815,3277
217964,113690,0,1409301152,1475
187658,96216,0,1399129384,42668
208748,108606,0,1405851117,52372
194571,100549,4,1401376563,919
92622,47698,0,1358155150,18550
102391,52388,0,1363440668,21513
62722,32002,0,1341951488,9342
163648,83459,1,1390798109,6633
158655,80934,0,1388505360,11867
36975,20508,0,1325544327,8033
175128,89544,0,1394483222,31135
93002,47558,1,1358352510,159
130249,67482,0,1376550934,22452
115424,60216,0,1369721786,26208
42751,23552,0,1329988038,7290
92174,47459,2,1357821635,11867
208134,22644,0,1405531918,40785
168555,86409,0,1392228747,16362
113841,59413,0,1368895804,7290
175668,89794,0,1394627226,919
79083,13382,0,1350374913,7290
76057,38567,4,1349254758,7555
52703,28153,0,1336617815,11217
184037,94202,0,1397771104,42813
217924,104105,0,1409294999,17230
156589,79886,0,1387246626,36259
90254,46185,0,1356170941,919
167519,85836,1,1391828598,686
93567,48160,0,1358726367,17408
120617,62768,2,1372345135,805
86103,44297,0,1353764541,17124
165144,84213,0,1391353869,603
218877,114128,0,1409699596,1569
210822,109781,0,1406565670,41810
67293,33863,0,1344361805,13139
65494,33098,0,1343288582,7290
115623,60332,0,1369794106,24972
167075,85632,0,1391668800,38176
41799,23030,1,1329444509,5509
168445,86368,1,1392197312,919
73995,37707,0,1348147998,11032
220613,114937,0,1410347689,53561
115388,60208,0,1369711662,805
73428,33182,0,1347871885,8844
220193,114765,0,1410191887,795
149083,76355,1,1384248756,6248
73708,36118,0,1348040427,11032
14439,8589,0,1300749654,930
139071,8818,0,1380701364,28740
7971,5268,0,1291949633,264
183102,93750,0,1397469114,36041
113536,59228,1,1368713394,3277
110658,57442,0,1367203788,887
67089,33746,2,1344308194,686
184573,94503,0,1398042468,43653
1389,1359,1,1281079295,485
125620,65041,1,1374403683,196
126228,63304,0,1374623511,27547
188082,96528,0,1399298044,45018
60596,31222,0,1340797283,2795
84080,43149,0,1352361362,16657
187121,95836,0,1398935662,35925
122685,63737,0,1373334672,22047
220744,114915,0,1410374609,55500
115502,60177,0,1369736236,5339
60234,31038,0,1340621880,11032
84504,43275,0,1352633692,5836
183855,94123,0,1397715288,686
65302,33027,0,1343219440,10849
172311,88199,0,1393510666,36041
171104,87615,0,1393187174,805
139493,71897,0,1380866235,13634
197393,101527,0,1402201642,9354
124428,64507,0,1373894762,13355
75365,38245,0,1348896746,14464
11991,7410,0,1298270070,919
37709,19576,0,1326134106,6633
136240,70152,0,1379482187,4598
201813,104402,1,1403510514,17230
62867,32125,1,1342010814,88
80574,41352,0,1351409845,16127
95476,49287,1,1360052725,4598
133878,69317,1,1378381003,-1
113702,59329,0,1368797153,25792
81858,41486,0,1351570824,16047
196189,100898,0,1401707041,46059
149483,76517,2,1384368114,805
179981,56775,0,1396208436,17072
208106,108216,2,1405520503,919
200377,103635,0,1402968802,48479
204018,105552,0,1404293217,31420
47117,25698,0,1333349081,3125
210269,109492,0,1406391835,28746
127891,62692,0,1375336501,1005
21035,12074,0,1308580570,5003
98057,50166,1,1361051380,20927
201523,104028,0,1403411060,9366
138373,71289,0,1380370366,30804
74210,37796,2,1348290186,11032
81931,41441,0,1351599987,16360
79597,40803,0,1350732777,16096
191897,99062,0,1400297693,37661
28713,15968,0,1316763468,21360
114398,59557,0,1369147009,805
71815,35794,0,1346919308,13886
73739,36306,0,1348047717,919
155909,79503,0,1386855358,919
30984,17271,0,1319011605,6633
132993,68825,0,1377894084,3835
211677,110226,0,1406840246,805
130587,5192,2,1376717496,22047
196027,100832,1,1401674269,805
175640,89767,0,1394621402,24390
72514,36040,0,1347282002,4505
185126,94734,0,1398234519,36539
152735,78023,0,1385695334,17230
16021,9426,0,1302523942,174
397,470,6,1279876422,5
129845,67122,0,1376383713,20917
37075,20553,0,1325591460,8317
6952,4686,0,1290085973,795
93773,48267,0,1358851733,919
125506,64956,0,1374327130,15978
77106,39020,0,1349836001,7486
154258,78652,2,1386233970,34658
7546,5014,0,1291108239,919
178321,91024,0,1395591347,1005
31359,17133,0,1319513917,5480
100842,51552,0,1362617777,919
161305,82285,1,1389703507,686
190014,97564,1,1399983110,919
213961,111451,0,1407824696,27556
70512,35247,1,1346136811,-1
218658,114051,1,1409634644,3277
185334,94996,0,1398314061,7290
64146,32629,0,1342694306,4856
148702,76180,0,1384113916,34622
169755,86916,0,1392705142,5836
188811,96915,0,1399524048,40280
217653,113568,0,1409212702,39588
141359,72743,0,1381743654,16765
120621,62736,0,1372345628,805
162707,82997,0,1390368337,13047
210150,109432,0,1406337696,29558
124812,64640,2,1374072311,27403
100446,51343,0,1362432905,21556
69456,34480,0,1345543332,13358
189141,97105,0,1399641111,44269
92044,47408,0,1357788940,11852
64661,32742,0,1343014454,3382
87983,45342,0,1354855362,16643
89162,45940,0,1355489657,919
132103,18467,0,1377501036,919
216374,112740,0,1408686731,48754
88190,45384,0,1354980719,-1
137633,70935,0,1380054016,25865
75063,38131,1,1348740927,10500
149954,76629,0,1384551066,26276
138586,70736,0,1380490309,8464
69663,34877,0,1345631438,11981
209576,109009,0,1406111126,44969
152118,77728,0,1385450300,31668
177161,90517,0,1395165193,27292
180632,92263,0,1396446805,9890
204001,105380,0,1404290082,49307
75860,38432,0,1349172823,11032
89669,46080,0,1355776928,16405
131773,68168,2,1377254353,919
160757,81921,0,1389483054,37178
42369,23262,0,1329852661,9177
88265,45352,0,1355056594,13636
154643,78810,0,1386367288,35792
43428,23841,0,1330533831,9007
215028,112174,1,1408240618,805
202060,104010,0,1403592355,5536
193000,99643,1,1400700596,805
164425,83751,1,1391024191,1764
101641,52005,0,1363075765,19814
36142,20039,0,1324357656,3382
172033,88006,1,1393454671,29433
216867,113180,1,1408960765,4253
127985,66300,0,1375366824,919
102214,52322,1,1363333875,11981
112956,58921,0,1368452513,603
92893,47768,0,1358282378,19677
74902,38072,0,1348680303,14066
73474,37435,1,1347894231,5739
35646,18581,0,1323766608,7837
135408,69905,0,1379063982,8013
108272,56152,0,1366006545,3277
167721,85986,0,1391959546,17046
82292,38495,0,1351829883,14405
167807,69353,0,1391993693,2116
185597,95172,0,1398403931,805
178208,90966,0,1395563210,35264
193984,99675,0,1401177136,22047
140086,72150,0,1381160936,2040
188140,22845,1,1399321426,44269
103390,52919,0,1363856113,21072
196255,100811,0,1401724915,46531
139816,71993,0,1381053983,31035
163714,83494,1,1390817688,38034
132838,68706,0,1377792743,29693
216217,112835,0,1408626572,919
145209,74439,0,1383460240,28746
184609,94537,0,1398052167,3077
65765,33204,0,1343383002,12913
217996,113725,0,1409312671,48148
173661,88820,1,1393955896,2798
193871,24883,0,1401142184,46214
126784,65654,0,1374818327,6029
113430,59181,2,1368664450,22047
60861,31356,0,1340943792,12296
55753,29390,0,1338280595,919
21225,12273,0,1308789926,4257
125522,64983,0,1374330852,25433
135071,69806,0,1378935597,27576
74821,38006,0,1348653699,12851
85522,44003,0,1353355752,7290
119850,59831,0,1372077086,7071
62721,32073,1,1341951452,2921
138390,71353,0,1380376963,8960
42367,23262,0,1329852532,9177
152734,78045,1,1385695245,22047
216594,113011,0,1408800499,22311
159533,81400,3,1388999540,7290
211550,110157,0,1406799923,29137
156770,79976,0,1387305275,13138
74167,37743,0,1348227281,9394
217832,113656,0,1409260527,54892
210610,109631,1,1406527644,805
148714,76177,0,1384116268,805
203777,105457,0,1404213886,48563
65892,33260,0,1343463694,7290
117675,61182,0,1370853052,22047
85673,44110,1,1353472079,887
56798,29684,0,1338784037,11712
68089,34027,0,1344845932,3331
21320,12301,0,1308896089,3903
207171,107613,0,1405104908,48148
2210,2013,0,1282559866,930
151440,77376,0,1385139070,35180
143387,73716,1,1382618805,31126
210866,109789,0,1406585893,805
153997,78540,0,1386148246,22047
103738,53059,0,1364030734,8402
131869,68214,0,1377330190,19692
101189,51752,0,1362848964,805
54874,29025,1,1337779172,1381
37777,20884,2,1326185845,919
154059,78567,0,1386161148,35663
210458,109578,0,1406463910,1378
95501,49266,0,1360061638,919
171051,9960,0,1393160795,34658
27023,15026,0,1314858080,919
192888,99572,0,1400660967,30682
194333,100399,0,1401283856,603
116470,60742,0,1370234102,13038
31496,17561,0,1319608166,2970
103029,52695,0,1363710847,2669
208584,108469,0,1405734126,37190
122304,63574,0,1373189138,582
195904,100780,0,1401619235,28462
126255,65389,0,1374635507,28412
108858,56485,0,1366270521,7595
128532,66407,1,1375691934,919
32723,18205,0,1320927343,7316
163485,82310,0,1390721053,10619
194417,100472,4,1401331964,2126
181649,92902,0,1396865819,919
129173,66908,0,1376011879,28940
142437,73233,1,1382189153,805
132992,68752,0,1377888629,919
215828,4108,0,1408520325,27765
137519,70936,0,1380014612,30658
205528,106349,1,1404891649,20637
185868,95307,2,1398501202,805
63991,32584,0,1342624493,7290
33197,18400,0,1321338937,3277
61220,31468,0,1341200964,3277
181018,92434,0,1396571793,22047
39836,21971,0,1328015247,8605
57880,30189,3,1339315970,2970
214055,111611,0,1407839992,53937
36401,20144,0,1324539935,930
23466,13456,5,1311574856,919
138118,71228,0,1380260133,28285
180283,92104,0,1396311185,25433
139078,71614,0,1380703384,919
156671,78659,2,1387273201,17072
125105,64779,0,1374167361,10500
74126,37690,0,1348213451,11032
90419,46534,0,1356430405,3019
204509,105852,0,1404494594,49534
37062,20505,0,1325588982,2669
108338,56179,0,1366033175,24391
219479,114421,0,1409881633,36546
70972,35396,0,1346332312,686
159051,80898,0,1388739240,36206
136257,70344,1,1379484973,603
48953,26481,0,1334431378,2970
123682,64054,0,1373623069,1036
74759,38011,0,1348636152,919
170406,87351,0,1392903309,7071
58973,30590,0,1339901715,10849
80209,41173,0,1351126105,1352
20134,2695,4,1307443209,74
35579,19729,0,1323725247,183
194620,100524,0,1401409092,46380
111007,57735,1,1367340954,805
61710,31580,0,1341442509,10065
159476,81348,1,1388990162,22047
217038,113207,1,1409029945,919
99088,50653,1,1361541874,18202
92772,47764,0,1358234407,18546
114151,59489,0,1369063303,805
30764,5311,0,1318873818,196
122960,63807,0,1373416983,14463
120423,62677,4,1372298159,6029
140195,72226,0,1381207599,31223
184974,94759,0,1398172304,17072
89450,46043,1,1355673990,11981
165283,84279,0,1391408593,38076
69870,34963,1,1345719106,13537
219240,114219,0,1409813731,5339
174956,89459,1,1394437266,13138
155795,79403,0,1386815867,35454
201876,104443,0,1403523804,48086
10090,6461,0,1295720540,2392
98473,50345,0,1361280776,5739
89746,46162,0,1355834965,8076
178202,90260,0,1395561451,41270
67253,33877,0,1344346299,12737
202400,104674,1,1403693252,23853
1860,1753,0,1281955600,702
114094,59526,1,1369043088,25878
131235,67955,1,1377049444,805
120081,62516,0,1372183163,805
107892,55953,3,1365757164,686
6671,4501,1,1289604366,449
38035,21033,1,1326439465,887
103683,53062,0,1363999136,805
204318,105722,0,1404389823,919
112511,58620,0,1368153737,686
114107,59546,0,1369047386,253
181951,93063,0,1396957449,7290
200623,103789,0,1403056373,46102
175830,89862,1,1394679753,17230
140707,72453,0,1381408780,442
186697,95788,0,1398827649,4495
168792,86515,0,1392308654,16974
133066,68860,0,1377944777,22047
62571,32024,0,1341912898,8402
32355,17946,1,1320510731,5836
65231,32901,1,1343200607,919
47829,26038,0,1333802783,7497
214682,111953,0,1408052373,28732
186121,95444,0,1398650521,686
109570,56913,1,1366654352,805
111421,57994,0,1367554080,3277
214541,111776,0,1408003424,54030
208547,108464,0,1405689043,52339
80089,41080,0,1351044984,88
58039,30259,0,1332929058,-1
44235,7936,0,1331174495,3835
130857,67753,0,1376894609,22047
39927,20455,1,1328082412,7290
219179,114301,0,1409792328,34623
28645,15940,0,1316694645,601
6066,4125,0,1288633143,1395
35166,19473,0,1323232038,1573
23261,13353,0,1311259105,5020
21661,12360,0,1309417563,2970
99420,50801,1,1361774573,21239
52093,27861,0,1336371301,11118
125045,64742,0,1374144186,3277
202430,104715,4,1403702154,37152
216147,112494,0,1408612752,54300
86542,44370,0,1354057924,16175
193876,100060,0,1401146094,46168
124327,64462,0,1373939860,28079
122777,63772,1,1373352557,4769
187718,95961,0,1399166677,41856
36939,20464,0,1325512205,8294
155544,79312,1,1386728838,22047
72583,36075,1,1347331426,11032
57883,30188,1,1339319231,7555
129431,66058,0,1376170199,28577
71911,35832,0,1346960771,10354
63379,32358,0,1295982953,-1
116837,60387,0,1370389808,26200
47418,25847,0,1333529803,930
28134,15609,0,1316107379,2669
11196,6997,0,1297178673,364
5282,3762,0,1287476775,930
141129,72635,0,1381591333,31424
208500,108435,0,1405675832,919
69221,34542,0,1345448274,13357
148861,76233,0,1384172021,30351
26313,14729,0,1314160413,4253
9764,6289,0,1295160402,2129
143004,73513,0,1382450842,11048
58557,30436,0,1339653384,11639
73988,37698,0,1348144024,14238
142369,73218,0,1382152402,22047
99698,50929,1,1361946685,5429
93288,47978,0,1358490044,13038
174068,88344,0,1394086363,35099
133717,69190,0,1378298527,29537
172818,88391,0,1393680188,41169
58166,30266,0,1339472953,919
67561,33998,0,1344502088,13183
188748,32389,0,1399006221,7290
144002,73962,0,1382954728,25433
143404,73637,0,1382620824,21051
207204,106197,0,1405134676,43926
124599,64582,0,1374035495,20727
216391,112848,1,1408689049,54099
96260,49606,1,1360580844,20267
114309,59585,0,1369128422,8013
121328,63122,0,1372734003,805
213554,111366,0,1407674368,25433
92485,47315,0,1358052172,18499
198534,102661,0,1402284212,805
118259,61658,0,1371107547,26847
66811,33694,0,1344107992,7290
71500,35610,0,1346730433,442
108422,56054,1,1366087980,2970
162915,82892,0,1390441810,37253
110688,57575,0,1367215803,23853
150865,77135,0,1384931369,30611
128706,66404,0,1375781318,26471
153302,78250,1,1385946661,28740
103672,53021,0,1363989944,805
129269,66955,0,1376040845,-1
209149,108820,0,1405990499,52521
51147,27543,1,1335926184,9174
138094,69499,0,1380256871,5429
154501,78744,0,1386320514,17230
96333,49820,0,1360644586,88
66813,33641,0,1344111222,11032
92982,47698,1,1358345028,919
190072,97543,0,1400004022,45497
64183,32641,0,1342699485,2040
160227,81727,0,1389257051,22518
34166,18895,0,1322144750,930
214629,111943,0,1408030361,8413
2345,2112,0,1282800109,1084
108467,56194,0,1366101376,14836
120841,62902,0,1372484625,10914
110450,57421,0,1367048641,183
158007,80559,1,1388121147,1764
19006,11004,0,1305857564,2633
110087,57259,1,1366887614,686
120461,62712,0,1372310011,684
84325,43086,1,1352467459,16656
208850,108563,0,1405901873,37743
181703,92921,0,1396877043,13567
106770,55262,0,1365156841,21998
118065,61581,1,1371036976,8013
63953,32528,0,1342605717,12236
191964,99088,0,1400318494,686
63966,32572,2,1342608957,4856
131798,68201,0,1377267900,26658
127864,66213,0,1375327288,4253
144303,74106,0,1383100860,28746
87743,45227,3,1354718341,919
176703,89514,0,1395024579,36462
199859,103287,0,1402681301,805
159160,81165,0,1388803709,36229
150055,76733,0,1384612183,32504
209853,109255,0,1406207209,52740
204833,105975,0,1404658013,44269
216840,113161,0,1408951630,44952
167306,85381,0,1391749911,39506
209631,108860,1,1406124894,919
107732,55769,0,1365666382,24071
4079,3125,0,1285677893,-1
152507,77894,0,1385600518,3280
169809,87054,1,1392723220,35816
119519,62307,0,1371821630,18563
179679,91779,0,1396028802,40832
217712,113568,0,1409223126,39588
26949,15026,0,1314778560,776
44033,24211,1,1331045003,919
116732,60826,0,1370330101,919
60553,31224,0,1340784233,11032
320,483,0,1279764291,223
198564,102664,0,1402295215,35963
172010,88052,0,1393440302,24000
71864,35818,0,1346947353,12690
20458,11744,0,1307869537,26
207567,107755,0,1405332309,26338
46159,25220,0,1332633959,7972
199896,103363,0,1402708760,46908
118759,61924,1,1371451623,919
56762,29748,0,1338737357,7290
112332,58523,0,1368037744,20650
85489,43967,2,1353327946,919
35718,19732,0,1323841470,7419
62965,32158,2,1342067993,919
125705,65079,0,1374446656,28216
190121,97628,0,1400026634,805
53134,28405,2,1336897119,10823
31963,17768,0,1320062726,7138
102067,52236,0,1363264876,22008
20088,11609,0,1307356719,4895
163778,83518,0,1390832101,805
52884,28242,0,1336685868,966
133265,68984,0,1378115916,919
135404,69910,0,1379062269,919
68598,34391,0,1345096564,13331
98366,50235,0,1361239579,20085
98730,50479,1,1361388723,17661
145943,74799,0,1383755281,22047
130671,67508,1,1376792309,21054
88818,45805,0,1355331316,7816
111229,57898,0,1367465428,25143
221088,93076,0,1410515257,7290
179120,91403,0,1395828691,17230
150682,77028,2,1384857183,8013
117446,61221,0,1370690609,17362
73594,37498,0,1347972020,14173
119911,62489,0,1372124554,27251
177627,90735,2,1395306614,7290
181146,92152,0,1396618147,858
146268,74903,0,1383892754,900
40726,22424,0,1328693685,4754
177212,90535,0,1395194881,36465
102405,52405,0,1363448509,7071
143421,73684,0,1382624778,13818
73885,37659,3,1348109565,3467
3005,2513,0,1284015960,266
123441,64016,1,1373533593,686
121929,63339,1,1372956140,805
82623,41919,0,1352093975,16210
173473,88715,0,1393921370,8580
56424,29649,1,1338544450,887
187327,96077,0,1398998489,24669
180979,92479,0,1396550272,24808
200323,102933,0,1402931916,48144
157492,80342,0,1387703487,3277
143149,73601,1,1382523343,919
61413,31576,1,1341299284,4856
29857,16611,0,1317903244,919
171628,87839,1,1393342403,7290
202699,104884,1,1403769520,919
174025,41429,0,1394078207,28666
8080,5387,0,1292089990,88
115602,60300,1,1369785511,805
183474,93901,1,1397570796,4253
79021,40488,0,1350352758,686
74074,37737,0,1348199138,686
106045,54508,0,1364794161,919
150340,76875,0,1384761711,28472
98042,50092,0,1361040677,13634
53987,28700,0,1337294635,9490
49938,26943,0,1335146600,8402
120360,62669,0,1372261956,22047
17882,10450,1,1304704370,26
214737,111965,2,1408078690,28746
92299,47383,0,1357890354,919
74651,11492,0,1348564275,7169
12189,7545,0,1298475839,3376
51511,27693,0,1336072922,2116
172520,88244,0,1393569004,41074
132276,12930,0,1377584131,1036
99123,50655,1,1361566351,7972
23550,13499,0,1311656580,5548
156346,79667,0,1387101324,35533
79372,40651,3,1350557343,919
38844,21515,0,1327246343,8605
95926,49578,0,1360303047,1352
33048,18333,6,1321217876,4856
547,652,7,1280144456,5
125222,12384,0,1374214358,5168
95821,49530,1,1360238966,4598
181337,92706,0,1396770917,6633
212441,110642,0,1407185360,41810
157053,80131,1,1387433106,686
129981,67240,0,1376440227,16175
133147,68913,0,1378024006,1549
120402,62696,7,1372289926,805
218700,113984,0,1409648176,54300
72141,35919,1,1347089818,11032
71448,35630,1,1346678096,11032
66938,33494,0,1344234393,2392
10530,6695,0,1296305657,1307
142275,73117,0,1382100130,16580
82443,41837,0,1351983163,16506
145028,74402,0,1383394437,28218
121755,63307,0,1372882718,27615
144689,74205,0,1383225875,31334
167885,86015,0,1392020626,39893
90461,45831,0,1356506142,3058
42426,23306,0,1329891606,3382
116801,60856,3,1370363369,805
137699,70938,0,1380090046,30671
7658,5088,1,1291345737,1390
59549,30831,0,1340202714,7555
85895,44181,0,1353587858,17083
214079,111597,0,1407844124,38130
45875,507,0,1332440221,1381
163420,83346,1,1390676371,805
86939,44766,0,1354266539,17332
109426,56794,0,1366568603,805
73014,36219,0,1347551238,14052
173091,88538,5,1393807729,1979
180233,92068,2,1396286511,805
84872,43490,0,1352858690,7224
190133,97365,0,1400030220,45420
100106,51109,0,1362135475,21072
186685,95264,0,1398823426,36717
76003,38552,1,1349238531,686
178687,91249,0,1395716131,3262
