id,reputation,creationdate,views,upvotes,downvotes
44968,21,1399211481,1,0,0
21274,1,1361837937,0,0,0
53956,1,1407855611,0,0,0
23913,4,1365055257,0,0,0
21531,11,1362383190,0,0,0
38389,6,1391317531,0,0,0
20869,141,1360899778,4,0,0
23622,11,1364438032,1,0,0
43840,121,1397553021,2,0,0
41270,55,1393854682,6,0,0
35872,128,1386502924,2,2,0
55275,1,1409869951,0,0,0
27943,101,1373592071,0,0,0
6625,123,1317622771,6,3,0
41200,1,1393749134,0,0,0
38187,16,1390980746,5,0,0
12564,101,1342076113,4,0,0
39596,6,1391617250,1,0,0
11243,101,1336694305,4,0,0
26460,11,1370250662,2,0,0
11003,106,1335853511,1,0,0
25436,1,1368069106,0,0,0
39615,9,1391654969,0,0,0
10279,101,1333246181,0,0,0
43254,101,1396852590,0,0,0
32358,106,1383650379,0,0,0
40444,6,1392651395,15,0,0
55640,11,1410438257,2,0,0
4781,106,1306469466,1,1,0
42898,1,1396345613,0,0,0
53626,1,1407386648,0,0,0
11281,6,1336852344,1,0,0
49598,21,1404654356,0,1,0
11507,1,1337776054,4,0,0
24176,1,1365603028,0,0,0
32226,6,1383378895,2,0,0
26428,116,1370208505,0,0,0
24494,65,1366214645,13,1,0
38026,6,1390806222,1,0,0
52956,6,1406531047,0,0,0
44721,101,1398830200,1,0,0
27366,131,1372299983,1,0,0
3691,131,1299921109,5,2,0
13021,11,1343818056,4,0,0
38190,101,1390983141,0,2,0
26133,123,1369519354,4,0,0
36355,1,1387300769,0,0,0
35681,1,1386148925,0,0,0
17135,1,1353698375,0,0,0
30432,31,1379482985,3,10,0
42172,101,1395147001,0,0,0
39846,9,1392007956,14,0,0
17027,1,1353396439,0,0,0
20749,11,1360607204,5,0,0
36141,101,1386899565,0,0,0
31040,1,1380792112,1,0,0
26934,1,1371308433,3,0,0
39644,1,1391687974,0,0,0
21422,11,1362085572,7,0,0
7033,141,1319459767,4,1,0
1496,559,1286154546,114,49,0
49419,1,1404340415,0,0,0
29005,1,1376113056,0,0,0
48438,1,1402885057,0,0,0
42777,1,1396163001,0,0,0
18448,50,1357564108,2,1,0
53976,101,1407897306,0,0,0
6241,118,1315562468,3,0,0
36423,56,1387428418,3,5,0
38132,1,1390928516,1,0,0
40947,1,1393400327,0,0,0
38126,1,1390918741,0,0,0
49826,1,1404915755,0,0,0
25922,101,1369112968,1,0,0
42036,101,1394974246,0,0,0
959,326,1281886828,19,1,0
28351,18,1374541099,0,1,0
25534,1,1368313441,0,0,0
46778,16,1401940916,1,0,0
21083,1,1361376181,0,0,0
42907,1,1396353742,0,0,0
34607,1,1384076192,1,0,0
28723,21,1375353698,0,0,0
35646,76,1386084715,1,0,0
55064,1,1409594149,0,0,0
42302,6,1395344683,0,0,0
31473,101,1381720645,0,0,0
14518,1,1349027368,0,0,0
42226,108,1395236945,2,0,0
25034,101,1367237013,4,6,0
28015,1,1373792225,0,0,0
46437,118,1401419381,1,1,0
23868,1,1364977913,0,0,0
54008,1,1407916392,0,0,0
45068,101,1399354082,0,0,0
12443,101,1341542947,0,0,0
31067,1,1380853029,4,0,0
35317,1,1385389358,0,0,0
42358,3,1395402491,1,0,0
27455,1,1372462107,1,0,0
10449,281,1333782902,30,5,0
43697,1,1397350935,0,0,0
9311,140,1329690050,12,7,1
36704,1,1388357209,0,0,0
3704,131,1300066820,4,1,0
43067,41,1396530847,1,12,0
45947,1,1400670270,0,0,0
17675,21,1355117721,2,0,0
28007,126,1373757749,5,0,0
18501,20,1357716358,4,0,0
20921,64,1361032513,8,10,0
17116,1,1353643056,10,0,0
14084,31,1347579900,2,2,0
22390,18,1363935871,8,1,0
36301,1,1387226481,0,0,0
40167,101,1392218346,0,9,0
26208,8,1369710095,8,0,0
10916,1,1335507561,0,0,0
55667,1,1410477847,0,0,0
36597,1,1388037178,0,0,0
49374,1,1404273539,0,0,0
24539,8,1366339144,0,0,0
35023,1,1384855492,0,0,0
54682,1,1408963686,0,0,0
32460,101,1383812792,0,0,0
20681,101,1360429175,1,3,0
30175,1,1378886892,1,0,0
6896,41,1318854838,2,0,0
14642,21,1349320447,2,0,0
12876,101,1343291173,0,1,0
17221,101,1353976377,1,0,0
52701,11,1406168393,0,0,0
4693,145,1305873833,10,2,0
54816,1,1409134933,0,0,0
37266,16,1389597364,13,1,0
39680,6,1391742220,0,0,0
53308,1,1407023656,0,0,0
13546,118,1345737095,2,0,0
18314,1,1357238975,0,0,0
42940,1,1396400743,0,0,0
49306,1,1404180188,1,0,0
4558,101,1305041078,0,0,0
10437,1,1333721898,1,0,0
6543,106,1317184565,1,0,0
52489,1,1405945355,0,0,0
21058,1,1361330572,0,0,0
28847,6,1375698711,0,0,0
29141,1,1376427925,0,0,0
32348,1,1383639030,0,0,0
32280,101,1383524992,0,0,0
37414,35,1389867314,3,1,0
32065,153,1383051645,0,7,0
40122,11,1392191036,5,0,0
30404,101,1379415400,0,3,0
18159,15,1356682994,3,0,0
11635,111,1338306793,1,5,0
12989,126,1343710219,1,4,0
44652,1,1398750224,0,0,0
55287,1,1409897770,0,0,0
30187,108,1378911671,1,0,0
55121,101,1409659639,0,14,0
45337,1,1399709824,1,0,0
53960,1,1407868818,0,0,0
4639,1,1305569385,0,0,0
37192,101,1389427728,0,0,0
26687,101,1370830040,0,0,0
30717,1,1380100542,0,0,0
26237,1,1369751150,0,0,0
1818,425,1288919300,54,18,1
37919,101,1390659344,0,0,0
31598,101,1381948655,0,0,0
30163,101,1378869586,0,0,0
13729,101,1346366613,0,0,0
21568,1,1362452531,1,0,0
49362,1,1404259312,0,0,0
20766,6,1360655613,0,0,0
55344,1,1410006206,1,0,0
9222,143,1329260863,10,1,0
31032,116,1380778967,1,5,0
48017,1,1402299786,0,0,0
18230,6,1357033588,1,0,0
44806,1,1398955052,0,0,0
31135,423,1381025332,8,10,0
35528,101,1385850290,0,0,0
14230,301,1348119917,7,0,0
29353,1,1376992906,0,0,0
27360,1,1372291902,0,0,0
46637,101,1401769816,0,1,0
40477,1,1392688089,0,0,0
44165,1,1398029447,0,0,0
52835,1,1406318634,0,0,0
24438,101,1366101824,0,0,0
28969,1,1376023822,0,0,0
40365,101,1392519013,0,1,0
247,898,1279623926,104,82,3
42427,101,1395571886,1,0,0
21742,1,1362745373,0,0,0
37665,101,1390367619,0,1,0
13203,53,1344575352,9,1,0
12334,95,1341065818,9,6,0
44999,146,1399264568,2,0,0
12970,16,1343658471,3,0,0
53233,1,1406868735,0,0,0
28520,771,1374849152,41,29,5
31452,101,1381669260,0,1,0
30705,1,1380085244,3,0,0
26731,3,1370923623,0,0,0
4016,101,1301843673,2,0,0
53735,26,1407504341,1,0,0
25173,26,1367500263,4,0,0
26289,21,1369859752,1,0,0
17687,16,1355143140,2,0,0
37717,1,1390452772,0,0,0
1409,101,1285249209,0,0,0
37869,101,1390592624,0,0,0
44272,1,1398157009,0,0,0
48462,11,1402917103,0,0,0
5472,16,1311070778,0,0,0
52804,101,1406270290,0,0,0
40703,6,1393015844,2,0,0
28830,1,1375680290,0,0,0
29289,1,1376879541,0,0,0
16027,27,1350482206,4,4,0
37447,6,1389929425,0,0,0
46635,1,1401766314,0,0,0
3255,101,1297748330,1,2,0
16324,1,1351377172,1,0,0
36419,101,1387421239,1,0,0
26775,101,1370980865,0,0,0
11532,1,1337843673,0,0,0
52351,1,1405693961,1,0,0
40632,11,1392900507,2,0,0
16139,1,1350882716,3,0,0
49428,1,1404349552,1,0,0
21129,41,1361449263,3,0,0
12988,1,1343708826,0,0,0
29145,26,1376439492,3,0,0
20165,51,1359295098,2,0,0
35358,101,1385479986,1,0,0
45198,1,1399518632,0,0,0
38087,1,1390875939,1,0,0
43270,1,1396858611,0,0,0
32219,1,1383370771,0,0,0
44456,1,1398372497,0,0,0
2809,101,1295263481,0,2,0
25394,101,1368003201,0,0,0
5897,101,1313749525,3,0,0
40781,1,1393184331,0,0,0
22588,16,1364359293,0,0,0
29055,11,1376276886,1,0,0
16842,111,1352868132,4,0,0
44280,1,1398177042,0,0,0
16870,111,1352928148,1,0,0
54437,11,1408550613,0,0,0
35239,1,1385258724,0,0,0
25221,101,1367590370,0,0,0
41334,1,1393946125,0,0,0
42624,31,1395864581,5,0,0
38407,1,1391343289,0,0,0
54559,101,1408742066,0,0,0
53244,1,1406885191,0,0,0
55672,1,1410485800,0,0,0
44951,111,1399191745,3,0,0
24560,5,1366362379,0,0,0
31455,11,1381676272,9,0,0
10768,91,1334889283,5,1,0
44504,1,1398480905,0,0,0
10632,16,1334509114,2,0,0
27828,101,1373363909,0,0,0
38045,1,1390824942,0,0,0
11225,6,1336610007,0,0,0
14832,1,1349857549,0,0,0
46443,1,1401425828,0,0,0
37504,6,1390094812,1,0,0
46837,101,1401998880,0,2,0
24285,11,1365755684,1,0,0
37418,603,1389870492,73,6,0
5369,1,1310451236,0,0,0
3072,101,1296956942,1,0,0
45291,6,1399628618,1,0,0
29160,1,1376475497,0,0,0
44082,21,1397878853,0,1,0
55462,1,1410224455,0,0,0
40169,1,1392223064,0,0,0
24701,108,1366666803,3,5,0
44918,1,1399144257,0,0,0
22259,6,1363706807,1,0,0
45588,1,1400112140,0,0,0
48378,1,1402729859,0,0,0
45445,6,1399895186,1,0,0
5269,11,1309678858,0,0,0
3331,1068,1298192048,67,30,1
4704,231,1306043930,33,3,0
13462,1,1345493138,0,0,0
16933,101,1353090338,0,0,0
25728,11,1368671994,2,0,0
38131,151,1390926151,1,0,0
27793,141,1373321977,7,0,0
24867,41,1366907280,3,1,0
26290,101,1369863771,0,0,0
43297,1,1396868718,0,0,0
16819,116,1352806007,2,8,0
43303,1,1396875397,0,0,0
31297,1,1381320410,0,0,0
49722,6,1404803344,3,0,0
1296,101,1284574232,0,0,0
38003,31,1390786383,6,1,0
16545,184,1352091863,11,1,0
32536,101,1383918087,0,1,0
20363,88,1359702615,14,5,0
27180,101,1371878538,7,0,0
35792,1,1386336643,0,0,0
44799,1,1398947097,1,0,0
54935,1,1409308358,0,0,0
54334,1,1408429534,0,0,0
20395,131,1359798550,24,10,0
38048,1,1390827181,0,0,0
4731,11,1306217295,0,0,0
42604,1,1395837150,0,0,0
6518,118,1317105597,2,2,0
10877,163,1335353076,12,12,0
34771,11,1384333833,0,0,0
29775,101,1378009542,1,0,0
45349,1,1399722740,1,0,0
45504,101,1399981409,0,1,0
53166,1,1406778759,0,0,0
44673,1,1398766431,0,0,0
30131,6,1378801174,2,0,0
37454,6,1389948528,0,0,0
19898,101,1358789223,0,0,0
26520,11,1370393370,1,0,0
13278,101,1344872957,0,0,0
45856,111,1400566770,0,0,0
23952,1,1365122612,0,0,0
26612,1,1370574533,0,0,0
53175,6,1406788026,1,0,0
28864,15,1375763076,2,3,0
20161,118,1359286643,1,0,0
4939,1,1307529894,0,0,0
27405,1,1372356192,1,0,0
27250,3,1372068193,3,0,0
35262,1,1385299150,0,0,0
37293,101,1389642236,0,3,0
17666,101,1355094712,0,0,0
21273,11,1361835798,1,0,0
22282,3,1363762762,1,0,0
18259,1,1357118253,0,0,0
40336,128,1392475407,0,1,0
14599,16,1349231571,4,0,0
52739,1,1406198369,0,0,0
24972,1,1367113278,10,0,0
43812,1,1397520998,0,0,0
18619,6,1358010601,1,0,0
42540,101,1395741235,0,0,0
17854,1,1355534536,5,0,0
41219,101,1393780004,0,3,0
39622,1,1391666572,1,0,0
19829,1,1358557710,0,0,0
38299,11,1391157045,0,0,0
55615,1,1410418213,0,0,0
40706,101,1393018519,0,0,0
6530,101,1317116952,1,0,0
2595,101,1293820864,4,8,0
45882,21,1400586507,0,0,0
46017,1,1400753317,0,0,0
37937,1,1390686176,0,0,0
36283,16,1387195610,2,0,0
52399,31,1405796213,4,0,0
35570,6,1385969698,0,0,0
3273,101,1297846218,0,0,0
29716,16,1377834143,9,0,0
38193,63,1390985147,5,0,0
35984,16,1386675487,15,0,0
11686,1,1338491287,2,0,0
48973,13,1403664793,0,0,0
53695,1,1407468149,2,0,0
43588,1,1397161488,0,0,0
31847,1,1382519990,0,0,0
48838,1,1403508143,0,0,0
30640,118,1379966736,2,2,0
23918,18,1365062910,4,5,0
20217,101,1359424353,0,0,0
54691,1,1408978640,1,0,0
55370,1,1410068801,0,0,0
40357,70,1392511538,1,6,0
43033,101,1396505379,0,0,0
43661,1,1397267220,0,0,0
53562,1,1407309027,0,0,0
22299,11,1363777498,6,0,0
17351,11,1354258887,0,0,0
28970,1,1376024030,0,0,0
24037,1,1365363503,0,0,0
37304,16,1389680039,0,0,0
17866,1,1355587182,1,0,0
52327,1,1405659234,0,0,0
48714,1,1403233572,0,0,0
8260,101,1325222621,0,0,0
1152,101,1283402106,1,0,0
16071,101,1350600728,1,0,0
18100,101,1356426159,1,2,0
41064,101,1393542506,0,0,0
24252,1,1365726883,0,0,0
13589,1,1345889780,0,0,0
26395,11,1370142246,0,0,0
29667,1,1377740341,0,0,0
17944,1,1355820237,0,0,0
8072,1,1324156482,1,0,0
11377,1,1337203331,0,0,0
42407,1,1395536569,0,0,0
23855,133,1364963593,3,2,0
40595,1,1392848326,4,0,0
6583,31,1317367400,8,1,0
27011,6,1371506899,0,0,0
44532,101,1398529898,0,0,0
436,101,1280193840,0,0,0
24257,101,1365736265,2,3,0
29148,41,1376445933,4,0,0
48991,1,1403682342,0,0,0
52478,6,1405931134,0,0,0
46277,1,1401211904,0,0,0
16528,101,1352046011,3,0,0
42942,1,1396401371,0,0,0
25535,1,1368314980,0,0,0
28626,25,1375156997,1,0,0
53595,6,1407336065,0,0,0
8155,11,1324516200,1,0,0
55598,1,1410404929,0,0,0
42203,1,1395208274,0,0,0
2535,233,1293398458,31,1,0
35653,1,1386099980,1,0,0
21319,1,1361920352,2,0,0
9120,16,1328885952,0,0,0
12330,6,1341038260,2,0,0
53821,1,1407685732,0,0,0
29621,116,1377650917,1,2,0
26113,1,1369460294,0,0,0
43221,18,1396800552,8,0,0
30915,11,1380593282,1,0,0
41036,20,1393503537,5,0,0
28169,101,1374098966,4,0,0
44507,3,1398488455,0,0,0
9027,18,1328622725,1,0,0
49433,1,1404359515,0,0,0
30913,21,1380591860,3,1,0
51962,1,1405134409,1,0,0
36103,1,1386837356,0,0,0
55574,21,1410366617,1,0,0
24024,43,1365325307,1,2,0
28863,1,1375757637,0,0,0
49768,1,1404871628,0,0,0
37410,1,1389864325,1,0,0
29369,1,1377016803,0,0,0
8017,101,1323889798,1,1,0
41777,36,1394590048,1,0,0
9536,3,1330573484,3,0,0
4909,101,1307353599,0,9,0
32350,6,1383641499,2,0,0
41919,101,1394769015,2,0,0
20706,101,1360501313,0,0,0
28092,15,1373956065,44,0,0
49626,6,1404701102,0,0,0
12446,156,1341550981,22,51,1
39760,16,1391893979,0,0,0
35083,101,1384949979,0,1,0
30983,101,1380706326,0,16,0
48890,1,1403571303,1,0,0
52597,1,1406055137,0,0,0
53041,6,1406615631,2,0,0
54498,6,1408625562,0,0,0
46505,1,1401576004,0,0,0
45120,1,1399442888,0,0,0
36197,1,1387016199,0,0,0
46143,101,1400993017,0,0,0
4093,11,1302343755,2,0,0
27966,103,1373621838,2,1,0
51876,1,1404987287,0,0,0
54185,1,1408154692,1,0,0
30345,1,1379298446,0,0,0
24659,1,1366579068,0,0,0
32386,1,1383695551,2,0,0
30923,101,1380602446,0,0,0
42595,1,1395823594,1,0,0
54710,1,1409012720,0,0,0
29658,1,1377703254,0,0,0
30674,1,1380013251,0,0,0
55142,1,1409692182,0,0,0
22373,1,1363899431,1,0,0
26533,1,1370409924,0,0,0
37745,101,1390483152,0,1,0
32156,1,1383216904,1,0,0
7206,21,1320379932,1,0,0
30049,1,1378616464,0,0,0
40651,1,1392929726,0,0,0
27148,11,1371796799,2,0,0
25799,11,1368807679,2,0,0
45537,1,1400030724,0,0,0
46226,1,1401156216,0,0,0
14025,1,1347425182,4,0,0
42263,38,1395297112,3,77,0
43256,1,1396853526,0,0,0
27757,11,1373258210,3,0,0
9349,11,1329807782,0,0,0
45927,1,1400654469,1,0,0
3800,101,1300531331,1,0,0
52426,1,1405857586,0,0,0
9866,358,1331775289,39,106,0
29425,101,1377143922,0,5,0
9238,6,1329295749,0,0,0
26585,101,1370515950,1,0,0
35438,1,1385615685,1,0,0
10123,109,1332733699,36,16,0
42408,1,1395536598,0,0,0
36300,101,1387224979,0,2,0
29355,82,1376997445,2,2,0
48986,1,1403678741,0,0,0
42042,1,1394979099,2,0,0
42609,436,1395845017,4,1,1
48356,1,1402679368,0,0,0
29129,1,1376402130,0,0,0
36650,3,1388212561,0,0,0
14246,51,1348151562,9,0,0
25343,16,1367913001,6,4,0
36442,1,1387457013,0,0,0
11425,111,1337406250,2,0,0
44550,1,1398582994,4,0,0
5346,90,1310285038,14,0,0
31229,13,1381213150,4,0,0
54421,1,1408530702,0,0,0
43048,1,1396514209,0,0,0
31799,1,1382436604,0,0,0
54026,1,1407931892,0,0,0
42136,1,1395106177,0,0,0
36872,1,1388835478,0,0,0
8166,11,1324559014,0,0,0
14186,138,1347982123,3,5,0
18396,11,1357448904,1,0,0
44301,1,1398212815,0,0,0
38466,1,1391426265,0,0,0
17453,101,1354561487,1,0,0
48813,1,1403470707,0,0,0
10854,113,1335274200,0,1,0
14078,1,1347558025,2,0,0
29045,11,1376254693,0,0,0
27830,1,1373365484,0,0,0
38293,7,1391151194,1,0,0
25083,1,1367332052,1,0,0
10654,11,1334572003,0,0,0
1378,327,1284972383,29,35,0
45254,1,1399595930,0,0,0
28183,212,1374135628,41,40,0
30736,11,1380152214,2,0,0
44777,1,1398919894,0,0,0
10910,1,1335483814,0,0,0
37488,6,1390038170,0,0,0
28621,6,1375146848,2,0,0
17646,41,1355057383,2,0,0
37703,1,1390425591,0,0,0
35257,1,1385293442,0,0,0
42825,13,1396249673,1,0,0
53877,1,1407754554,0,0,0
25824,1,1368876497,0,0,0
45782,1,1400465868,0,0,0
5311,11,1309976099,1,0,0
28121,1,1374014900,1,0,0
27452,1,1372434133,0,0,0
48793,1,1403422865,0,0,0
28692,101,1375282537,0,3,0
30711,3,1380095881,0,0,0
26468,1,1370284068,2,0,0
26641,1,1370670730,0,0,0
37021,1,1389147162,1,0,0
27778,101,1373290418,0,0,0
31642,1,1382050972,0,0,0
42917,1,1396366073,0,0,0
44855,1,1399023031,0,0,0
8942,1,1328245660,0,0,0
45688,101,1400245766,0,0,0
16572,106,1352166886,2,0,0
45957,1,1400676828,0,0,0
42037,1,1394974440,0,0,0
11580,113,1338129341,0,1,0
21115,6,1361436632,0,0,0
35922,1,1386580197,0,0,0
8705,37,1327344298,11,4,0
16514,11,1352000628,13,0,0
21290,101,1361862914,0,0,0
20912,6,1361017153,0,0,0
18636,128,1358075335,3,8,0
