id,userid,date
44912,25782,1368766274
23197,12722,1342691286
56933,32124,1383191158
21985,12013,1340255345
60928,8626,1386745157
4651,2619,1294048519
21671,3577,1339663983
46047,21441,1370262508
33850,26,1356549444
56259,31612,1382266451
82081,34,1403086711
64446,8984,1390888210
6423,3712,1300136694
15430,8730,1327660665
69670,41401,1394453142
63343,37418,1389873639
61198,36214,1387048344
27683,14439,1348749158
60306,35662,1386132712
89910,5607,1408415238
2725,1443,1287443345
89306,53947,1407873902
14255,8123,1324444961
84565,46726,1404474210
30798,14532,1351913474
58930,34618,1384441891
17054,9568,1330744226
13512,919,1322474519
59489,34857,1385182162
72073,43180,1396725875
88444,52942,1407125434
87185,12786,1406030622
73151,43944,1397691075
36324,16890,1359017535
79789,7290,1401940759
83190,48982,1404104295
22330,12287,1340982051
59804,30186,1385529751
56861,31941,1383120122
49393,28290,1374403669
22993,12603,1342306242
56090,31624,1382015057
90873,54910,1409277164
88048,5176,1406736159
27268,14216,1348134163
63155,930,1389692971
37562,9174,1360748845
91599,26843,1410007325
32094,12833,1353862188
87903,28055,1406623303
33085,17711,1355204306
84340,45985,1404295281
47971,10320,1372774507
49753,27433,1374746926
91638,55366,1410065897
83714,5027,1404288334
55212,31116,1380965832
25904,14040,1347476866
33237,12719,1355384177
25948,13973,1347550718
73582,39556,1398131329
14528,2392,1325529648
47324,5394,1371990395
83940,11408,1404288334
29847,14267,1350504115
31670,4426,1353178624
73893,43338,1398331542
64905,930,1391278494
16324,130,1329570865
4976,1352,1295345497
79447,46542,1401667504
71372,42697,1396008883
15538,2770,1327988541
59326,35076,1384971657
5460,877,1297284420
44759,25679,1368588254
89744,46128,1408261075
36207,2150,1358853500
44387,25420,1368098639
41891,23974,1365163253
67751,40523,1392810584
56714,31323,1382957335
46733,26858,1371112283
74992,6116,1399360077
48582,7246,1373514344
34302,18287,1357552128
24098,2392,1344332639
90282,52554,1408701032
44501,8,1368271379
57414,17062,1383859730
45831,4337,1369932124
79372,40073,1401558438
34384,18026,1357668661
21425,2116,1339167652
46771,887,1371166845
56280,29321,1382295550
79786,25526,1401939547
56307,1657,1382338087
90655,40606,1409120437
33746,6917,1356181780
58729,32355,1384252774
29978,16101,1350700084
25686,4164,1347093229
1191,732,1280912134
84595,49549,1404530086
32387,892,1354212159
75257,42632,1399551498
64768,38299,1391158547
58770,34738,1384292037
72578,215,1397144120
39898,10266,1363831193
87496,24868,1406230451
20006,11208,1336556088
45762,3432,1369863382
83196,1739,1404107848
44671,25328,1368496500
36455,20006,1359200243
50961,319,1376342212
36923,7339,1359825321
31558,9137,1352986830
90748,54836,1409187566
50632,2425,1375932061
30897,10055,1352077239
73868,11039,1398320156
73847,11405,1398301457
42768,1118,1366168438
84158,25814,1404288334
60624,35160,1386483792
15955,9100,1328861614
77710,46091,1400849428
184,132,1279545246
25703,13949,1347119330
11560,1679,1317275815
62845,37155,1389355223
39153,301,1362922457
68228,37313,1393249586
41743,919,1364987708
79744,14793,1401902440
28452,3831,1349860013
52445,29696,1378250965
86168,51936,1405073172
33683,13889,1356051242
87953,7616,1406660592
88499,2669,1407168899
13850,4426,1323389680
71792,42989,1396450118
24498,10188,1345001097
69998,31235,1394731217
53436,26014,1379407770
91501,55290,1409899393
71428,25488,1396098284
90780,52151,1409204988
30976,16548,1352192580
75735,31986,1400025254
63419,2970,1389955975
67855,40493,1392886656
32253,16175,1354057952
64239,17493,1390743619
50095,11409,1375175120
47473,7272,1372149458
81428,40956,1402483640
71000,42498,1395696253
89355,53937,1407913625
86746,48561,1405632299
91458,55270,1409845560
58804,34765,1384328390
674,344,1280150022
91256,15978,1409698452
86591,52212,1405511584
2869,449,1287881466
2046,54,1284231007
362,213,1279595950
80024,11852,1402194336
60867,14737,1386681517
73495,44021,1398052809
69537,37210,1394355016
53088,30251,1379053663
30302,16265,1351184816
86795,52339,1405680019
52186,29736,1377863310
68543,39849,1393484007
82190,42884,1403164079
83142,49212,1404044306
54452,1021,1380136109
36192,18375,1358844500
68466,25420,1393422685
48497,8417,1373439541
81835,47998,1402887501
70669,7234,1395330774
7428,2339,1303879938
46647,21960,1371018816
83469,511,1404288334
83275,45372,1404170305
64584,38196,1390990427
67780,40436,1392824659
50963,29081,1376345834
42875,11187,1366286765
27090,4426,1347839695
84304,2310,1404288334
75914,44654,1400142088
62412,36884,1388870222
13092,7395,1321387533
25866,14019,1347411122
44992,14156,1368864979
62166,36743,1388473485
32363,2192,1354181858
87202,6250,1406042285
41623,23667,1364828490
59411,35159,1385062908
21628,11669,1339590182
11276,6379,1316436204
28323,215,1349703622
53964,21054,1379938126
11611,6178,1317407888
31335,16786,1352741653
30770,16481,1351860900
91073,54657,1409537176
11771,5618,1317889483
60545,4290,1386380706
73626,5808,1398156325
37929,8762,1361280297
78023,805,1401205820
48140,5892,1372993994
38880,25,1362562171
88692,53490,1407314957
89814,21448,1408333009
38533,825,1362071070
49569,27808,1374597898
82534,48828,1403508561
61252,35885,1387130694
20597,11508,1337790797
84897,46945,1404866113
45722,26271,1369815054
70919,42447,1395627832
60344,7795,1386160980
30732,16405,1351789156
48518,27868,1373453702
60723,8790,1386575433
61893,557,1388037362
56835,18164,1383099600
38164,21130,1361534384
33808,6579,1356414698
49502,27276,1374532984
63121,20836,1389660266
54862,30876,1380578093
71419,10217,1396089868
46603,1250,1370965947
28526,14360,1349954863
82344,43805,1403277944
12512,7097,1319764339
81808,34948,1402854198
59287,35078,1384946391
63476,36,1390054087
81144,48013,1402299431
5953,2759,1298652558
73065,43454,1397616297
47244,3826,1371787901
47438,27277,1372133452
50246,28142,1375355842
13087,930,1321371921
50150,28672,1375251509
14296,3700,1324529182
84419,49427,1404360077
68288,36816,1393300450
75295,45264,1399606077
73428,4257,1397976029
77503,45952,1400695246
69169,2973,1394021770
4893,1389,1294990878
53084,17898,1379051264
43638,21260,1367217481
6784,1504,1301447741
86868,52,1405768749
31149,12956,1352423250
31337,485,1352745253
90133,1992,1408560637
9597,219,1311357640
64954,38407,1391343463
1581,986,1282093146
77255,45438,1400498358
31632,14098,1353120419
6435,2806,1300171807
41453,23683,1364552051
47727,27440,1372426576
37623,20847,1360840113
40240,22265,1364322338
53025,26501,1378972463
53804,25839,1379735279
90029,12989,1408503889
64282,38003,1390788945
63067,37270,1389604763
49108,27223,1374105551
39276,9973,1363072812
35819,12750,1358285562
3151,1835,1288957055
16787,266,1330167051
67467,9118,1392561988
73294,39684,1397803049
83762,6329,1404288334
56221,31612,1382180949
39142,10829,1362909547
52683,20633,1378529311
70489,37593,1395191185
73720,44324,1398230334
73768,44336,1398246618
84239,31672,1404288334
36928,2970,1359835101
51899,919,1377584493
84842,37929,1404809940
61841,858,1387899880
50347,28538,1375504296
4365,2379,1292329380
17188,183,1331031726
20317,7828,1337216655
62714,23853,1389231966
81913,3392,1402942847
6403,3467,1300077368
20179,11292,1336906031
74097,35885,1398539603
86916,215,1405820109
87266,3422,1406088838
89061,53782,1407654407
45345,24915,1369304078
38418,9515,1361947641
74234,28588,1398686482
44583,1195,1368385436
61973,36622,1388184146
58920,34801,1384435592
68189,39871,1393225429
70046,41923,1394777535
69592,7290,1394402931
86161,51931,1405069097
59625,14856,1385358849
54817,25873,1380530940
84003,13634,1404288334
47529,27317,1372216585
89395,53280,1407932414
82595,48871,1403552362
53383,7647,1379380414
33974,18220,1356950171
73639,43908,1398164801
66793,37803,1392022014
91785,1808,1410222860
72362,22133,1396959795
1023,615,1280419163
66316,35694,1391650073
91508,54159,1409902968
82728,12705,1403653514
32408,17344,1354250562
42672,24396,1366035349
88515,53380,1407181393
14514,8131,1325483659
33732,17745,1356157163
31796,16797,1353389273
37768,20934,1361064074
75689,45509,1399985659
61907,28529,1388049096
71108,6029,1395774024
20696,5505,1338041831
68505,35200,1393453801
61466,21674,1387354514
70385,42141,1395113220
78076,45913,1401253488
69690,41674,1394462484
8479,3854,1307464472
37969,20980,1361344819
36187,19925,1358842100
36361,442,1359069896
60059,31334,1385881199
73298,44030,1397807316
27680,14420,1348747358
91402,5509,1409806756
46901,26851,1371345865
39573,22111,1363501067
36047,19657,1358579699
83433,71,1404288334
22601,12417,1341509258
24457,12471,1344928734
54065,11187,1379946550
46921,25138,1371376177
82250,5405,1403218081
14813,30,1326174999
88103,46490,1406784948
75347,45296,1399634351
79906,27433,1402036473
74770,44925,1399156574
59913,19891,1385650513
27806,13755,1348977766
90182,54099,1408602604
33227,17784,1355367376
72611,1005,1397181217
53444,10026,1379410474
33169,845,1355291747
49337,27138,1374315573
51134,805,1376506321
61938,36130,1388108638
13760,7807,1323146931
61444,36368,1387336760
68817,1036,1393723113
62912,2116,1389431270
66110,39507,1391482532
32041,2126,1353761080
50974,29093,1376362755
13442,7040,1322257091
47459,14803,1372143112
19748,11076,1336065914
38692,12923,1362339027
87178,52546,1406027278
25849,13923,1347371221
68430,40935,1393406080
39851,22251,1363781309
75408,45128,1399717547
77758,30989,1400914488
33447,4496,1355724745
9814,5592,1311983671
91101,43500,1409555414
29713,11138,1350352578
70804,42383,1395480216
84670,27418,1404652712
52745,4290,1378679804
25895,13923,1347455565
37665,16961,1360889015
82414,26567,1403372185
16671,9371,1329921912
55505,31290,1381315136
15577,8880,1328043243
71950,43112,1396583741
87282,52644,1406097669
56211,31685,1382165349
21902,10354,1340124221
51682,29477,1377241874
38617,21423,1362201140
27925,14244,1349176109
53243,2546,1379333572
16435,740,1329804361
84919,49777,1404879904
51197,29200,1376588268
75378,45317,1399678050
50339,28257,1375499435
58998,30205,1384519048
20933,11682,1338474634
45437,26087,1369406168
24302,862,1344633505
11649,6559,1317551139
88816,49803,1407407118
48120,27642,1372956244
348,217,1279591149
81502,48247,1402549702
53394,30308,1379385214
38127,21072,1361484814
45445,20919,1369427470
36436,20113,1359180658
7276,930,1303223494
45185,25941,1369146996
32452,14390,1354323765
82795,523,1403692348
81812,1709,1402860666
21796,12043,1339919286
14841,8454,1326182800
25226,13668,1346179800
60880,35736,1386694158
50672,28951,1375968111
57205,16542,1383619573
84596,49550,1404532570
63028,36913,1389582978
47511,7146,1372186238
74800,18528,1399192621
52844,24894,1378783132
61625,35575,1387518897
77587,7880,1400759935
50242,12453,1375352524
1392,871,1281506994
23519,5544,1343265134
75291,45260,1399601028
55113,13999,1380840471
42436,21738,1365737981
37765,20923,1361053573
31552,16887,1352984430
74613,919,1398975817
14992,7563,1326609891
86926,52225,1405831558
58756,16222,1384270774
13705,7802,1323037614
53162,7290,1379230112
24094,13076,1344329638
68166,7180,1393207288
54625,14464,1380265903
77287,22311,1400528913
90816,54300,1409221654
43744,3293,1367309274
52106,14730,1377766514
42482,24295,1365762600
70510,42174,1395205468
59179,24097,1384823564
88991,1564,1407558128
35465,14125,1357789703
67583,37976,1392677315
17290,9657,1331219599
30283,16257,1351161700
42736,22468,1366110151
68986,20587,1393892133
48112,27630,1372935750
33484,17932,1355773364
51823,1307,1377493214
6600,2750,1300712798
53341,24000,1379349812
89286,36738,1407849117
60787,28154,1386618118
25642,13668,1346986839
88038,53134,1406721369
31189,4843,1352475153
25723,5768,1347176724
52270,14650,1378015841
69275,11037,1394093917
54871,30646,1380587718
43383,20820,1366895896
2339,1426,1285519964
52632,8413,1378459603
43554,24971,1367122463
30786,10838,1351872949
90884,1908,1409286332
10468,5890,1313689591
83646,3432,1404288334
89757,54229,1408269361
68839,13587,1393756098
50914,183,1376290018
44611,21998,1368412022
32471,16989,1354350471
47352,26968,1372034787
31916,1191,1353551367
54874,2046,1380591622
24057,11405,1344286678
40264,20836,1364351466
19204,8413,1335147935
19206,7973,1335154239
60488,20580,1386298326
72138,42868,1396807557
72528,43545,1397105415
74896,44203,1399277290
29641,11405,1350227435
50115,28640,1375197319
82346,48426,1403278241
6025,3451,1298905527
63182,16623,1389726492
69874,3984,1394619299
74766,44870,1399148340
39726,21918,1363677371
61261,30192,1387136738
88040,53141,1406725284
70491,27025,1395191185
70681,40334,1395354776
32800,17530,1354794897
58769,34738,1384291773
62238,28746,1388634179
81386,48092,1402463978
33109,17721,1355223337
48000,27576,1372826613
6678,3834,1300978489
1336,828,1281317072
45424,25671,1369383615
50999,29087,1376382028
91852,55302,1410273881
60247,17983,1386061568
87376,49609,1406164435
9119,5257,1309969727
72845,42585,1397461797
20603,6300,1337813597
28609,3971,1350121717
4695,511,1294152923
68751,41164,1393660030
43775,14305,1367351178
73068,32032,1397620082
79713,46322,1401874954
9588,3961,1311338738
29725,15983,1350361578
55412,29020,1381230689
65063,38444,1391438706
27533,14329,1348476338
43003,8783,1366482978
17248,9671,1331134913
19355,7282,1335379008
46544,26727,1370921156
70543,36307,1395221223
47219,22503,1371738396
31895,17042,1353505114
69841,41784,1394602517
77416,45916,1400645443
45845,11639,1369964566
21424,2036,1339167652
10091,5749,1312850725
88413,53345,1407099648
60749,35936,1386598603
60021,35489,1385803069
29620,15922,1350177629
50849,29026,1376205357
45452,26103,1369454781
33859,18136,1356607985
48876,27738,1373928766
37736,3277,1361014859
14541,2540,1325572262
36145,8102,1358765269
19648,5864,1335935063
81646,29617,1402651224
59455,35180,1385113348
63215,8394,1389771889
27570,7170,1348580483
20726,10199,1338163828
7346,4235,1303480619
46335,5025,1370590660
59025,364,1384573984
36196,19743,1358848401
90114,41953,1408540790
87189,52577,1406034157
47174,13212,1371688999
60379,9705,1386199091
61671,36472,1387556460
71051,36100,1395739239
51440,29325,1376960592
66740,39834,1392009459
38226,21205,1361641700
35996,4208,1358485477
69595,40280,1394404744
81823,48432,1402876941
13465,7334,1322368850
30940,16541,1352119603
14266,8134,1324460439
68830,41199,1393749037
51499,29370,1377038278
45984,26437,1370225564
28015,14627,1349279629
34217,4213,1357399841
24749,8196,1345390128
59398,2824,1385050908
62498,36927,1388999376
39827,22231,1363766908
59720,15934,1385450209
74706,44885,1399083403
16429,196,1329799243
51582,29407,1377128453
51521,22518,1377058467
47446,27183,1372137068
73067,43274,1397619781
4896,5,1294996578
43413,24811,1366934029
35744,18546,1358226149
28335,13698,1349722522
86883,159,1405782562
43184,24144,1366718180
61175,36195,1387016453
70189,11462,1394940114
70325,90,1395061503
32539,17415,1354445327
61080,31560,1386901895
91139,55055,1409579955
51600,29430,1377150761
36759,196,1359572777
56151,4376,1382080535
53676,18152,1379587341
22955,12600,1342183215
91199,22196,1409650302
62025,8059,1388278438
41474,23701,1364575243
72999,43851,1397560420
86345,52057,1405330847
57408,32487,1383848031
86579,14649,1405504541
30260,14826,1351131380
56685,25339,1382934820
33285,17824,1355440306
48866,2325,1373907350
7739,223,1304793453
72773,42498,1397391492
66838,31607,1392035387
84893,49759,1404863706
89270,53937,1407839963
72970,42474,1397551457
44316,25314,1368002783
69612,29537,1394424033
67698,13267,1392774536
49625,28415,1374643045
38724,21528,1362386163
71638,8982,1396334932
53885,30351,1379894519
39116,2956,1362860620
89562,54123,1408052229
55876,10819,1381803092
786,217,1280193227
8769,5102,1308615396
40001,22395,1363945982
21037,11708,1338705057
84439,27383,1404371768
72791,3262,1397406242
63733,37596,1390354770
81397,28620,1402469818
91754,54217,1410195406
69669,34737,1394451038
84772,9244,1404745875
77271,22311,1400507330
79367,46497,1401549102
72432,43472,1397022594
90073,5891,1408523923
88374,53020,1407053353
36742,20092,1359551766
46745,26855,1371117690
79476,46550,1401691459
36430,3582,1359168058
53406,11915,1379391534
79554,11984,1401749162
12624,1760,1320096352
59439,32167,1385101312
47246,8347,1371791054
27664,14429,1348730257
61376,36325,1387266403
50372,442,1375550134
38474,21357,1361988744
73297,36377,1397806573
8144,4711,1306116853
45667,22250,1369760114
38143,7255,1361511282
55859,31501,1381781790
45343,4485,1369302578
81994,11148,1403009031
86356,52063,1405335729
342,196,1279587849
34334,5344,1357610089
15445,8789,1327735136
51041,29124,1376404968
67696,36766,1392773937
57091,29463,1383431447
82895,8165,1403772617
54073,3929,1379948654
34373,11580,1357651532
32368,17326,1354195658
70022,41906,1394761600
81767,46608,1402802965
51777,26338,1377423260
25095,13593,1345928871
53044,29943,1378991695
88636,53502,1407270171
50544,21149,1375812496
91597,55343,1410006731
49767,4328,1374765651
46621,1443,1370994514
61547,36423,1387431403
86839,52371,1405748457
19656,11031,1335939564
69236,6519,1394070081
44932,25786,1368783088
23607,12703,1343364500
66281,21916,1391618376
1699,973,1282577456
88659,6476,1407300124
87334,11767,1406130525
20912,3601,1338445534
91336,55135,1409751199
54896,28510,1380609403
49193,27276,1374190719
51558,13754,1377090463
60770,31331,1386611502
49738,27433,1374736668
74143,24551,1398606968
56425,31809,1382454412
47053,11440,1371537489
71140,42500,1395803302
30374,9657,1351285358
8672,5046,1308209218
31167,14803,1352437651
33921,12753,1356806437
59363,34819,1385024164
3235,1909,1289204611
62115,36726,1388402487
10255,930,1313307832
66680,10389,1391991670
70978,38327,1395675171
62100,36721,1388387450
30815,16495,1351934501
43925,25063,1367499305
61519,36379,1387392370
42526,22468,1365848516
22689,10259,1341704896
21493,11055,1339375606
83144,49090,1404045205
15194,6895,1327089766
84161,26105,1404288334
30554,14674,1351567920
58915,34827,1384429876
42856,9918,1366268735
51676,8705,1377236474
63691,37626,1390303899
62141,30299,1388441347
41961,22542,1365265750
42864,24175,1366275334
78038,46281,1401217698
37474,11626,1360647851
79407,45918,1401619560
71150,41429,1395809301
7137,124,1302673863
20660,11552,1337947436
33199,2798,1355324474
54774,30862,1380491544
6982,4072,1302173442
33347,7883,1355534828
36286,20001,1358947738
74195,44569,1398658980
48132,27653,1372990018
48309,14673,1373262446
1615,995,1282175669
46825,26907,1371213071
37717,20856,1360977627
74825,44537,1399212392
37617,1977,1360831102
59404,35131,1385058709
72013,42722,1396617405
63014,1739,1389567882
92193,55718,1410564723
15901,9073,1328751296
61776,2586,1387802650
43283,24794,1366810946
33123,17723,1355235937
70770,9342,1395421217
66263,28007,1391602679
52181,28761,1377857291
73321,7306,1397822727
82027,8267,1403051584
64359,24805,1390835200
43114,5404,1366635878
78224,37613,1401359579
10814,6109,1314793461
56938,32135,1383196760
47911,27539,1372735311
63996,37812,1390544213
79627,29170,1401802789
2383,1142,1285751174
48347,27556,1373292608
72888,8097,1397495431
61774,28916,1387795151
49161,30,1374151748
46408,26667,1370741467
46877,3338,1371288314
40120,22484,1364177857
47572,1421,1372249886
89256,53911,1407832244
54344,14363,1380067270
59903,18118,1385640912
50157,13310,1375255756
79480,41762,1401693499
68959,41012,1393850472
36036,19812,1358530197
11235,6357,1316224202
20610,11524,1337835506
88398,52977,1407082279
21732,8053,1339755785
45122,25827,1369080329
32834,6377,1354855842
58633,11208,1384157294
45691,24411,1369788029
18212,10234,1333105273
61502,8027,1387375514
4927,2392,1295157384
79712,42607,1401874954
67029,11060,1392166315
16766,9417,1330076270
54587,11091,1380222702
72551,43557,1397115830
70294,42090,1395043492
70625,2040,1395297112
84122,21971,1404288334
66288,13432,1391624396
2359,741,1285599557
12917,3856,1320919015
33058,11963,1355148503
42542,16111,1365876738
5082,2904,1295920613
25074,740,1345892553
91200,55108,1409650640
70037,3025,1394772735
66953,34949,1392108341
91228,55097,1409664808
87589,52760,1406315237
15548,8865,1328009553
75619,13561,1399938230
33160,17755,1355286940
51057,29135,1376419124
7856,4513,1305123809
64895,930,1391272482
13897,7933,1323566579
70066,41943,1394789234
43152,11187,1366685338
56227,31699,1382193018
11517,6458,1317132605
38772,10304,1362456459
86482,52149,1405423868
44085,11187,1367753633
42199,22468,1365537033
55929,31543,1381853254
91787,55465,1410227882
21041,10963,1338712255
68835,10322,1393753387
69084,8724,1393953830
67892,40638,1392913299
49464,13254,1374483101
39464,21464,1363294719
32473,17376,1354352272
39417,977,1363243981
5406,1434,1297080399
52497,29491,1378298366
81454,24722,1402500297
92117,2040,1410491140
52443,29889,1378249165
28542,5539,1349979164
24685,13397,1345260486
44371,25447,1368083876
82162,48652,1403153474
414,218,1279618165
41584,9651,1364777558
1186,127,1280900734
77538,6226,1400729597
66122,887,1391494355
54195,2405,1379985893
20240,4334,1337053084
59100,34941,1384725930
68068,40736,1393090861
50636,28670,1375932660
50925,27900,1376300873
46757,4810,1371131233
74646,44269,1399008430
68798,40555,1393691734
71876,35988,1396514834
61657,24626,1387543832
35481,18464,1357804704
69456,41544,1394248605
88177,53144,1406821606
41505,22236,1364630667
27071,14046,1347797394
59585,27492,1385298453
92118,55599,1410491740
27532,14343,1348473338
90194,54480,1408612172
46692,26619,1371081044
75269,24853,1399567452
64575,38186,1390985910
8291,4753,1306782409
34200,4176,1357371327
71609,5647,1396309702
24108,2339,1344340141
71033,16859,1395731942
36508,6519,1359302860
19615,10683,1335887061
44845,25727,1368688634
30769,1320,1351859396
86369,43750,1405344127
38202,21198,1361619733
48259,27698,1373191584
82781,1935,1403684918
48009,27587,1372829928
71650,42853,1396341234
82334,44903,1403271928
14490,8287,1325397468
36287,10395,1358948039
53114,26283,1379074422
63947,5829,1390510941
70862,42415,1395557391
63951,17936,1390520640
63755,37667,1390373372
68017,40708,1393028269
22245,12244,1340800496
63595,37558,1390204223
72656,24669,1397215907
8962,5218,1309313046
6410,3277,1300094468
75159,5509,1399490191
91339,3874,1409755405
56837,32086,1383100801
64094,37878,1390604312
46907,6029,1371357577
44360,25433,1368070300
89679,54187,1408172195
64222,26174,1390728552
91732,54080,1410170906
91698,55402,1410154511
17529,4884,1331784646
60659,19788,1386515313
51528,22518,1377063888
72543,43304,1397112690
45495,26092,1369560751
19159,10507,1335026097
50139,21149,1375240405
10288,5835,1313370880
46734,26846,1371113784
43443,24885,1366958030
88513,11090,1407177136
63724,37608,1390339777
71449,42743,1396134411
72984,41855,1397556175
61945,36462,1388122469
50870,29034,1376228560
6502,2912,1300368959
64493,13902,1390914708
50027,603,1375084368
75814,9224,1400071158
44222,25338,1367912502
71715,42414,1396404183
43288,20702,1366812746
58664,8207,1384176235
68148,40777,1393186181
54145,9405,1379973592
46304,919,1370550730
27122,14158,1347890151
51602,29433,1377154062
38550,21406,1362108000
79596,46585,1401777658
86702,43379,1405600992
79678,46697,1401858001
38726,4607,1362387663
42112,11242,1365465553
34125,17442,1357285490
48191,22047,1373050818
33400,4344,1355646441
46980,26974,1371450615
70035,41497,1394771836
17022,9559,1330666150
20553,11488,1337704673
28056,1499,1349330930
83966,12347,1404288334
60089,27102,1385921100
87673,52672,1406413845
54626,30761,1380265903
22143,12106,1340628862
30983,16049,1352196780
19174,8,1335081297
48094,264,1372921048
57380,9142,1383818859
69869,41808,1394617263
28397,14803,1349789471
38488,21372,1362018826
60395,35716,1386210830
10355,1307,1313451331
32214,17237,1354008941
73548,44217,1398088709
63507,37504,1390107221
44045,24947,1367684004
797,266,1280193227
16516,7819,1329911676
91607,5862,1410028114
47161,27089,1371662749
74060,4337,1398505037
90641,5950,1409110390
81262,80,1402378576
64949,17868,1391337463
30094,16159,1350916492
2474,13,1286210258
33657,18009,1356011623
46169,26529,1370405532
77084,45715,1400318440
33037,16127,1355116338
22738,12490,1341821304
66848,39947,1392040299
33660,4496,1356013723
70363,42127,1395097069
52909,8705,1378840831
50353,28772,1375513034
84877,49643,1404837504
83132,49203,1404029153
56552,17322,1382652136
69228,41412,1394064646
60626,14730,1386486489
72127,31152,1396794639
24406,13214,1344855491
25388,11082,1346489214
17194,6029,1331043430
51667,29171,1377224174
25516,13824,1346748234
18027,1739,1332747555
14009,7999,1323822356
21587,805,1339513962
74555,43472,1398930863
63955,21720,1390525221
17081,2795,1330835252
10530,740,1313933002
38007,6664,1361371551
77952,34860,1401168889
55667,25000,1381474130
24228,13193,1344525161
4148,293,1291828943
53291,442,1379337212
8750,5092,1308546645
31200,14174,1352512981
69604,41009,1394416833
68330,40724,1393331910
67302,21737,1392380635
81613,39541,1402635358
43806,101,1367393985
83419,5137,1404287728
48251,27719,1373184057
21328,656,1339167652
5795,334,1298264022
56681,17639,1382928820
5754,2860,1298086688
53935,29688,1379930584
69130,4820,1393998486
8609,4367,1307988706
39673,21909,1363615449
27690,7290,1348760258
34297,18439,1357547328
89450,49647,1407975604
43,78,1279539549
59328,34995,1384972556
84464,46253,1404385307
63127,3277,1389669904
69167,41384,1394019357
44829,24097,1368675965
68318,30674,1393321910
61030,13474,1386845834
74095,28543,1398538022
39627,2860,1363560474
50439,28823,1375673774
69925,41429,1394675565
70054,41930,1394782036
25040,13568,1345819916
75546,41367,1399872974
51957,29609,1377624037
