id,creationdate,postid,relatedpostid,linktypeid
2697424,1382369400,73416,52609,3
2543119,1373416529,63869,23887,1
2998004,1397971021,46019,118,3
2881010,1392778123,87053,83296,3
3222460,1405506884,108199,79905,1
2972056,1396945255,93001,44139,1
2817229,1389431029,81937,213,1
2480791,1369379328,59934,7308,1
2244213,1360579549,49754,20543,1
2850705,1391288370,84082,47771,1
3022611,1399144428,96278,3386,1
2434458,1366900434,57284,56899,1
3187936,1405049097,107574,2628,1
2737950,1384710044,76820,30588,1
2258646,1361127797,46737,32419,3
3127458,1402559359,103137,100688,1
3229699,1405844126,108578,82419,1
2713992,1383391063,74406,74147,1
2655330,1380086791,70981,6067,1
3124836,1402462199,18281,92394,1
2539957,1373258772,63642,13166,1
3127759,1402569506,103164,68793,3
2408822,1364914229,54693,35940,1
2717688,1383619925,74614,2516,1
2881357,1392796330,87139,29594,1
2418232,1365609635,55777,29104,1
3149234,1403512609,104335,2910,1
1814215,1348288663,37785,17336,1
1167716,1317215361,16146,14500,1
3243663,1406446543,109549,51810,1
2556120,1374148675,64745,43339,3
2258405,1361127797,22400,19120,3
1774796,1346391510,35409,35029,1
3147499,1403443822,84272,10,1
3341591,1410504890,115264,9751,1
496802,1303411895,9852,8918,1
3338552,1409966168,114516,28618,1
1409611,1326323833,20956,213,1
2942816,1395632426,91124,6581,3
2530863,1372687975,62880,28730,3
382860,1300263444,8358,8187,1
2174956,1359055295,48481,6127,1
2258687,1361127797,50095,50067,3
1399544,1325576305,20544,20537,1
3135583,1402980655,103598,44274,1
2502215,1370750664,61264,26271,1
2625078,1378284416,69114,22501,1
3049359,1400332899,99080,76875,1
3071152,1401290533,100414,18112,1
2470394,1368794028,59327,33888,1
3039399,1399947575,74882,64788,1
2978878,1397207424,93481,45851,1
3220717,1405424889,108078,78839,1
3027633,1399382517,96651,7701,1
2687476,1381807617,66129,72824,1
3311826,1408598765,112762,20836,1
2964956,1396655496,90257,11296,1
2937777,1395386513,90860,2628,1
2965447,1396684441,92627,85861,1
3073339,1401382201,100434,32389,1
1976870,1355307789,45763,26876,1
1504111,1332247417,24964,24537,1
2419947,1365733571,55921,51535,1
2755392,1385732204,78074,71884,1
3023073,1399174256,96278,3386,3
1978880,1355381761,11109,45803,1
2827519,1389973742,82635,23275,1
2881226,1392791148,3466,15104,1
2814482,1389279225,81769,51718,1
3028904,1399446437,96722,70699,3
2910989,1394181182,89179,33776,1
3243403,1406437951,109551,44201,1
2362329,1363072997,51985,20836,1
1999581,1356429469,46473,23197,1
508739,1303912084,10005,10055,1
2362720,1363076642,51974,7200,1
2569755,1374925372,65705,33518,1
2853021,1391392129,84244,83712,1
95584,1287742138,3879,3842,1
2834241,1390393643,83058,31,1
2134433,1358371221,47918,7786,1
2698406,1382429550,73477,56322,1
2925577,1394856932,90113,27724,1
2932044,1395154715,90511,90487,1
2611385,1377501116,68113,4220,1
2508032,1371094511,61628,61454,1
1920474,1353013517,43697,10439,1
1677400,1341637935,31841,1580,1
2643517,1379400513,70258,47585,1
437015,1301598261,9027,8502,1
1645234,1339976621,30653,15011,1
2895162,1393493288,87805,85940,1
3027959,1399405693,96699,10141,1
2647526,1379610310,70556,13166,1
3045584,1400179985,97912,72790,1
3071894,1401329622,100459,27332,1
3186964,1404999564,107522,55692,1
2845064,1390985209,83777,83554,1
2597367,1376588326,67525,16493,1
2934417,1395249147,90642,89179,1
1734841,1344558442,34030,2863,1
2719405,1383713941,74718,46856,1
2842621,1390890078,83611,6989,1
2662351,1380465754,71417,5293,1
1677935,1341674095,2563,26833,1
3258510,1407114121,95641,71720,1
1809671,1348055321,37615,37522,1
1448156,1329036569,22684,16631,1
2910787,1394175112,60431,12262,1
3021320,1399062283,96174,6,1
2406652,1364740870,54724,51718,1
3123140,1402394196,102875,47771,1
2898507,1393669456,88398,11109,1
3322564,1409129063,13186,68130,1
87342,1287471762,3713,3685,1
2731809,1384324917,76388,28474,1
2957921,1396340835,92091,2547,1
2474515,1369042821,59534,58564,3
2258478,1361127797,30528,421,3
3156886,1403835474,104970,104404,1
1919249,1352966339,14377,37993,1
2838498,1390654929,57286,6225,1
2676222,1381210345,72225,38201,1
2837938,1390625239,83313,24187,1
3233453,1406019801,22968,58348,1
2978099,1397184918,93412,31366,1
3052864,1400516178,99325,32389,1
2255927,1361024890,50140,25908,1
2945436,1395759294,91350,80580,1
2404464,1364545530,54651,18480,1
3307080,1408370884,112383,21551,1
3229441,1405834171,104713,108345,1
2816232,1389364283,81880,18638,3
3124522,1402449825,102961,421,1
2511000,1371316120,61842,1016,1
259772,1295464280,6400,6308,1
2261043,1361211259,50226,33262,1
3050682,1400414546,99172,92740,1
2767825,1386437614,78898,63863,1
3058492,1400716352,99634,44279,1
2766217,1386345712,78711,48109,1
2589500,1376103384,66992,32318,1
2883248,1392887412,87018,87198,1
2633792,1378794081,68972,68834,3
2618238,1377870415,68766,1447,1
2556050,1374145265,64721,64739,3
2840038,1390750882,83392,1645,1
3040077,1399967707,97530,70801,1
831348,1310979596,13204,11368,1
2849222,1391184695,84043,726,1
3010077,1398455839,95263,24077,1
2931580,1395137281,74780,46878,1
2255900,1361022420,50121,21350,1
3014219,1398722399,95606,91074,1
2398935,1364299060,53333,10510,1
2375578,1363307225,52209,36212,1
1690644,1342365233,15505,631,1
2841630,1390835786,83517,5747,1
2583566,1375768233,66588,15784,1
2810994,1389112099,81539,61705,1
1932589,1353515410,1173,13875,1
2983913,1397460162,93686,48483,1
2150988,1358699960,48145,22328,1
2443413,1367405328,57840,57801,3
3234814,1406076994,108983,106038,1
1508043,1332448669,25121,13597,1
3254793,1406910119,110344,108374,1
3167982,1404350397,105643,105368,1
1964804,1354797952,45131,44144,1
2258506,1361127797,32808,16390,3
2901086,1393788646,88470,2492,1
2982984,1397428128,93670,87412,1
1389642,1324512825,20155,18896,1
3156057,1403793345,104941,45897,1
3003700,1398115369,94609,36152,1
2306599,1362225383,51198,30325,1
2915435,1394427239,89448,42956,1
2416045,1365464903,54775,30834,1
483790,1302851639,9587,9508,1
2416012,1365463728,55480,22501,1
2901945,1393816721,88554,3061,1
1447024,1328947059,22636,3911,1
3324205,1409219346,113598,27724,1
2765793,1386325058,78792,20125,1
2369735,1363203836,52155,3559,1
3152232,1403645140,104652,67721,1
2515254,1371616967,62092,41222,1
2058087,1357214367,46908,1595,1
2982372,1397394075,93464,52089,1
2647529,1379610310,70556,34238,1
2148433,1358646099,48102,9918,1
3039106,1399933370,97325,81914,1
2488101,1369830915,60371,45182,1
2772932,1386708986,79289,23617,1
2568700,1374859354,65675,64538,1
3038620,1399903407,93818,46523,1
2623377,1378208126,69096,38721,1
2768907,1386496855,78973,22902,1
3232243,1405969149,103316,55298,1
2441153,1367303938,29726,490,3
2260624,1361188856,50267,7515,3
2588357,1376029858,66935,25827,1
2417915,1365587492,55748,24568,1
2810328,1389083215,81497,68989,1
1353994,1321734722,12205,7134,1
2772113,1386665577,79216,10943,1
1578927,1336369095,27928,4517,1
3307893,1408419636,112420,81000,1
2530751,1372680175,8591,14483,1
838892,1311153476,13301,11351,1
2809167,1389025516,81415,71208,1
2697454,1382371300,73412,73421,3
3070458,1401264986,100354,11182,1
2748878,1385363768,77628,77458,1
2588593,1376039259,66956,17890,1
2467792,1368641468,59108,51062,1
3135428,1402975061,103672,97395,1
1482865,1330959307,24159,17623,1
2549264,1373784656,64290,63600,1
2870450,1392244852,86429,72381,1
2553783,1374034158,64538,47535,1
2723360,1383933495,75028,60904,1
2071915,1357321888,46989,31679,1
2258404,1361127797,22214,298,3
2713945,1383388133,74391,35955,1
2840036,1390750882,83392,81074,1
2236118,1360227933,49495,48864,1
3125676,1402487331,102903,22501,1
1772562,1346301149,35345,173,1
3124954,1402465095,102882,22501,1
2630074,1378572851,69476,51237,1
1980849,1355470131,45889,31,1
2453274,1367933339,58421,32600,3
3171818,1404479913,105681,94974,1
2957854,1396337565,92095,41467,1
2520052,1371971109,20565,19948,1
2736242,1384592593,76738,20227,1
2993921,1397913397,94395,60683,1
1356502,1321960571,18781,577,1
2351955,1362910888,51802,17495,1
1260810,1318579222,17000,4220,1
2782692,1387293861,79967,40602,1
2631369,1378660776,69528,14928,1
1768152,1346103619,35137,12362,1
2673313,1381059678,1194,17825,1
2517012,1371721952,62208,38856,1
2809607,1389051109,81441,73065,1
2988932,1397657849,94060,94026,1
2950731,1396006753,91746,62092,3
29591,1284560418,1995,1799,1
2771241,1386616588,79147,33059,1
1207559,1317791819,16539,16524,1
2454419,1367990847,58421,17673,1
2576212,1375298419,66199,31934,1
2791663,1387867479,80486,5135,3
1305014,1319262046,17413,17407,1
2335182,1362669066,51595,37993,1
3097542,1401876850,101159,40976,1
3043386,1400085989,97777,82307,1
1848158,1349894663,39144,3542,1
1824180,1348757024,16178,5450,1
2974661,1397043554,93222,29781,3
2793656,1388007712,80555,3194,1
2893798,1393434208,423,88065,1
3334295,1409734966,85766,114149,3
3340733,1410257626,114868,106386,1
2925935,1394872808,90130,27958,1
3249657,1406703880,110005,21565,1
2734166,1384440229,76583,61798,1
2554684,1374070800,64659,22774,1
2956539,1396267489,87981,56402,1
2387673,1363813688,51794,12262,3
1404696,1325992878,20715,9016,1
2951839,1396051239,91750,88461,3
1680078,1341824525,27927,3810,1
3149381,1403517749,104409,16710,1
435137,1301573866,8036,7467,1
2878523,1392675425,68168,1424,1
2931232,1395123653,90410,90407,3
1574444,1336106142,27730,26537,1
1629123,1339058061,29957,726,1
2583081,1375742748,66618,65641,1
2990906,1397738053,92147,23060,3
2681136,1381475887,72557,72553,1
2420381,1365759472,55963,16696,1
2847693,1391119628,83940,32600,1
2473307,1368970342,59327,33013,1
2882020,1392822784,87198,81674,1
1646411,1340023628,30687,6851,1
3258574,1407117655,95431,110415,1
2780865,1387192633,23481,6920,1
2562868,1374567964,65274,30728,1
1695765,1342600989,32539,9062,1
2607895,1377255728,32248,66120,3
2772361,1386674379,79245,7225,1
2594129,1376391380,67309,56645,1
2376804,1363344054,52360,51699,1
2483267,1369549692,17229,60036,1
1332190,1320014003,12067,7825,1
2909822,1394124697,89068,88186,1
3129643,1402653698,103310,18913,1
2891342,1393332650,87856,18208,1
2545334,1373524597,64011,51946,3
1673725,1341461835,31290,4298,1
1072198,1315519289,15338,97,1
1943548,1353978193,44475,21473,1
3318743,1408945239,113156,17208,1
2258380,1361127797,19761,16230,3
3243878,1406451672,109569,50745,1
1597633,1337335133,28730,4964,1
2610169,1377429181,68299,4220,3
1445912,1328863159,22566,18896,1
1763020,1345866960,35071,4854,1
2866365,1392015805,86080,19103,1
1333301,1320108749,17737,8974,1
2788766,1387693845,80343,28601,1
3170706,1404443827,105468,1207,1
3151068,1403590816,104558,25780,1
2972941,1396978251,93108,32093,1
2579756,1375531916,66407,3911,1
2895267,1393496360,87805,85940,3
2588553,1376036282,66950,6920,1
1356970,1322007753,18774,10001,1
2627934,1378443008,69349,64476,1
3290545,1407951726,111768,111320,1
3021318,1399062283,96174,29781,1
2586340,1375921295,66732,33413,1
2258508,1361127797,33043,19891,3
1744305,1345039327,34400,12262,1
2946244,1395800108,91419,74498,1
3259654,1407163868,110613,99416,1
2634225,1378815051,38856,32169,1
2677014,1381251132,72288,61332,1
2501287,1370681753,61217,38750,1
2658745,1380247605,70783,25068,1
3230509,1405884126,108657,28730,1
380555,1300172841,8321,4099,1
2989188,1397669366,94053,27750,1
2832817,1390314662,82959,31459,1
2258637,1361127797,45804,45807,3
2193041,1359369404,48483,6563,1
1552900,1334977663,26529,3466,1
2434359,1366891922,57275,16413,1
3311001,1408554468,112708,13314,1
3141815,1403236338,104117,58986,3
2650290,1379807480,70665,58242,3
1821658,1348661335,38053,3466,1
1669275,1341221290,31374,27313,1
3252369,1406805397,110185,109617,1
2411212,1365091235,55031,1595,1
3263899,1407331245,110943,55930,1
2831342,1390222088,82857,32464,1
2258941,1361142595,50206,34753,1
2674567,1381126056,72137,14483,1
2556001,1374143709,64745,43339,1
3009558,1398418587,95214,74810,1
3227007,1405706058,97556,107668,1
2773199,1386725850,79273,2492,1
3234166,1406044136,108945,99172,1
3163459,1404184417,105387,31967,1
2303372,1362158546,48178,17624,1
2664932,1380603354,71489,30075,1
1715017,1343476989,33259,15456,1
2601310,1376827074,67684,67613,1
2258556,1361127797,36303,31690,3
1667545,1341106038,31459,31366,1
2659681,1380283901,71184,51490,1
2518343,1371815389,62295,25764,1
3033625,1399646967,97098,305,1
2909101,1394092553,89038,11096,1
2336121,1362688666,49002,31597,1
2527659,1372451358,62880,28730,1
1392126,1324812056,20196,9918,1
2160309,1358838350,48255,47967,1
3015625,1398775817,94949,95404,1
2640656,1379241315,70024,22569,1
1987873,1355809408,46151,1829,1
1863253,1350589915,40692,38350,1
3330366,1409541929,113936,79843,3
2245722,1360652203,49439,4187,1
3220006,1405400055,108013,107874,1
2258491,1361127797,32000,5450,3
2512398,1371427605,61906,61834,1
2896818,1393567442,88241,87756,1
2833923,1390380003,83030,14500,1
3322518,1409126026,113454,33028,1
2156339,1358760828,48199,31657,1
2258651,1361127797,46929,18905,3
2574982,1375233485,66099,4220,1
2258473,1361127797,30169,30275,3
2522833,1372144185,62552,59152,1
3254854,1406915172,110293,20836,1
1731222,1344359522,33887,4089,1
2821023,1389635550,82197,69407,1
3070776,1401276506,100358,11109,1
1835099,1349271171,38591,38524,1
2651775,1379909633,70753,70227,1
2258340,1361127797,15323,15197,3
2915162,1394417000,89370,52274,1
3170226,1404427300,105760,105501,1
2361561,1363059248,51982,34920,1
2886099,1393051767,87504,3640,1
2896277,1393537082,88188,10613,1
1918230,1352927055,43623,43448,1
3224700,1405595517,108345,104713,1
3340701,1410093927,114636,14437,1
3008035,1398333246,95072,93336,1
1436000,1328235102,22210,15635,1
2535254,1372941115,63366,44219,1
2673102,1381049907,72065,22718,1
2923916,1394764235,89911,68834,1
3219052,1405339756,106389,25706,1
1846623,1349847695,39110,28284,1
3015102,1398758662,95658,18603,1
2601133,1376816205,67679,21075,1
2512090,1371396738,61798,2541,1
2900297,1393769067,88482,20836,1
3017431,1398858591,95638,2374,1
2700788,1382559852,72573,73654,1
3010649,1398504557,67440,25815,1
3246367,1406557703,109757,77424,1
2539410,1373226695,63600,5135,1
2446036,1367555493,58020,46321,1
2258311,1361127797,9667,20514,3
1674824,1341489634,31723,2492,1
3157483,1403857989,105037,78365,1
1623077,1338719856,29731,2492,1
1870235,1350919503,40989,7969,1
2773661,1386745906,79056,55742,1
2490099,1369951813,60493,11127,1
3307019,1408368984,112386,29121,1
1717446,1343628625,33336,20452,1
2835144,1390456616,82497,80534,1
3312396,1408618561,112814,5392,1
776084,1309923852,12702,9947,1
2900237,1393767217,88485,20836,1
2458688,1368188503,58677,58667,1
2107817,1357889342,47481,46185,1
2907656,1394013666,88809,17408,1
2643806,1379411720,70288,4220,3
2794190,1388041140,80559,28474,3
2450555,1367806392,58225,3466,1
2027261,1356932493,46760,24077,1
2519815,1371946585,36152,22501,1
2924258,1394780530,90022,60256,1
2835566,1390471602,51086,3115,3
2358692,1363005345,51939,3707,1
3171672,1404473544,105831,28262,1
3005442,1398214805,94819,94334,1
2946986,1395835829,65103,90702,1
2993352,1397886121,94354,17174,1
3170245,1404428229,105760,49416,1
2840051,1390752435,83413,41419,1
2605965,1377143769,68035,20011,1
2797723,1388287751,80791,61657,1
1734020,1344506789,33998,20166,1
2580001,1375547748,66046,61668,1
1985211,1355691674,46053,138,1
2901744,1393811289,88550,88103,1
1613913,1338212320,29268,8844,1
1778080,1346545343,35535,20040,1
2821866,1389686234,81754,10947,1
288492,1297370783,6225,3038,1
2985046,1397508714,93768,79855,1
2471089,1368840917,59369,33888,1
3139958,1403155846,103998,13166,1
2692764,1382094026,72809,70153,1
2654818,1380060885,70968,70867,1
2258674,1361127797,48582,48696,3
1541116,1334319749,26430,13858,1
1382779,1323990430,19889,8817,1
3334298,1409735517,114210,114190,1
1548841,1334755405,26656,5235,1
2488722,1369869628,60410,35132,1
2850070,1391251750,84054,80559,1
2803157,1388670278,81071,80577,1
3256536,1406998099,110426,110416,1
1423122,1327375734,21613,17331,1
3125200,1402472637,102835,51780,1
1976353,1355293663,45737,10289,1
3268718,1407580229,111302,103355,1
2848094,1391139375,83968,72685,1
1929649,1353405225,44046,11182,1
1716802,1343591616,33284,32246,1
2639524,1379144894,70019,35971,1
2503980,1370856271,61364,61173,1
2795187,1388105734,80618,23938,3
3025798,1399297435,96525,11109,1
2554485,1374058504,64636,64370,1
1929613,1353403902,44030,43675,1
1872062,1350998308,41070,18375,1
2969346,1396855312,92556,4612,1
466386,1302201929,9333,8586,1
3320188,1409014962,113263,82197,1
2884713,1392955848,2691,22501,1
2557227,1374220017,64848,12386,1
3237985,1406188931,109210,104500,1
2495979,1370344110,60872,58734,1
2873078,1392364169,86576,5347,1
3260701,1407215995,110671,67721,1
1505763,1332331929,25037,6652,1
2713293,1383349067,74350,73706,1
2717179,1383583323,74586,4220,1
2535421,1372954350,63302,16022,1
2605304,1377088489,68016,14002,1
3059801,1400754561,99558,94949,1
2908430,1394055834,87975,71489,1
2523884,1372214684,62621,8089,1
1326029,1319625473,17585,16381,1
842150,1311236283,13335,10387,1
2604942,1377070970,67677,53,1
844701,1311313672,13371,13314,1
2495871,1370337054,60856,44569,1
3331974,1409623054,113965,101511,1
3267620,1407487941,110941,3779,1
2906847,1393989054,88866,421,1
2548818,1373745177,64272,41156,1
900068,1312383129,13784,13166,1
2482119,1369468867,48452,59326,1
2586949,1375951763,66782,66823,1
2649091,1379711609,70636,46532,1
2832781,1390311516,82955,82947,1
1069422,1315465048,15333,15285,1
1703617,1343018406,32821,2748,1
2904533,1393911904,88653,22528,1
2803266,1388680249,81076,80856,1
2905114,1393927297,88630,20523,1
3145323,1403307916,104203,83347,1
2886235,1393059982,87486,52089,1
2541466,1373342466,63689,63690,1
3262693,1407299493,110597,110559,1
2517010,1371721952,62208,18028,1
2852500,1391365840,84219,34956,1
2421503,1365900967,55716,25203,1
2945242,1395750866,91253,3,1
393812,1300808092,8634,6907,1
1984936,1355672629,46019,118,1
3306156,1408343542,109819,33078,1
3257521,1407053313,110469,12262,1
2588990,1376059595,65292,63152,1
2998731,1398012033,94496,25949,1
2989958,1397701929,94061,5135,3
3135836,1402987299,103356,3392,1
2705433,1382862979,73869,33888,1
3103144,1401965993,15287,74238,1
2763333,1386212302,78606,47771,1
2759109,1385978969,78328,33197,1
3220738,1405427505,108065,95038,1
2950006,1395988765,90702,61756,1
3011717,1398587006,95404,3561,1
3060249,1400770092,99765,14088,1
1073099,1315539039,15361,11887,1
704857,1308280523,11892,12029,1
1468332,1330050169,23593,203,1
1948595,1354156528,44682,4219,1
498103,1303448282,9842,8000,1
1360879,1322268826,18917,18975,1
2828015,1390012489,82659,81261,1
2572201,1375077241,65898,64949,1
3306382,1408349591,112300,33078,1
2164647,1358911497,47855,48326,1
3168395,1404365718,105655,49453,1
85270,1287406909,3685,2597,1
2884843,1392964669,33050,77263,1
2490204,1369960555,60426,14351,1
717,1281506780,1501,973,1
2946954,1395834267,90028,12262,1
1369130,1322941269,19311,6538,1
2779903,1387142742,79775,7720,1
2941780,1395581908,91090,89092,1
2968991,1396848070,91179,69664,1
1318445,1319515967,17510,17407,1
2818304,1389508575,82002,51718,1
1082,1282876903,2086,1961,1
1692541,1342463617,32419,7261,1
1848386,1349911414,39177,5115,1
2258443,1361127797,26471,26465,3
2735067,1384504374,76668,74622,1
3356635,1410592029,115304,5135,3
1060837,1315318830,13952,13853,1
2517628,1371773894,61015,37732,1
2590839,1376195721,66976,3331,1
2612083,1377535759,68387,68261,1
2465991,1368555184,59052,3559,1
2454972,1368009370,58498,4220,1
2255928,1361024890,50140,36152,1
992292,1314106731,14616,14546,1
2206946,1359635791,48989,23672,1
2376785,1363343767,52063,18208,1
2269014,1361460967,50584,46217,3
1595504,1337244106,28649,9751,1
1377974,1323609281,19675,19681,1
2798098,1388309815,80809,10856,1
1298311,1319124669,2679,17320,1
2877650,1392633467,86881,3561,3
3171201,1404457515,105309,97048,1
2943742,1395674475,91232,40876,1
2554268,1374051746,64617,30717,1
3007286,1398303622,95000,25144,1
3040931,1400002974,97600,3943,1
2424275,1366125858,35659,56194,1
2888911,1393230920,87678,17331,1
2316836,1362429232,51321,7977,1
3260680,1407215459,110671,32309,1
2392974,1364062891,53093,21465,1
2557852,1374252719,64861,26762,1
3182255,1404891676,106346,5465,1
3007113,1398294401,94974,55691,1
2571574,1375047948,58141,52089,1
2606618,1377171843,68115,15329,1
2634222,1378815007,32169,38856,1
2687127,1381784238,72793,72262,1
2809161,1389025066,81441,3386,1
1721124,1343801527,33470,30387,1
2598645,1376653603,66861,67595,1
1876426,1351176916,41217,20836,1
2933391,1395217638,90499,49443,3
3258491,1407113529,110508,22884,1
3197635,1405201929,107758,17336,1
1928328,1353355752,44003,12386,1
754,1281568199,1413,1583,1
1860111,1350449325,18300,18316,1
2769801,1386554752,79042,69568,1
2931867,1395146131,90489,90028,1
1667261,1341090063,31455,29981,1
2525836,1372323579,62755,62646,1
2521603,1372064991,62483,13166,1
3185978,1404967322,107448,32925,1
2699636,1382508130,73546,56350,3
2432502,1366790770,57074,57031,1
1922634,1353091832,18431,13875,1
1870905,1350964916,41013,40934,1
2836976,1390554437,83193,15448,3
3267581,1407484773,111175,33888,1
3042859,1400069134,97709,87615,1
2045837,1357115514,46833,37666,1
1756627,1345621884,34831,34652,1
2410463,1365048761,55131,16381,1
2850203,1391261849,84111,19638,1
2870451,1392245251,58754,86309,1
2475530,1369101387,48127,3466,1
3019003,1398938653,95891,21896,3
1132243,1316589045,15784,4445,1
2986341,1397552259,93852,9510,3
2931856,1395145245,90489,20300,1
851503,1311532095,13442,2777,1
2095091,1357708694,47294,30728,1
3013907,1398698137,91762,51718,1
3070785,1401276775,92141,52212,1
2560533,1374455356,64705,64691,1
2745033,1385112993,77370,19591,1
2699373,1382492391,66129,11109,1
1161115,1317102107,16108,16054,1
3052778,1400510556,99317,20836,1
2944139,1395699250,91232,40876,3
2771314,1386621505,22774,66304,1
2357803,1362991648,51921,28730,1
3314362,1408700824,112919,31666,1
2777142,1386931805,79592,26855,1
2643113,1379383969,70219,51583,1
2589049,1376064335,35348,62291,1
2527834,1372469710,62679,26762,1
2660826,1380366849,71169,60256,3
3340734,1410259111,114322,66825,1
2771312,1386621132,54576,79149,1
2575434,1375251182,66109,11546,3
3259409,1407152430,110597,107597,1
2754515,1385680546,77998,77925,1
3338370,1409952329,114211,72047,1
2687151,1381785696,72775,3734,1
2759198,1385982515,78329,41443,1
2258564,1361127797,37829,30159,3
2570717,1374992489,65818,12262,1
2380958,1363537158,52463,36212,1
108,1279694853,395,173,1
3122923,1402387734,102785,42950,1
2708233,1383040748,74057,2492,1
3026588,1399349237,87816,70679,1
2834655,1390423705,83047,49443,1
3174497,1404622245,105946,59712,1
3121046,1402315987,102714,12797,1
1381179,1323857529,19827,13447,1
2819692,1389584362,82082,26230,1
3053359,1400546406,97896,80196,1
2606638,1377172610,68105,63447,1
2258498,1361127797,32520,32531,3
3064752,1401013023,100017,14483,1
2452839,1367917625,58255,9664,1
3233017,1406008562,108784,95993,1
3248254,1406646690,17816,18480,3
2810329,1389083215,81497,1202,1
2273410,1361621008,50547,2151,3
2409795,1364990995,12174,54649,1
1625798,1338883499,29835,20558,1
2944882,1395735047,91244,67422,1
1025486,1314763194,15011,13382,1
3127202,1402553222,103137,64991,1
2515433,1371621261,62068,3614,1
2099514,1357740621,47339,21907,1
3290734,1407953512,111792,28178,1
1866237,1350741130,40827,36,1
2431909,1366765113,56868,20543,1
2559198,1374380367,65005,64433,1
3341584,1410430517,115154,11850,1
2528530,1372517637,62820,726,1
2881183,1392786074,87135,12386,1
2524310,1372235614,62637,61989,1
1706316,1343126521,32706,26020,1
2364574,1363109606,52047,6127,1
3127557,1402562433,103150,18844,1
2421480,1365897568,52838,56036,1
3069266,1401215109,100257,96563,1
2838093,1390634166,82746,48786,1
2429312,1366555049,56784,45503,1
3321994,1409107490,113334,111058,1
2488720,1369869628,60410,2492,1
2307355,1362249543,20397,18844,1
2771237,1386616524,79150,44769,1
2613766,1377611740,68472,51416,1
2545080,1373512608,64006,53053,1
2933998,1395231756,90617,24568,1
3051183,1400447994,99192,41704,3
2714721,1383447399,74450,71731,1
1820507,1348601668,38004,18595,1
2595539,1376472301,67411,67017,1
2704908,1382825549,73861,14500,1
2878584,1392678550,86973,74542,1
3124951,1402465095,102882,50745,1
2258619,1361127797,43020,5465,3
3332122,1409633049,114043,112698,3
2809390,1389038611,81454,15768,1
3251475,1406777745,64938,3943,1
1863173,1350583395,16390,17331,1
2134951,1358386002,47877,22184,1
3020809,1399027732,96136,95956,1
2610818,1377476377,44487,29781,3
832578,1311003354,12960,13220,1
2861608,1391758529,85765,74268,1
2692951,1382101076,23142,726,1
3149010,1403506851,104403,23142,1
2533380,1372843738,63254,5591,1
1406292,1326093547,20802,10787,1
2881310,1392794644,87141,86368,3
2819779,1389587691,81973,27730,1
2866519,1392024587,86100,71260,3
206110,1293153735,5724,4334,1
3271603,1407764068,111519,25848,1
2986114,1397545923,93877,89143,1
1343004,1320890791,18184,15578,1
2592241,1376286189,67146,2181,1
2393476,1364093308,53135,22938,1
1992017,1356012986,46334,18789,1
2946430,1395810396,91403,89376,1
2877306,1392620160,86788,52089,1
