id,reputation,creationdate,views,upvotes,downvotes
12671,101,1342499535,0,0,0
22441,101,1364084640,4,14,0
30907,1,1380584377,0,0,0
12212,1,1340688657,1,0,0
48833,1,1403504234,0,0,0
42079,8,1395035240,0,0,0
26775,101,1370980865,0,0,0
17437,6,1354521051,0,0,0
21792,19,1362848956,4,0,0
32127,1,1383183008,0,0,0
12355,36,1341229328,8,0,0
42628,56,1395880539,5,0,0
43984,1,1397723498,0,0,0
10200,1,1332971835,0,0,0
27018,101,1371525414,1,0,0
18240,101,1357082806,0,0,0
40291,1,1392389992,1,0,0
31594,26,1381929986,7,0,0
25572,1,1368404933,0,0,0
22127,101,1363513494,2,0,0
40398,1,1392586309,1,0,0
27459,101,1372470274,0,0,0
16498,101,1351937304,0,11,0
21139,101,1361482660,0,0,0
11431,11,1337430989,1,0,0
54960,1,1409385656,0,0,0
42787,1,1396180575,0,0,0
9251,134,1329349159,23,14,0
18062,101,1356196432,3,0,0
7359,13,1321194968,3,0,0
55431,1,1410167767,0,0,0
26444,101,1370233845,5,0,0
1302,101,1284580033,0,0,0
42763,1,1396116059,0,0,0
26010,1,1369289271,0,0,0
35803,11,1386348924,7,0,0
4521,275,1304854289,16,66,1
40360,111,1392514944,0,0,0
36876,101,1388839864,0,1,0
46356,101,1401312779,0,0,0
54610,1,1408871347,4,0,0
11762,6,1338868444,9,0,0
35345,11,1385452934,0,0,0
30601,101,1379917576,1,1,0
37393,11,1389835771,3,0,0
41464,1,1394122073,0,0,0
48515,1,1402988379,1,0,0
17599,1,1354886589,0,0,0
52810,1,1406275978,0,0,0
55586,4,1410384146,1,0,0
44986,1,1399243348,0,0,0
5680,1,1312418070,4,0,0
29412,1,1377107687,3,0,0
55247,1,1409814227,0,0,0
41518,1,1394191537,0,0,0
55097,16,1409632553,0,0,0
42068,76,1395022175,18,1,0
2640,101,1294135338,0,0,0
42669,101,1395933662,0,0,0
35958,1,1386642079,0,0,0
46353,6,1401309303,1,0,0
46938,68,1402190457,0,0,0
53295,1,1406974677,0,0,0
35847,1,1386475326,0,0,0
41573,101,1394312239,0,1,0
21374,51,1362015536,0,0,0
20484,101,1360042586,0,0,0
11003,106,1335853511,1,0,0
27246,101,1372063938,0,1,0
38449,101,1391409404,0,1,0
47990,101,1402266562,0,0,0
6392,6,1316503214,1,0,0
29490,1,1377261920,0,0,0
10208,11,1332996929,2,0,0
24973,150,1367114795,15,3,0
23767,1,1364782300,0,0,0
40257,1,1392358784,0,0,0
36952,101,1389030518,0,82,0
52688,1,1406156550,0,0,0
22150,1,1363565378,0,0,0
48051,1,1402323815,0,0,0
52399,31,1405796213,4,0,0
30177,6,1378892825,1,0,0
9154,11,1329048645,0,0,0
55525,1,1410325479,0,0,0
41955,1,1394797595,0,0,0
23645,6,1364464442,0,0,0
18409,35,1357468910,1,3,0
4701,408,1297495347,90,12,0
52216,11,1405508435,0,0,0
55569,1,1410362151,0,0,0
46836,1,1401998167,0,0,0
44542,1,1398566290,0,0,0
44139,1,1397979065,15,0,0
1949,101,1289380796,1,0,0
25352,1,1367928404,0,0,0
26733,1,1370925104,0,0,0
49667,1,1404740514,0,0,0
17516,101,1354689524,1,0,0
52385,6,1405763094,0,0,0
31251,1,1381261370,0,0,0
43683,1,1397305412,1,0,0
49366,6,1404265850,8,0,0
42103,101,1395064432,0,0,0
48836,1,1403506634,0,0,0
30641,101,1379970589,0,0,0
14169,1,1347936604,0,0,0
30843,4,1380428598,1,0,0
29558,33,1377514312,7,0,0
36663,1,1388236597,0,0,0
41264,6,1393843391,0,0,0
11334,103,1337058231,2,0,0
55109,1,1409643633,0,0,0
17308,18,1354130648,2,1,0
40698,1,1393004043,0,0,0
6110,1,1314794545,0,0,0
14599,16,1349231571,4,0,0
53907,101,1407803155,0,0,0
16665,11,1352374975,2,0,0
26906,11,1371201906,1,0,0
26305,1,1369888899,0,0,0
6684,6,1317888434,2,0,0
43120,101,1396590502,0,5,0
23819,101,1364872705,0,2,0
17297,101,1354107382,0,8,0
46273,6,1401206707,1,0,0
14218,21,1348078639,2,0,0
55685,101,1410501936,0,0,0
35904,16,1386560339,7,0,0
18129,1,1356576082,3,0,0
12092,16,1340123889,7,0,0
23903,101,1365038501,0,0,0
31166,1,1381099124,83,0,0
7707,16,1322629183,4,0,0
6516,85,1317100096,6,8,0
17703,6,1355187956,0,0,0
42242,1,1395279763,0,0,0
31956,101,1382831925,1,0,0
48617,1,1403098369,0,0,0
40845,101,1393276453,0,1,0
29370,13,1377027097,0,0,0
8525,146,1326468710,2,1,1
54902,1,1409255358,2,0,0
6655,41,1317724929,0,0,0
21317,101,1361915102,0,0,0
2168,206,1290869419,23,1,0
31512,1,1381804671,0,0,0
25055,16,1367300748,1,0,0
46434,1,1401409473,0,0,0
18086,141,1356330424,7,2,1
44722,1,1398830466,0,0,0
44530,1,1398521498,9,0,0
21437,1,1362117408,0,0,0
41674,13,1394454932,0,0,0
27884,11,1373476215,2,0,0
25127,6,1367424741,1,0,0
8944,11,1328249737,0,0,0
6124,101,1314858900,28,0,0
24512,6,1366269731,1,0,0
20963,101,1361113050,1,1,0
43414,55,1396963635,9,6,0
53083,1,1406680907,1,0,0
48054,1,1402327286,1,0,0
44565,1,1398608257,0,0,0
38328,6,1391190700,0,0,0
53171,1,1406783347,0,0,0
30217,11,1378963930,1,0,0
29020,410,1376175672,19,14,1
7219,123,1320417919,9,1,0
37539,101,1390176038,2,1,0
32264,1,1383487619,0,0,0
52379,1,1405754998,0,0,0
29718,1,1377836786,0,0,0
37535,101,1390161119,3,3,0
43152,1,1396625477,3,0,0
28805,6,1375605892,0,0,0
41332,6,1393944379,0,0,0
49151,101,1403875751,0,0,0
21080,9,1361372936,3,0,0
21181,101,1361569651,0,1,0
37269,6,1389603854,1,0,0
29137,794,1376415070,148,233,3
51991,11,1405199865,1,0,0
28916,264,1375869320,31,2,0
32123,1,1383170527,0,0,0
8048,11,1324037845,1,0,0
53022,1,1406604312,0,0,0
20065,191,1359077713,9,6,0
11936,121,1339471653,7,1,0
53279,1,1406946056,0,0,0
21640,11,1362573686,13,0,0
49503,1,1404437970,0,0,0
30503,167,1379615633,9,0,0
26585,101,1370515950,1,0,0
9918,183,1331908954,15,7,0
49084,1,1403787155,0,0,0
12872,1,1343282561,9,0,0
52750,1,1406204007,1,0,0
46500,1,1401558156,0,0,0
44698,1,1398784677,0,0,0
51909,111,1405041785,0,0,0
48435,6,1402881242,0,0,0
8444,101,1326163440,1,0,0
8766,101,1327584106,0,1,0
34615,101,1384094145,0,1,0
26771,6,1370970345,0,0,0
43632,101,1397204928,0,0,0
52273,114,1405579214,1,1,0
46232,101,1401165580,0,0,0
44474,1,1398407550,2,0,0
8699,11,1327311530,6,0,0
46248,1,1401178561,0,0,0
15969,1,1350315341,1,0,0
53084,16,1406682774,2,1,0
7950,101,1323674441,3,0,0
35530,121,1385875329,1,0,0
34828,6,1384432290,0,0,0
5982,111,1314255160,3,0,0
48868,1,1403533123,0,0,0
42536,101,1395739503,0,3,0
24570,1,1366372800,0,0,0
24438,101,1366101824,0,0,0
18570,1,1357874724,0,0,0
37134,1,1389337125,0,0,0
20686,101,1360442361,1,0,0
46425,1,1401403682,0,0,0
25142,21,1367457347,2,0,0
25172,101,1367497190,0,0,0
53806,1,1407659137,0,0,0
45663,6,1400222737,0,0,0
29573,1,1377564616,2,0,0
23997,8,1365242171,0,0,0
16753,101,1352690814,2,0,0
5716,8,1312578539,17,0,0
32338,1,1383632125,1,0,0
5276,1,1309718869,0,0,0
35970,11,1386656758,2,0,0
36077,101,1386796639,3,3,0
24032,101,1365349081,0,0,0
19936,1,1358853719,2,0,0
54890,106,1409233419,7,0,0
13331,18,1345025233,1,0,0
39948,1,1392038355,1,0,0
24210,101,1365660924,0,0,0
30853,18,1380462638,2,1,0
36275,101,1387184403,0,0,0
7343,126,1321091711,14,0,0
13534,171,1345705250,4,1,0
11647,1,1338380462,0,0,0
4349,76,1303892856,13,0,0
40055,1,1392119755,2,0,0
44290,1,1398199332,0,0,0
41788,171,1394604886,7,0,0
17413,11,1354436642,2,0,0
22175,76,1363600090,9,0,0
26365,3,1370022786,1,0,0
29843,1,1378173377,7,0,0
23808,1,1364851089,0,0,0
53754,101,1407566203,0,0,0
35854,1,1386486815,4,0,0
42987,43,1396445170,9,13,0
4443,187,1304385807,11,11,0
37172,101,1389376425,0,0,0
9343,706,1329784493,110,9,2
40078,1,1392145929,0,0,0
7434,111,1321553779,6,0,0
55326,1,1409963316,0,0,0
18248,101,1357101127,4,15,0
32301,1,1383566138,3,0,0
31576,1,1381908286,3,0,0
20217,101,1359424353,0,0,0
32100,6,1383122470,2,0,0
34579,11,1384013746,3,0,0
24471,71,1366176440,5,0,0
54763,101,1409094063,0,0,0
6353,1,1316178956,0,0,0
51915,1,1405051136,0,0,0
7671,1,1322497528,0,0,0
20664,1,1360395762,0,0,0
48358,6,1402681563,0,0,0
28949,1,1375960346,0,0,0
29143,1,1376433144,0,0,0
36542,11,1387798631,0,0,0
49109,1,1403825459,0,0,0
24070,1,1365415418,0,0,0
20404,101,1359808406,0,0,0
35584,1,1385987964,2,0,0
52002,101,1405222870,0,0,0
13601,101,1345940543,0,0,0
54386,1,1408497957,0,0,0
18460,101,1357621263,0,0,0
37682,13,1390392814,0,0,0
28621,6,1375146848,2,0,0
26003,1,1369281318,0,0,0
29227,11,1376650831,1,0,0
3252,101,1297744299,1,2,0
49272,1,1404120304,0,0,0
40627,1,1392894325,0,0,0
6749,16,1318264856,3,0,0
11268,11,1336802644,3,0,0
42335,101,1395383860,0,2,0
28785,1,1375553098,0,0,0
22580,101,1364347627,0,2,0
46722,21,1401880126,0,0,0
35895,103,1386538752,2,33,0
36134,1,1386880819,0,0,0
36919,1,1388991947,0,0,0
28847,6,1375698711,0,0,0
37131,1,1389333954,0,0,0
20580,121,1360176258,2,0,0
25284,101,1367791057,0,1,0
4705,240,1306055957,44,11,0
45158,1,1399473916,0,0,0
26760,11,1370951248,0,0,0
37678,11,1390384849,1,0,0
54617,106,1408879588,2,0,0
37688,33,1390400013,1,0,0
46002,6,1400737012,0,0,0
55418,1,1410158629,0,0,0
40842,9,1393272931,0,0,0
41327,8,1393937667,0,0,0
12450,157,1341569078,13,109,0
4096,31,1302368328,1,1,0
48100,1,1402378661,0,0,0
17539,6,1354740787,2,0,0
35483,31,1385719527,1,5,0
45294,101,1399632899,0,1,0
48096,8,1402378082,0,0,0
35417,11,1385574363,1,0,0
53140,101,1406724881,0,0,0
45276,1,1399616248,0,0,0
44644,1,1398739141,3,0,0
20220,101,1359425854,1,0,0
52219,84,1405516191,11,5,0
25555,1,1368357519,0,0,0
9670,1,1331103168,1,0,0
30769,1,1380202030,1,0,0
49403,6,1404304134,0,0,0
26561,1,1370472813,0,0,0
27073,101,1371628642,0,0,0
10177,16,1332871377,1,0,0
21795,13,1362854564,1,0,0
48472,1,1402935634,0,0,0
40568,101,1392809377,0,0,0
46250,1,1401179822,0,0,0
49311,21,1404183504,0,2,0
45974,6,1400698443,1,0,0
5931,228,1313991680,34,13,0
26266,1,1369808956,0,0,0
20199,26,1359377129,2,0,0
54294,1,1408367076,0,0,0
2207,101,1291130953,0,0,0
12566,332,1342080651,18,11,0
34952,1,1384749618,0,0,0
30638,1,1379964524,4,0,0
23925,101,1365071101,0,0,0
48826,1,1403490759,0,0,0
40370,1,1392532467,0,0,0
44567,6,1398609492,0,0,0
40198,1,1392276680,0,0,0
29317,6,1376922279,0,0,0
43068,41,1396532356,0,0,0
54148,1,1408089114,0,0,0
49073,1,1403782016,0,0,0
34817,108,1384410904,20,6,0
31733,1,1382287088,0,0,0
48600,1,1403082407,0,0,0
11870,1,1339167131,0,0,0
12615,666,1342239862,21,86,0
25912,1,1369099579,0,0,0
20230,1,1359442990,0,0,0
55317,1,1409946402,0,0,0
43268,1,1396858327,0,0,0
2711,11,1294562975,0,0,0
25024,16,1367225273,3,1,0
31917,101,1382683718,0,2,0
27584,1,1372821634,0,0,0
42695,101,1395982366,0,2,0
36657,101,1388221280,0,2,0
4119,16,1302521766,5,0,0
7372,129,1321268564,6,0,0
20000,126,1358946779,6,0,0
20820,152,1360762155,18,4,0
41825,11,1394632217,1,0,0
31893,1,1382615751,0,0,0
21748,1,1362750934,0,0,0
25701,1,1368616972,0,0,0
17038,11,1353409082,0,0,0
17395,26,1354374952,1,0,0
52552,1,1406014534,0,0,0
54510,11,1408657810,0,0,0
36004,209,1386703687,4,1,0
31746,1,1382328996,0,0,0
49192,1,1403987607,0,0,0
24867,41,1366907280,3,1,0
49000,101,1403693114,2,0,0
40433,1,1392633320,0,0,0
8250,1,1325151115,0,0,0
42924,6,1396368131,0,0,0
37358,1,1389778912,2,0,0
29797,21,1378072357,1,0,0
53836,11,1407718659,1,0,0
44450,21,1398358719,1,3,0
6327,156,1316051810,14,12,0
36701,31,1388347548,6,0,0
10938,101,1335590482,11,0,0
32215,11,1383357397,1,0,0
28869,1,1375771511,0,0,0
20452,26,1359963988,0,0,0
6025,1,1314505475,0,0,0
4833,101,1306891070,0,0,0
24214,1,1365666779,0,0,0
20172,101,1359312665,2,0,0
25747,6,1368700578,4,0,0
48911,1,1403585426,0,0,0
18342,31,1357293463,9,2,0
32008,1,1382949789,0,0,0
17508,26,1354684050,8,0,0
49540,1,1404502253,0,0,0
25719,6,1368657260,1,0,0
44340,108,1398244986,4,7,0
21810,23,1362896007,3,0,0
36936,1,1389008491,0,0,0
48112,1,1402387432,0,0,0
27226,1,1372034450,0,0,0
1195,442,1283562481,34,13,0
52123,1,1405401865,0,0,0
24326,101,1365883433,1,0,0
44601,1,1398676161,1,0,0
46443,1,1401425828,0,0,0
24477,11,1366191695,0,0,0
45306,1,1399647986,0,0,0
39738,1,1391851605,0,0,0
13802,1,1346641030,0,0,0
30381,1,1379385196,1,0,0
40096,1,1392169491,0,0,0
16645,106,1352335548,2,10,0
29726,6,1377844301,0,0,0
20657,149,1360365233,3,34,0
42732,6,1396045342,4,0,0
54879,121,1409224167,2,0,0
8902,1,1328098527,0,0,0
22008,184,1363257879,15,13,0
30845,19,1380432876,1,0,0
23761,1,1364769984,1,0,0
55244,1,1409812393,0,0,0
29984,1,1378441189,2,0,0
20837,6,1360811137,3,0,0
36592,101,1388013909,0,0,0
41532,6,1394207686,2,0,0
44862,3,1399026680,6,0,0
31721,11,1382268449,1,0,0
30379,1,1379383828,0,0,0
40213,6,1392288315,1,0,0
904,924,985,64,175,840
31753,28,1382338634,2,0,0
39808,1,1391981435,0,0,0
5655,101,1312296779,0,0,0
25363,133,1367952684,4,4,0
55077,1,1409613820,0,0,0
29237,1,1376675121,1,0,0
3555,101,1299274105,0,0,0
55510,1,1410307619,3,0,0
54001,1,1407914079,0,0,0
38228,1,1391041438,0,0,0
40004,21,1392080267,3,0,0
24863,6,1366903383,1,0,0
26069,118,1369363171,5,2,0
12819,1,1343106432,2,0,0
2816,47,1295282240,13,4,0
26575,11,1370500099,0,0,0
5426,1,1310811115,0,0,0
17718,1,1355218074,1,0,0
11130,11,1336292591,8,0,0
43565,16,1397121198,2,1,0
21909,46,1363092193,3,0,0
46766,1,1401934270,2,0,0
25795,11,1368790811,1,0,0
30776,1,1380215657,0,0,0
35317,1,1385389358,0,0,0
3382,8009,1298438996,3559,183,24
26625,3,1370597279,0,0,0
46329,8,1401273157,1,0,0
49630,21,1404708146,0,0,0
49268,1,1404116052,1,0,0
11363,61,1337154150,15,3,0
46207,101,1401131412,0,2,0
20816,101,1360758119,1,0,0
53983,1,1407903498,0,0,0
43803,101,1397515587,0,4,0
20402,6,1359805376,0,0,0
53926,109,1407829369,3,2,0
10172,458,1332859646,63,190,1
25178,101,1367506196,0,1,0
42982,101,1396441153,0,0,0
52657,1,1406105897,0,0,0
21451,101,1362140099,1,1,0
4632,121,1305526393,4,0,0
21250,101,1361785098,1,1,0
44501,101,1398466356,1,0,0
21805,1,1362885377,2,0,0
44647,1,1398747650,0,0,0
25140,16,1367456103,2,0,0
9663,1,1331075743,0,0,0
31583,11,1381920365,0,0,0
9671,412,1331105776,60,18,0
6971,141,1319124528,8,9,0
39868,1,1392016475,0,0,0
31399,101,1381492366,0,3,0
29151,6,1376450555,0,0,0
53780,101,1407634740,0,1,0
46064,1,1400824210,0,0,0
27952,101,1373604975,1,11,0
31681,11,1382109806,2,0,0
52770,6,1406230983,1,0,0
25122,1,1367408891,0,0,0
28893,6,1375843739,2,0,0
18076,111,1356278299,6,2,0
22562,31,1364309347,2,0,0
21645,23,1362579688,4,0,0
3133,13,1297311213,0,0,0
53341,1,1407088882,0,0,0
28326,1,1374472717,1,0,0
41109,1,1393573291,0,0,0
40964,1,1393413170,0,0,0
44246,1,1398131546,2,0,0
40887,1,1393322081,4,0,0
30547,26,1379755646,11,0,0
4346,13,1303879798,0,0,0
40294,13,1392394255,4,0,0
3451,28,1298772628,2,4,0
6907,18,1318900671,5,1,0
31119,101,1380970401,0,0,0
53567,1,1407314433,0,0,0
48558,101,1403038661,0,0,0
27705,8,1373118719,5,0,0
22347,101,1363863151,0,0,0
34977,1,1384780319,0,0,0
12860,21,1343234441,4,0,0
27749,23,1373249668,7,0,0
40420,11,1392624260,1,0,0
26258,1,1369798498,1,0,0
54013,21,1407920138,9,0,0
55250,1,1409815092,0,0,0
25567,101,1368402410,1,0,0
43553,11,1397111415,4,0,0
55258,1,1409819459,0,0,0
12563,101,1342074942,0,0,0
53394,1,1407157975,0,0,0
42038,1,1394974761,0,0,0
39777,101,1391939414,0,0,0
17823,151,1355437220,2,2,0
41756,1,1394565476,1,0,0
51984,1,1405186458,1,0,0
20704,1,1360500143,0,0,0
7549,135,1321962667,7,3,0
42496,101,1395690968,0,0,0
17483,1,1354631021,0,0,0
44736,116,1398840611,0,3,0
30609,111,1379927070,1,2,0
35049,1,1384906960,0,0,0
44505,1,1398481612,2,0,0
55635,109,1410435445,0,0,0
21238,6,1361758256,0,0,0
43573,6,1397140279,0,0,0
31184,1,1381134374,0,0,0
11674,36,1338456075,2,1,0
41477,1,1394141136,0,0,0
30751,131,1380176481,3,0,0
49250,1,1404099533,0,0,0
44850,1,1399018698,0,0,0
52091,1,1405353267,0,0,0
53459,1,1407222798,0,0,0
20734,1,1360571030,0,0,0
44212,3,1398081927,0,0,0
11694,1,1338514829,0,0,0
18531,70,1357792144,9,1,0
49766,1,1404868119,0,0,0
42256,21,1395291602,2,0,0
38417,1,1391356282,2,0,0
28961,11,1376007789,2,0,0
16894,1,1352987016,1,0,0
25185,6,1367517690,0,0,0
44475,1,1398407592,1,0,0
8788,101,1327660090,0,17,0
42422,1,1395566678,2,0,0
35399,6,1385546990,5,0,0
42771,1,1396147408,0,0,0
2320,11,1291877683,3,0,0
28814,1,1375625951,0,0,0
49535,6,1404490121,0,0,0
41723,1,1394532012,4,0,0
25037,101,1367243818,1,1,0
24820,101,1366855260,0,1,0
48057,1,1402336475,0,0,0
25191,1,1367530027,0,0,0
40783,6,1393189593,2,0,0
30602,25,1379918769,19,2,0
52876,1,1406401552,1,0,0
25099,1,1367367953,0,0,0
45290,101,1399628393,0,0,0
10287,6,1333273958,1,0,0
53400,1,1407166851,0,0,0
55313,1,1409935459,0,0,0
29318,101,1376930575,1,3,0
24999,1,1367193115,4,0,0
10383,1,1333532970,0,0,0
35821,11,1386413634,3,0,0
21568,1,1362452531,1,0,0
27613,43,1372859114,4,1,0
38322,16,1391177076,2,1,0
11404,123,1337317137,2,1,0
17471,33,1354610493,2,4,0
