id,postid,score,creationdate,userid
73418,37410,0,1347869275,11032
122984,63763,0,1373423383,21443
21434,12406,0,1309175378,5192
159950,81504,0,1389150325,29342
71116,35470,0,1346418035,12245
188911,96965,0,1399545758,919
62748,32066,0,1341973323,11032
65635,33141,0,1343358314,4856
115251,60123,0,1369647572,26091
60464,31175,0,1340733400,11032
140846,72303,0,1381466393,30152
142049,73039,0,1382016959,26056
166759,85506,0,1391584041,29183
219901,72974,0,1410083370,44269
171650,82369,0,1393346284,21846
69747,34885,0,1345649599,5739
153880,78489,1,1386105434,3277
53130,28397,0,1336896139,11032
208943,108724,1,1405927578,11887
145754,74701,0,1383700368,11421
66577,33556,0,1343897702,7290
26795,14928,0,1314600622,5641
80577,41295,0,1351411640,919
139408,71861,0,1380817539,805
165298,83961,0,1391411080,805
44747,24530,0,1331568791,7828
97899,50057,0,1360933284,18128
117243,61145,0,1370571290,18334
12817,7869,0,1299195062,3535
139183,71759,1,1380746889,805
204343,19898,0,1404408392,40252
85602,44060,2,1353422050,930
209759,109200,0,1406186470,13702
99680,50929,1,1361939185,3277
155473,79267,1,1386692708,686
218740,114077,0,1409652912,52372
117046,61027,1,1370473370,6029
96234,49749,1,1360573713,686
121661,63254,0,1372844864,887
3463,2739,1,1284682353,442
45075,24613,0,1331839189,179
101399,43131,0,1352557833,13811
107509,55733,6,1365580562,919
215387,112383,0,1408369886,49793
56015,29517,0,1338386232,11508
4426,3339,0,1286257258,1505
91552,47161,0,1357547687,1036
57930,30202,0,1339371529,8402
164987,84057,0,1391281181,28746
73274,36350,0,1347713961,14112
179631,91693,0,1396005853,32036
98724,50484,0,1361387568,17661
152314,77514,0,1385532393,1191
96317,49758,0,1360634401,7417
89799,46201,0,1355880113,8286
65168,32994,0,1343189200,11405
177339,90589,0,1395220088,42212
82012,40992,0,1351658983,1739
113176,59039,0,1368552838,805
28015,15548,0,1316038109,3277
159312,81267,0,1388912411,17096
188080,96527,0,1399296966,22311
185519,95065,0,1398360896,805
40578,22382,0,1328588214,9013
18117,10432,0,1304947333,2426
128712,66658,0,1375783119,28871
119363,62216,0,1371735293,805
172642,88321,0,1393592435,17072
199107,48109,0,1402456211,26265
100608,51414,1,1362492346,11867
109458,56800,0,1366600382,24622
126397,65281,0,1374662558,1005
118171,61626,0,1371090680,805
125772,64616,1,1374471257,2798
85190,43735,0,1353070528,2860
98321,50282,0,1361209182,196
139419,71593,1,1380824555,5829
108408,56227,0,1366084696,3277
91017,46841,0,1357163539,601
183914,94150,1,1397723457,16774
24902,14126,1,1313004599,776
41741,22987,0,1329392439,9242
146163,74916,0,1383832855,29590
97919,50077,1,1360940978,2669
61921,31771,3,1341552530,8507
15609,9212,0,1302041187,223
10499,6691,0,1296256492,1307
214551,37834,0,1408006151,27658
26777,14773,0,1314597377,2817
208060,108208,1,1405510071,52216
179116,91465,0,1395827305,2849
16802,9735,0,1303435460,3567
86938,44740,0,1354266367,4253
70177,35092,0,1345898852,7290
130819,67574,0,1376887722,23853
125440,64715,0,1374284474,24097
116438,60704,0,1370213629,26425
112952,58897,0,1368450379,3331
124450,64431,0,1373970971,919
51256,27591,1,1335971051,8013
145805,74708,0,1383715457,30351
25338,14294,0,1313426108,5739
183266,93732,0,1397531076,43670
65617,33155,0,1343348116,11192
150371,76896,0,1384766370,34960
153268,78261,0,1385931609,27102
196680,100058,0,1401869883,44269
82015,41526,0,1351662031,-1
158128,80725,1,1388199119,6000
101534,51961,3,1363018208,14382
123146,63940,0,1373459816,27870
205185,106164,0,1404357651,42279
194273,100358,0,1401267053,46316
177127,90207,0,1395155447,42029
144879,74342,1,1383312339,11756
192832,99533,1,1400650611,1352
127249,65840,0,1375063862,28556
209481,109018,0,1406092488,41810
156841,79981,0,1387344385,34811
24823,14096,0,1312967848,919
214076,111611,0,1407843526,7290
77239,39132,0,1349871438,14730
84408,41791,0,1352529706,7290
131560,67997,0,1377171520,919
196316,100829,0,1401755246,16596
203657,103978,0,1404192056,39582
69237,34703,0,1345451315,11032
77299,39126,0,1349897287,13320
163676,83480,1,1390806674,919
154372,78711,0,1386281861,805
191953,99085,2,1400316546,21054
20920,12066,0,1308365932,88
115546,60301,0,1369759939,805
209337,108909,0,1406044859,805
129701,67199,0,1376313552,22047
156344,79667,0,1387100256,35533
160456,81703,0,1389339402,25174
220242,60361,0,1410222837,45429
111211,57878,0,1367455501,603
21043,10844,0,1308613955,3835
95341,49210,0,1359958152,20434
115316,60177,1,1369680458,5339
145356,31101,0,1383531021,10823
136520,70344,0,1379556675,7616
5110,3702,2,1287381137,8
123436,64045,0,1373532242,26267
129385,66591,0,1376123112,2129
200906,103797,0,1403133571,48561
135073,69809,1,1378935824,6029
103766,53113,0,1364056841,9394
151816,77585,0,1385359960,6248
150829,729,1,1384923443,29868
218454,109877,0,1409552652,36738
211989,110318,0,1407000230,36610
187559,96186,0,1399075970,36575
184279,93700,0,1397871589,8507
63519,32406,1,1342439759,2970
101267,51831,0,1362891574,686
85476,43954,0,1353321843,7071
80131,41092,0,1351064134,7734
150366,76772,1,1384765463,919
28420,15779,0,1316514711,1764
96343,47926,0,1360647687,1352
69963,35004,2,1345723952,-1
154218,78581,0,1386226297,6633
100710,51276,0,1362547294,10268
186585,95723,0,1398783391,805
127645,65817,1,1375247534,7290
218043,113725,0,1409325571,48148
128736,66687,3,1375798035,22047
213941,111483,0,1407819315,53356
118354,61723,2,1371160588,7972
158570,80860,1,1388473958,919
135970,70084,0,1379398247,29590
27765,13731,0,1315707551,4701
143549,73775,0,1382689863,22047
212038,110421,0,1407047097,36539
85933,44233,0,1353627608,8413
183171,93787,0,1397488831,43788
175265,89093,0,1394527900,4598
218875,114146,0,1409698144,52760
58037,30259,0,1332836094,-1
198524,102608,0,1402281203,36462
31241,10006,0,1319315652,795
188358,96065,0,1399386811,805
201303,104146,0,1403261359,7290
183990,93635,0,1397749748,43721
185875,17451,0,1398503978,44269
117534,61225,0,1370768469,919
77338,39118,0,1349925447,8114
70217,34957,0,1345923374,9394
128443,66357,0,1375657061,28739
164396,83805,1,1391007867,9394
73807,37628,1,1348061943,11887
73303,37371,0,1347771496,11059
153245,78175,0,1385917972,805
118614,61859,1,1371360208,805
106011,54776,0,1364755258,9394
102285,52365,0,1363354547,12492
169567,86914,0,1392647239,919
106126,54895,0,1364826412,2798
163724,83491,0,1390819298,35326
7611,5074,0,1291244960,18462
126091,65276,3,1374571095,8413
185898,94104,0,1398520692,28666
118041,61372,0,1371029555,20556
138881,71599,0,1380621470,1390
123828,64226,2,1373701859,2126
19030,11019,0,1305871434,3301
120821,62855,0,1372448420,22008
25894,14498,0,1313788764,87
75519,38309,0,1348996704,14506
91038,46853,1,1357193324,1764
53254,28451,0,1336980944,11294
8776,5770,0,1293469890,2536
219238,114342,0,1409813485,25392
98606,50414,0,1361348072,20980
86893,7694,0,1354240521,16596
153288,78260,0,1385937596,805
107865,55899,0,1365746450,18493
102078,52243,0,1363269183,919
150236,76848,0,1384726237,34941
119095,62115,1,1371626376,603
139748,72014,0,1381003558,28746
160640,81104,2,1389419668,23853
184606,48078,0,1398051735,25433
184769,94651,0,1398126599,37976
89868,46219,0,1355906436,919
87158,44890,0,1354409072,12141
178836,91200,0,1395748707,4253
84649,43432,0,1352726299,10069
93559,48077,0,1358710339,19828
121037,62996,1,1372635706,805
96551,49896,0,1360719507,196
156236,79681,0,1387022726,35917
159075,13662,0,1388747932,4505
176499,90149,1,1394935841,22047
94237,48400,0,1359128203,858
71674,35716,0,1346826366,919
14033,8354,0,1300334550,2392
126828,65671,0,1374829112,8451
106733,54995,1,1365146266,20603
45199,24796,1,1331954698,9217
141325,72717,0,1381736487,12626
69975,34970,0,1345782444,11867
112600,58671,0,1368225333,805
64703,32815,0,1343004671,-1
48563,26366,1,1334220540,919
127993,65206,0,1375368009,8401
179588,91600,0,1395996770,919
183718,12423,0,1397650757,7172
116256,60426,0,1370059974,22307
88408,45589,0,1355130409,601
71315,35534,1,1346570222,12265
30212,16790,1,1318326161,6640
79840,40956,0,1350888742,2958
56559,29670,0,1338580097,5339
192983,99607,0,1400693599,16939
152022,77700,1,1385419445,30351
148880,75044,0,1384177274,805
90234,46182,0,1356148415,5509
89533,46074,0,1355720543,17900
17926,10463,0,1304753590,919
12086,7506,0,1298364182,1381
179176,91347,0,1395839372,22311
62592,31809,0,1341916141,11032
185241,94948,0,1398274728,805
186726,95596,1,1398834752,10500
6230,4196,0,1288876360,1784
14297,8514,3,1300608451,1036
213485,11802,0,1407635973,18592
214573,111908,0,1408014102,52432
170856,87504,2,1393051532,919
113320,58992,0,1368605319,22047
195902,100036,0,1401618523,25184
135649,69822,0,1379271521,3331
153462,78156,0,1385986698,919
179505,90702,0,1395986229,5509
209797,109129,0,1406193782,3277
74396,37835,0,1348405664,11032
96511,49710,0,1360702846,20714
79459,40746,0,1350622573,1390
152181,77772,0,1385470541,29255
69340,34755,0,1345495535,-1
113072,29563,0,1368510097,603
181521,92840,0,1396847035,17230
139426,71873,0,1380830041,30951
172277,88188,0,1393507277,40879
186106,95191,0,1398643775,2860
153198,78196,0,1385905263,2392
88698,45603,0,1355305182,10065
131885,67634,0,1377340429,9174
171887,88005,3,1393407976,24000
86080,44310,0,1353748958,16776
139546,71748,0,1380879923,29068
136246,70151,0,1379483013,919
200059,103412,0,1402815318,805
150867,77135,0,1384931690,31668
23702,13572,2,1311807005,2116
174170,60431,1,1394112593,805
37260,20628,2,1325766744,919
187663,96241,0,1399130648,805
159533,81400,3,1388999540,7290
155784,79384,0,1386809746,36056
50092,27023,0,1335252288,1739
19253,10964,0,1306113904,3248
62060,31476,0,1341585450,6547
108274,55836,0,1366006750,22147
135046,69805,0,1378920864,29171
80694,40956,0,1351485307,4598
163691,83469,0,1390808693,35326
48049,26128,0,1333982321,6103
207879,108083,1,1405431134,30351
75710,38393,0,1349088147,11032
111141,57813,0,1367405629,919
108026,56018,1,1365841965,17230
64544,32530,0,1342914860,12236
181515,3191,0,1396845523,9007
23195,13305,0,1311198068,4496
139201,71769,0,1380757822,2116
161011,82121,0,1389601089,919
167850,86029,0,1392017305,29825
94495,48695,0,1359382771,2164
166898,85563,0,1391621570,39597
219723,114494,1,1410000483,919
149761,76643,0,1384483972,2117
32155,17851,0,1320248360,2392
178976,91405,0,1395793374,42574
135737,70143,0,1379315715,11061
176433,90141,0,1394891108,4862
42198,23198,2,1329760264,2126
38484,21260,0,1326828360,4253
171006,87577,2,1393137128,7290
119330,62203,0,1371720695,27114
79450,40745,0,1350615927,1390
119609,62335,1,1371904490,7135
59731,30874,0,1340281966,8402
129530,66726,0,1376244370,14860
95973,49304,1,1360329147,919
179171,91181,0,1395838127,1390
108351,56190,0,1366046165,24394
110631,56964,0,1367193032,24411
65906,33271,1,1343473281,919
186760,95818,0,1398842046,4598
169467,86843,0,1392625309,37976
91498,47106,3,1357509656,17214
157837,73827,0,1387982266,36229
66227,33410,5,1343716955,1390
50239,27125,0,1335356578,8078
87265,44918,0,1354498678,17235
167229,85697,1,1391701791,805
140258,72144,0,1381217441,10619
35383,19598,0,1323434263,401
21885,12470,0,1309752406,1124
220885,114526,1,1410435766,7290
46503,25407,0,1332877105,3074
136797,70535,0,1379652242,30485
137578,70957,0,1380031907,4856
135289,69902,0,1379025200,29943
18496,10805,5,1305361553,279
154458,78765,0,1386313959,30557
63203,32231,1,1342196071,11032
71982,35863,0,1347000690,88
122717,63713,0,1373341855,27775
35870,19895,0,1324005535,686
154175,78532,0,1386216319,8515
13221,8042,0,1299614554,2164
71685,35729,5,1346840353,919
136437,70285,3,1379514775,919
50381,27189,0,1335443573,9177
114803,59875,0,1369315575,16175
101863,52133,0,1363178414,21964
134752,69682,1,1378801444,7964
170740,87450,0,1392996014,805
111375,57977,1,1367519184,805
128307,66407,0,1375535643,28764
73669,37419,0,1348023902,11032
167992,86129,0,1392040826,39950
163685,83480,0,1390808010,919
216416,112919,2,1408694648,919
59673,30859,0,1340264911,3019
10677,6753,0,1296464980,264
85282,43835,0,1353149268,3748
169303,86737,0,1392562893,805
133782,69267,1,1378340570,805
206958,107556,0,1405041976,22452
89546,46080,0,1355728320,16405
35337,19592,0,1323393828,4257
91373,47067,0,1357431775,12329
149167,76392,0,1384274928,805
33111,18363,0,1321269098,795
85948,44251,1,1353640453,-1
72957,36225,0,1347526651,442
187554,96188,0,1399073280,25433
138588,70849,0,1380491269,30627
59954,30987,0,1340431213,2392
118007,61524,0,1371019927,26769
10838,6821,0,1296687567,-1
100108,51131,0,1362136367,21072
127728,66155,0,1375261507,4253
167341,85743,0,1391759379,919
199686,103194,0,1402622388,442
180339,92088,0,1396338333,919
178240,4279,6,1395573080,32036
122213,63497,0,1373130597,196
163421,83322,1,1390676589,805
138135,71211,1,1380263401,919
144496,74171,0,1383177944,31774
156334,79732,0,1387095801,36217
113990,59440,0,1368974993,805
193502,99914,0,1400904096,31612
204542,105853,1,1404502571,805
44010,24197,1,1331037777,-1
143862,73896,0,1382887474,31672
157238,80221,1,1387519411,919
200954,103985,0,1403148630,48490
110152,57296,0,1366907194,24848
194133,100270,0,1401213049,2126
100484,51166,0,1362455396,19879
3060,2447,0,1284057363,919
115796,60380,0,1369840778,805
179534,91691,0,1395990012,686
60818,31280,0,1340909252,10823
190236,97689,0,1400054629,31261
169415,86841,0,1392612219,30201
121855,63313,1,1372916349,18128
153415,78317,0,1385977758,919
160701,81947,2,1389436073,919
106897,55333,0,1365252494,23997
66582,33563,0,1343898211,12018
98739,50460,0,1361392058,21072
55953,29490,3,1338364914,7603
163990,83620,0,1390897183,21720
152614,77889,0,1385635172,22047
24153,13797,0,1312354809,230
177030,90363,0,1395133430,247
71271,35551,1,1346531394,13782
169733,86997,0,1392700969,17359
54407,28797,0,1337532084,4856
59751,30732,0,1340292686,12074
103738,53059,0,1364030734,8402
96500,49876,0,1360691993,20781
90501,46565,2,1356521989,-1
54985,29094,0,1337840739,2970
148630,76127,1,1384077698,13138
79782,40572,0,1350858509,582
83858,42947,0,1352242343,3330
92778,3510,1,1358235090,14640
87685,45207,0,1354703956,17519
123892,64199,0,1373738296,18152
152318,77791,1,1385534926,25944
211940,110372,0,1406967257,52874
42972,23667,0,1330176564,9429
219267,114339,0,1409818440,7290
168475,86340,0,1392206003,16049
193690,100036,0,1401030113,25392
111071,57800,0,1367380914,25096
172506,88039,0,1393567091,10539
189768,70374,0,1399911187,17072
49341,26674,0,1334728631,10711
191764,68126,0,1400228360,24000
218462,113965,1,1409554756,22047
98368,50122,0,1361239836,7255
172368,88212,5,1393518236,36041
90046,46324,0,1356006481,18006
102878,52646,0,1363674568,6633
210601,109669,0,1406526639,919
196858,5278,0,1390521866,14749
207120,107660,1,1405084380,9330
140386,72295,0,1381264845,31252
60902,31329,0,1340952572,12288
209412,108973,0,1406071857,40856
195825,100342,0,1401564657,44527
219204,114197,0,1409806301,22452
100759,51470,0,1362561365,7244
71298,35498,0,1346556082,13754
198556,101563,0,1402293311,17908
145110,74436,0,1383412957,31481
86151,44322,1,1353832296,919
73916,37591,0,1348121799,14200
143864,73876,0,1382887604,3277
112334,58506,0,1368040048,24341
28542,15852,0,1316630041,3601
110542,57486,2,1367131976,7250
122552,63684,0,1373286892,919
51144,27539,1,1335924771,-1
199619,103197,0,1402583407,11748
86154,44294,0,1353834030,8402
217744,113633,0,1409231826,43534
172829,88391,0,1393684433,40967
148737,76171,0,1384128418,28746
117516,61280,0,1370761247,26669
5908,4059,0,1288338195,-1
65897,33203,0,1343465556,-1
121183,63054,0,1372678945,27512
100593,51317,0,1362488132,21545
112588,58613,0,1368211723,805
110672,26588,0,1367208244,6961
135746,70108,0,1379316317,-1
137170,70668,0,1379904679,30308
88123,45404,0,1354962256,17601
114387,59678,1,1369145711,603
166668,85462,1,1391547094,3277
135430,69983,1,1379078012,27765
67449,33958,0,1344443468,13154
168691,86453,0,1392287020,7290
165403,84048,0,1391442355,11830
121529,63203,1,1372812708,805
44814,24551,0,1331633358,3382
148713,76178,0,1384116132,30540
53706,28633,0,1337168265,4376
186470,95622,4,1398761237,919
34138,18779,1,1322114680,264
138160,71234,0,1380254645,30789
127435,65875,0,1375136426,14650
220915,115175,2,1410445647,28666
71065,35437,1,1346402583,5739
176915,86691,0,1395101997,16175
107630,55803,0,1365638015,10064
207916,108118,1,1405455450,52166
84912,43581,0,1352881118,10026
193157,99690,0,1400749848,45998
131015,67786,1,1376959291,17230
218871,114072,0,1409697606,13879
210291,109531,0,1406409463,52432
168937,86521,0,1392360373,22356
155468,79267,0,1386691168,31334
189787,1516,0,1399920549,260
153637,78330,0,1386045675,17230
200374,103652,0,1402968286,48107
145613,74625,0,1383634766,26569
218538,113767,0,1409578278,43500
78883,40453,0,1350278766,15952
202783,104894,0,1403788237,48288
159680,80996,1,1389043446,28520
93630,48067,0,1358757632,19827
175109,89426,0,1394477002,20639
124554,64569,1,1374023257,21054
125477,64661,1,1374305890,4253
37507,20742,0,1325984831,8373
113599,59263,0,1368750157,20776
124050,45572,0,1373864422,13091
182292,93264,1,1397070688,24808
215646,112394,0,1408452583,805
41920,23068,0,1329507749,8927
178762,90007,0,1395734047,41903
95332,49209,3,1359956094,10524
187889,96393,0,1399254971,11849
75400,9835,0,1348148210,3577
192077,99124,0,1400354007,28746
58514,30305,0,1339635066,887
149435,76382,0,1384355107,34724
74446,37870,0,1348452131,686
176265,89986,0,1394800480,41907
130882,67724,1,1376899872,805
209324,108911,0,1406041137,805
119981,62536,0,1372143963,6029
112016,58276,1,1367903756,25138
121580,61857,0,1372831171,919
66208,33396,0,1343713132,11032
119445,62210,0,1371782691,27125
195872,100765,0,1401609380,37313
44073,24218,1,1331053013,1227
200812,103894,0,1403089687,29617
127384,65947,0,1375101119,28609
136866,70604,4,1379681041,4253
44051,24214,0,1331047341,9649
189873,97493,0,1399956532,1352
171443,87690,0,1393308572,28183
80242,23812,0,1351144774,13634
131421,68013,0,1377123023,27681
185728,95243,0,1398441848,34949
192815,97043,0,1400021566,13445
159709,12096,0,1389059380,22518
164135,83685,0,1390942788,805
36291,8305,2,1324445540,2392
90671,46643,0,1356693698,17327
214915,112113,1,1408158631,686
78804,40387,0,1350222842,858
202843,104739,1,1403805155,48148
175014,89455,0,1394451703,41650
12390,7318,0,1298750341,3285
91223,46962,1,1357293133,2970
3588,2846,1,1284911137,1307
211011,109586,0,1406631686,49235
67160,33836,0,1344327249,919
158409,80866,0,1388360741,-1
157715,80487,0,1387872215,26105
37740,20865,0,1326171022,2669
49940,26943,0,1335146826,10811
12548,6919,0,1298921886,2970
63836,32523,0,1342588449,11032
41155,22679,0,1329026541,6633
91351,47047,1,1357399725,805
103565,52919,0,1363934319,919
108523,35659,0,1366125858,24132
69486,34797,0,1345550336,11032
146403,75031,1,1383949803,28746
2997,2498,15,1283996242,887
89894,46260,0,1355913405,-1
57639,30098,0,1339158170,11845
121457,63156,0,1372760861,22047
63296,32293,0,1342268925,7290
72698,36120,2,1347371121,12690
140009,72161,2,1381143463,7290
146203,74942,0,1383857184,1679
106442,55063,0,1364988585,22552
161440,82341,0,1389687897,2126
11786,7326,0,1297924769,3291
100517,51385,0,1362468123,12147
89681,46161,0,1355794983,10065
113402,59163,0,1368652291,919
218528,113969,0,1409573581,21690
187000,95842,0,1398912996,27140
159022,81123,0,1388730146,27779
92913,47814,0,1358311666,12603
93258,48009,0,1358480764,686
89763,45974,0,1355843257,900
141468,51166,0,1381764745,805
69577,34765,1,1345606669,4856
168399,86298,0,1392185063,35918
196604,100932,1,1401850454,17230
33925,18675,0,1321936990,2970
79050,40515,0,1350367312,14434
123945,64047,0,1373803698,26435
8712,5727,0,1293143491,223
188816,96800,0,1399525434,29109
116140,35702,0,1369985676,7362
177130,90207,0,1395156395,42029
140853,72549,0,1381469557,27427
193348,99807,2,1400822028,36539
11885,7306,0,1298029145,3265
199865,103346,0,1402687179,48360
219497,114432,2,1409887749,22047
49894,26933,1,1335131659,10763
123956,64313,0,1373817659,27936
199199,103004,0,1402471853,600
188324,96602,0,1399375010,36041
183052,93633,0,1397456055,43722
98603,50411,0,1361347650,19879
76782,38726,0,1349681939,12603
109200,56610,1,1366391097,9201
204607,105656,0,1404532669,6793
96283,49774,0,1360592150,7290
157279,80261,0,1387538069,31420
75225,37958,0,1348816854,11091
119360,62214,0,1371734774,9136
129869,67309,0,1376391380,21054
175514,89726,0,1394599804,8515
125759,22795,0,1374468323,1764
68629,34414,0,1345106448,5836
115335,1356,3,1369690817,10946
163461,65817,1,1390710310,30192
115720,60355,0,1369819645,858
193091,99689,0,1400736067,44764
94637,44717,0,1359453059,8114
149216,76424,0,1384304062,16663
171915,87360,0,1393412847,5221
203242,103190,0,1404011458,30351
217955,113583,0,1409299965,6512
114015,59489,0,1368992479,1005
41080,22649,0,1328953062,8676
97667,49962,3,1360783097,2970
91029,44743,2,1357184505,8402
215130,112247,0,1408299069,36229
168228,86250,0,1392125176,805
137405,70856,1,1379966047,4856
167577,85905,0,1391874249,805
96331,49817,0,1360640984,7928
110121,57258,0,1366895940,4257
112297,51428,0,1368019086,4253
212478,110662,0,1407204506,14730
181691,92808,1,1396874039,919
218424,113952,0,1409546674,42884
154998,78792,0,1386548922,24097
179608,91615,0,1395999708,17230
173122,88456,0,1393815731,25986
185015,94783,3,1398189409,805
162355,82825,1,1390197620,37553
38729,21444,0,1327124068,8655
180987,92152,0,1396556258,858
185027,93530,0,1398196227,805
113049,58952,0,1368498002,686
194695,100639,1,1401447659,31420
115565,60303,0,1369764035,805
91264,46993,0,1357313531,12329
116254,60585,0,1370055582,26365
107250,55535,0,1365481148,24056
54871,29025,0,1337778212,919
194186,99955,0,1401241636,28746
85744,44147,1,1353505992,1352
199868,103347,0,1402688928,24808
1850,1736,7,1281933336,88
106804,55273,0,1365168583,17072
220159,114713,1,1410175963,22311
122019,63431,2,1372996109,22047
171469,87684,0,1393312859,27464
209842,109237,0,1406205720,13158
142457,62269,0,1382206590,4485
27520,15287,0,1315399929,930
139136,71720,0,1380729278,2817
169459,33320,0,1392622468,6015
63851,32541,1,1342590633,601
135630,70015,0,1379259497,9311
175697,89810,0,1394635873,7071
102753,52636,0,1363616848,22191
103700,52908,1,1364013115,9394
188551,96789,0,1399451756,26950
190315,97733,0,1400068155,7290
136572,70385,1,1379575592,30460
135447,69977,2,1379091443,919
53737,28567,8,1337176529,919
106221,54910,0,1364882115,3262
9819,6325,0,1295272819,919
96029,49640,0,1360397614,196
112628,58712,0,1368256220,7290
134407,69521,2,1378650652,7290
102096,52250,0,1363273525,20820
122750,63716,0,1373345890,25803
19280,11069,0,1306153899,4698
111771,58221,1,1367770644,686
210060,109281,0,1406286271,29068
58125,30283,0,1339450580,11320
199602,103184,0,1402578741,48281
100100,50821,0,1362132338,919
77609,39294,0,1350029576,7828
169354,86818,0,1392585272,-1
205576,106368,0,1404900502,48453
208848,108415,0,1405898114,52261
219981,114659,0,1410112956,25
170376,87334,0,1392891056,24808
159023,81123,2,1388730673,35572
80690,41390,0,1351484430,686
177757,90763,0,1395334805,919
160179,81705,2,1389240735,32036
122109,62905,0,1373019387,919
109717,57012,0,1366736612,805
62568,32032,0,1341911947,2970
5433,3820,1,1287578327,1352
148475,20205,1,1384001483,17719
50275,27150,0,1335376991,9007
152973,78134,0,1385793625,7290
189788,72085,0,1399920744,36041
91097,46908,0,1357214478,18281
181157,91506,0,1396624033,28746
143857,73881,0,1382886622,28746
90727,46689,0,1356805262,18181
175909,89900,0,1394697265,7290
142046,73101,0,1382016143,17661
72540,36065,0,1347296492,8991
11770,7321,3,1297905553,88
51781,27819,0,1336171814,11102
171551,87825,0,1393332313,26802
42519,23383,0,1329440240,7365
149582,74938,0,1384411065,28746
73599,37475,0,1347973930,919
150578,76991,0,1384834816,20980
67839,34097,1,1344637336,7972
179503,90702,0,1395985991,5509
220114,114668,0,1410167300,31668
212439,107976,0,1407183637,52097
152693,77930,0,1385675727,32172
3811,2988,0,1285194853,930
67244,33886,0,1344344323,11475
93329,47953,0,1358507909,9699
61652,31636,0,1341404196,12405
143811,73879,1,1382868488,686
159770,81477,0,1389079510,31420
155841,79466,0,1386836870,28666
180407,92189,1,1396370189,7071
130000,67386,1,1376449510,22047
152528,77926,0,1385607860,2116
130711,67653,0,1376828466,20744
184221,94317,0,1397841733,44009
201754,104279,0,1403503535,16709
174568,88405,0,1394267294,9125
166723,85497,0,1391577905,34600
101741,52005,0,1363126647,805
96536,49891,0,1360715843,20791
85912,43915,0,1353609970,13636
213196,111147,0,1407443742,805
209134,108752,0,1405985848,52484
173808,88848,0,1394002293,32096
122183,63497,0,1373091158,12548
19508,11303,1,1306453649,930
211465,110112,2,1406777745,805
176726,90275,0,1395033469,42029
162402,82855,0,1390216900,37568
152981,78124,0,1385798010,35479
158778,80927,2,1388621427,36751
164287,83754,0,1390983537,38117
111616,58121,1,1367663483,24503
213601,617,0,1407694295,18592
132831,68710,0,1377787056,26267
215464,112432,0,1408410146,144
110558,57493,0,1367139925,13792
204407,14893,0,1404349552,49428
93349,47969,0,1358514302,10530
122783,63779,3,1373353854,887
187651,96256,1,1399123176,28288
153159,78213,1,1385893454,2129
209546,108430,0,1406106090,27213
55933,29461,0,1338353457,4856
145519,74600,0,1383581036,686
28669,15950,0,1316720060,5862
107833,55890,0,1365734889,22156
218887,113582,0,1409706192,54860
